Expression,HHHH,HHHM,HHHN,HHMH,HHMM,HHMN,HHNH,HHNM,HHNN,HMHH,HMHM,HMHN,HMMH,HMMM,HMMN,HMNH,HMNM,HMNN,HNHH,HNHM,HNHN,HNMH,HNMM,HNMN,HNNH,HNNM,HNNN,MHHH,MHHM,MHHN,MHMH,MHMM,MHMN,MHNH,MHNM,MHNN,MMHH,MMHM,MMHN,MMMH,MMMM,MMMN,MMNH,MMNM,MMNN,MNHH,MNHM,MNHN,MNMH,MNMM,MNMN,MNNH,MNNM,MNNN,NHHH,NHHM,NHHN,NHMH,NHMM,NHMN,NHNH,NHNM,NHNN,NMHH,NMHM,NMHN,NMMH,NMMM,NMMN,NMNH,NMNM,NMNN,NNHH,NNHM,NNHN,NNMH,NNMM,NNMN,NNNH,NNNM,NNNN
p1_p4==35,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065
p2_p3==35,0.4835,0.4835,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4065,0.4065,0.4835,0.4835,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4065,0.4065,0.4835,0.4835,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4065,0.4065
p2_p4==35,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065,0.4835,0.0,0.0,0.4835,0.0,0.0,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.0,0.0,0.4065,0.0,0.0,0.4065
p3_p4==35,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065
p1_p2==36,1.546,1.546,1.546,1.546,1.546,1.546,1.546,1.546,1.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
p1_p3==36,1.546,1.546,1.546,0.0,0.0,0.0,0.0,0.0,0.0,1.546,1.546,1.546,0.0,0.0,0.0,0.0,0.0,0.0,1.546,1.546,1.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62
p1_p4==36,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62
p2_p3==36,1.546,1.546,1.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62,1.546,1.546,1.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62,1.546,1.546,1.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62
p2_p4==36,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62,1.546,0.0,0.0,1.546,0.0,0.0,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,0.0,0.0,1.62,0.0,0.0,1.62
p3_p4==36,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62,1.546,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0,1.62
p1_p2==37,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,1.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.2975,0.2975,0.2975,0.2975,0.2975,0.2975,0.2975,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165
p1_p3==37,1.552,1.552,1.552,0.0,0.0,0.0,0.0,0.0,0.0,1.552,1.552,1.552,0.0,0.0,0.0,0.0,0.0,0.0,1.552,1.552,1.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.2975,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.2975,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.2975,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,0.5165,0.5165,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,0.5165,0.5165,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,0.5165,0.5165
p1_p4==37,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165
p2_p3==37,1.552,1.552,1.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.2975,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,0.5165,0.5165,1.552,1.552,1.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.2975,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,0.5165,0.5165,1.552,1.552,1.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.2975,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,0.5165,0.5165
p2_p4==37,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165,1.552,0.0,0.0,1.552,0.0,0.0,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,0.0,0.0,0.5165,0.0,0.0,0.5165
p3_p4==37,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165,1.552,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.5165
p1_p2==38,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.2254,0.2254,0.2254,0.2254,0.2254,0.2254,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.8973,0.8973,0.8973,0.8973,0.8973,0.8973,0.8973,0.8973
p1_p3==38,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.8973,0.8973,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.8973,0.8973,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.8973,0.8973
p1_p4==38,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973
p2_p3==38,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.8973,0.8973,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.8973,0.8973,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.8973,0.8973
p2_p4==38,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973,1.34,0.0,0.0,1.34,0.0,0.0,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,0.0,0.0,0.8973,0.0,0.0,0.8973
p3_p4==38,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973,1.34,0.0,0.0,0.0,0.2254,0.0,0.0,0.0,0.8973
p1_p2==44,1.352,1.352,1.352,1.352,1.352,1.352,1.352,1.352,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984,0.6984,0.6984,0.6984,0.6984,0.6984,0.6984
p1_p3==44,1.352,1.352,1.352,0.0,0.0,0.0,0.0,0.0,0.0,1.352,1.352,1.352,0.0,0.0,0.0,0.0,0.0,0.0,1.352,1.352,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984
p1_p4==44,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984
p2_p3==44,1.352,1.352,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984,1.352,1.352,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984,1.352,1.352,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984
p2_p4==44,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984,1.352,0.0,0.0,1.352,0.0,0.0,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.0,0.0,0.6984,0.0,0.0,0.6984
p3_p4==44,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984
p1_p2==45,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864
p1_p3==45,1.209,1.209,1.209,0.0,0.0,0.0,0.0,0.0,0.0,1.209,1.209,1.209,0.0,0.0,0.0,0.0,0.0,0.0,1.209,1.209,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.1864,0.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.1864,0.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.1864,0.1864
p1_p4==45,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864
p2_p3==45,1.209,1.209,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.1864,0.1864,1.209,1.209,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.1864,0.1864,1.209,1.209,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.1864,0.1864
p2_p4==45,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864,1.209,0.0,0.0,1.209,0.0,0.0,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.0,0.0,0.1864,0.0,0.0,0.1864
p3_p4==45,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,1.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864
p1_p2==46,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.6801,0.6801,0.6801,0.6801,0.6801,0.6801,0.6801,0.6801
p1_p3==46,0.5243,0.5243,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.5243,0.5243,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.5243,0.5243,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.6801,0.6801,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.6801,0.6801,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.6801,0.6801
p1_p4==46,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801
p2_p3==46,0.5243,0.5243,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.6801,0.6801,0.5243,0.5243,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.6801,0.6801,0.5243,0.5243,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.6801,0.6801
p2_p4==46,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801,0.5243,0.0,0.0,0.5243,0.0,0.0,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.0,0.0,0.6801,0.0,0.0,0.6801
