HHID,PERSONS,workers,VEHICL,MAZ,income,HHT,unittype,bldgsz
436451,1,0,0,100572,266761,6,0,2
436452,1,1,0,100583,61099,4,0,2
436453,1,1,0,100578,47362,6,0,2
436454,1,1,0,100574,104688,4,0,2
436455,1,1,0,100584,46925,6,0,2
436456,1,1,0,100578,102062,4,0,2
436457,1,0,0,100578,32205,6,0,2
436458,1,1,0,100584,95062,6,0,2
436459,1,1,0,100577,122262,6,0,2
436460,1,1,0,100566,64198,4,0,2
436461,1,0,0,100567,141634,4,0,2
436462,1,0,0,100568,90904,4,0,2
436463,1,1,0,100570,37237,6,0,8
436464,1,1,0,100570,47253,4,0,3
436465,1,1,0,100575,88793,6,0,2
436466,1,1,0,100579,77005,6,0,2
436467,1,1,0,100578,63324,4,0,2
436468,1,1,0,100574,52381,6,0,2
436469,1,0,0,100566,755,6,0,2
436470,1,1,0,100578,18536,4,0,2
436471,1,1,0,100585,105016,4,0,2
436472,1,1,0,100572,52927,4,0,2
436473,1,0,0,100572,27314,4,0,2
436474,1,1,0,100579,131496,4,0,2
436475,1,0,0,100582,12551,4,0,8
436476,1,1,0,100574,65390,4,0,2
436477,1,1,0,100585,132458,4,0,2
436478,1,0,0,100566,35224,4,0,3
436479,1,0,0,100570,140834,4,0,8
436480,1,1,0,100579,81813,6,0,2
436481,1,1,0,100569,51945,4,0,2
436482,1,0,0,100568,30994,4,0,2
436483,1,1,0,100578,79953,4,0,2
436484,1,1,0,100580,83209,6,0,8
436485,1,1,0,100578,68087,6,0,2
436486,1,1,0,100579,61894,6,0,2
436487,1,1,0,100582,55856,4,0,2
436488,1,0,0,100574,99875,4,0,2
436490,1,1,0,100579,114567,4,0,2
436491,1,1,0,100584,174477,6,0,2
436492,1,0,0,100584,128803,6,0,2
436493,1,0,0,100583,39854,6,0,3
436494,1,1,0,100584,153116,6,0,2
436495,1,0,0,100569,67296,6,0,2
436496,1,0,0,100569,63880,6,0,2
436497,1,1,0,100568,139765,4,0,2
436498,1,1,0,100583,217411,4,0,2
436499,1,1,0,100574,80185,4,0,2
436500,1,1,0,100569,115529,6,0,2
436501,1,1,0,100582,33127,6,0,2
436502,1,1,0,100576,93093,4,0,2
436504,1,1,0,100584,99109,6,0,2
436505,1,1,0,100581,95390,4,0,8
436506,1,0,0,100583,67058,4,0,2
436507,1,1,0,100567,105344,4,0,2
436508,1,0,0,100582,115144,4,0,2
436509,1,1,0,100579,20011,4,0,2
436510,1,0,0,100584,51181,6,0,2
436511,1,1,0,100569,113798,4,0,2
436512,1,0,0,100602,223707,6,0,2
436513,1,1,0,100599,40016,4,0,2
436514,1,1,0,100599,98370,6,0,2
436515,1,1,0,100589,53398,4,0,3
436516,1,0,0,100588,220060,6,0,2
436517,1,1,0,100598,233434,4,0,2
436518,1,1,0,100599,48975,4,0,3
436519,1,1,0,100609,264742,6,0,2
436520,1,1,0,100592,195439,6,0,2
436521,1,1,0,100589,68190,4,0,2
436522,1,1,0,100599,102634,4,0,2
436523,1,1,0,100593,78611,4,0,2
436524,1,1,0,100602,102781,6,0,2
436525,1,0,0,100609,42925,4,0,2
436526,1,0,0,100602,168114,4,0,2
436527,1,0,0,100609,170722,4,0,2
436528,1,1,0,100610,22141,6,0,2
436529,1,0,0,100606,1510,6,0,2
436530,1,1,0,100601,171094,4,0,2
436531,1,1,0,100610,35294,4,0,2
436532,1,0,0,100597,15493,6,0,2
436533,1,0,0,100590,186625,6,0,3
436534,1,1,0,100589,174633,4,0,2
436535,1,1,0,100591,9963,6,0,2
436536,1,1,0,100589,275077,4,0,2
436537,1,0,0,100601,37988,6,0,2
436538,1,0,0,100611,295747,6,0,2
436539,1,1,0,100590,69477,4,0,2
436540,1,0,0,100600,243769,4,0,2
436541,1,1,0,100602,241337,4,0,2
436542,1,1,0,100586,152840,6,0,8
436543,1,1,0,100600,219452,4,0,2
436544,1,1,0,100601,29837,4,0,2
436545,1,0,0,100587,37244,6,0,2
436546,1,1,0,100613,82985,4,0,3
436547,1,1,0,100609,80541,4,0,2
436548,1,1,0,100592,277812,4,0,2
436549,1,1,0,100598,71535,4,0,2
436550,1,1,0,100601,149302,6,0,2
436551,1,0,0,100603,284196,4,0,2
436552,1,0,0,100596,236474,6,0,2
436553,1,0,0,100606,147253,4,0,8
436554,1,0,0,100587,24789,6,0,2
436555,1,1,0,100599,54030,4,0,2
436556,1,1,0,100601,56586,4,0,2
436557,1,1,0,100600,110280,4,0,2
436558,1,1,0,100606,197871,6,0,2
436559,1,1,0,100606,25505,4,0,2
436560,1,0,0,100587,37853,6,0,2
436561,1,0,0,100599,213068,6,0,2
436562,1,1,0,100609,99987,6,0,2
436563,1,0,0,100596,259575,6,0,2
436564,1,0,0,100601,180222,6,0,2
436565,1,1,0,100588,291795,6,0,2
436566,1,1,0,100596,240425,4,0,2
436567,1,1,0,100589,251975,4,0,2
436568,1,1,0,100606,76552,6,0,2
436569,1,0,0,100599,307297,6,0,2
436570,1,1,0,100609,77324,4,0,2
436571,1,1,0,100590,173702,6,0,2
436572,1,1,0,100609,233130,6,0,2
436573,1,1,0,100611,62259,6,0,2
436574,1,1,0,100606,46973,6,0,8
436575,1,0,0,100601,118305,4,0,2
436576,1,0,0,100606,229787,6,0,2
436577,1,1,0,100611,240730,4,0,2
436578,1,1,0,100599,47710,4,0,2
436579,1,0,0,100590,300306,4,0,2
436580,1,1,0,100609,39002,4,0,2
436581,1,0,0,100599,77196,4,0,2
436582,1,0,0,100601,83371,4,0,2
436583,1,0,0,100587,97193,6,0,2
436584,1,1,0,100589,293315,4,0,2
436585,1,1,0,100598,310337,6,0,2
436586,1,1,0,100596,92929,4,0,2
436587,1,1,0,100599,250152,6,0,2
436588,1,1,0,100599,125317,6,0,2
436589,1,1,0,100589,224012,6,0,2
436590,1,0,0,100609,24074,6,0,2
436591,1,0,0,100613,28238,4,0,2
436592,1,0,0,100587,33654,4,0,2
436593,1,1,0,100609,172958,4,0,2
436594,1,1,0,100596,157310,4,0,2
436595,1,0,0,100596,91900,4,0,2
436596,1,1,0,100590,148556,4,0,2
436597,1,0,0,100603,37177,6,0,2
436598,1,1,0,100592,91164,6,0,2
436599,1,1,0,100587,44402,6,0,2
436600,1,1,0,100609,276900,4,0,2
436601,1,1,0,100609,71920,4,0,3
436602,1,1,0,100589,139057,4,0,2
436603,1,0,0,100601,58377,4,0,2
436604,1,1,0,100601,238905,6,0,2
436605,1,1,0,100599,78997,4,0,2
436606,1,1,0,100596,34903,4,0,2
436607,1,1,0,100588,261702,4,0,2
436608,1,1,0,100596,231307,4,0,2
436609,1,0,0,100598,109986,4,0,2
436610,1,0,0,100601,3019,6,0,2
436611,1,0,0,100593,290275,4,0,2
436612,1,1,0,100596,126895,4,0,2
436613,1,1,0,100597,43713,6,0,2
436614,1,1,0,100610,89032,4,0,2
436615,1,1,0,100609,60616,6,0,2
436616,1,1,0,100609,103075,4,0,2
436617,1,1,0,100590,56436,6,0,3
436618,1,0,0,100598,38124,4,0,2
436619,1,1,0,100593,167742,6,0,3
436620,1,0,0,100601,72049,6,0,2
436621,1,0,0,100596,65544,6,0,2
436622,1,1,0,100601,210941,6,0,2
436623,1,1,0,100587,189056,4,0,3
436624,1,0,0,100592,300610,6,0,2
436625,1,1,0,100608,26696,4,0,2
436626,1,0,0,100587,88903,6,0,2
436627,1,0,0,100610,124090,6,0,2
436628,1,1,0,100590,301217,6,0,2
436629,1,1,0,100601,162899,4,0,2
436630,1,1,0,100596,203950,6,0,2
436631,1,0,0,100611,143900,6,0,3
436632,1,1,0,100592,12228,6,0,2
436633,1,1,0,100613,242249,6,0,2
436634,1,0,0,100596,38191,6,0,2
436635,1,0,0,100601,263222,4,0,2
436636,1,1,0,100590,228875,4,0,2
436637,1,1,0,100609,76167,4,0,3
436638,1,0,0,100597,275989,4,0,2
436639,1,1,0,100597,63603,6,0,2
436640,1,0,0,100598,39948,6,0,2
436641,1,1,0,100609,45189,6,0,2
436642,1,0,0,100609,128998,6,0,2
436643,1,0,0,100587,48553,4,0,3
436644,1,0,0,100592,29038,4,0,2
436645,1,0,0,100610,289363,6,0,2
436646,1,1,0,100599,100870,4,0,2
436647,1,1,0,100609,41547,4,0,2
436648,1,0,0,100611,203038,6,0,3
436649,1,1,0,100589,93370,4,0,2
436650,1,0,0,100590,232827,6,0,3
436651,1,1,0,100603,31569,4,0,2
436652,1,0,0,100596,303649,6,0,2
436653,1,1,0,100586,132504,4,0,8
436654,1,0,0,100599,28905,6,0,2
436655,1,0,0,100598,129524,4,0,2
436656,1,1,0,100609,187232,6,0,2
436657,1,0,0,100601,12681,4,0,2
436658,1,0,0,100602,53925,6,0,2
436659,1,0,0,100609,42729,6,0,2
436660,1,0,0,100593,18367,6,0,2
436661,1,1,0,100598,204254,6,0,2
436662,1,1,0,100589,42138,4,0,2
436663,1,1,0,100606,113747,4,0,2
436664,1,0,0,100609,283284,6,0,2
436665,1,1,0,100601,35684,4,0,2
436666,1,1,0,100589,94693,4,0,2
436667,1,1,0,100597,35528,4,0,2
436668,1,1,0,100611,224315,4,0,2
436669,1,1,0,100587,59422,6,0,2
436670,1,1,0,100609,254104,6,0,2
436671,1,1,0,100587,40151,4,0,2
436672,1,1,0,100608,22392,4,0,2
436673,1,0,0,100589,75266,4,0,2
436674,1,0,0,100587,110574,4,0,2
436675,1,1,0,100589,31780,4,0,2
436676,1,1,0,100596,124265,4,0,2
436677,1,0,0,100602,52450,4,0,3
436678,1,0,0,100592,153958,6,0,2
436679,1,1,0,100589,68447,4,0,2
436680,1,1,0,100589,60766,6,0,2
436681,1,1,0,100610,133031,4,0,2
436682,1,0,0,100587,69863,6,0,2
436683,1,1,0,100611,16923,4,0,2
436684,1,0,0,100599,91753,4,0,3
436685,1,1,0,100592,168300,4,0,2
436686,1,0,0,100589,304257,4,0,2
436687,1,1,0,100592,178173,4,0,2
436688,1,0,0,100602,58079,6,0,2
436689,1,0,0,100599,230698,6,0,2
436690,1,1,0,100589,85816,4,0,2
436691,1,1,0,100613,69991,4,0,2
436692,1,1,0,100591,49291,4,0,2
436693,1,1,0,100601,123739,4,0,2
436694,1,0,0,100589,87360,6,0,2
436695,1,1,0,100586,28638,6,0,8
436696,1,0,0,100598,278420,6,0,2
436697,1,1,0,100590,33888,6,0,2
436698,1,1,0,100599,47605,6,0,2
436699,1,0,0,100613,26935,6,0,2
436700,1,1,0,100613,16685,6,0,2
436701,1,0,0,100606,46763,6,0,2
436702,1,0,0,100610,239513,4,0,2
436703,1,0,0,100599,54645,4,0,3
436704,1,0,0,100603,57929,4,0,2
436705,1,1,0,100611,79769,4,0,2
436706,1,1,0,100601,279029,4,0,2
436707,1,0,0,100609,24313,6,0,2
436708,1,1,0,100602,21890,6,0,2
436709,1,1,0,100597,179849,4,0,2
436710,1,0,0,100598,282372,6,0,2
436711,1,1,0,100609,240122,4,0,2
436712,1,0,0,100599,206990,4,0,2
436713,1,1,0,100596,235258,4,0,2
436714,1,0,0,100590,110427,6,0,2
436715,1,0,0,100590,212157,6,0,2
436716,1,1,0,100592,255927,4,0,3
436717,1,0,0,100599,294834,6,0,2
436718,1,0,0,100610,18870,4,0,2
436719,1,0,0,100609,15255,6,0,2
436720,1,1,0,100597,237082,4,0,3
436721,1,1,0,100586,29704,4,0,8
436722,1,1,0,100602,142782,6,0,2
436723,1,1,0,100586,169791,4,0,8
436724,1,0,0,100592,73851,6,0,2
436725,1,0,0,100592,12001,6,0,2
436726,1,1,0,100608,263527,6,0,2
436727,1,1,0,100596,254712,4,0,3
436728,1,1,0,100601,275381,4,0,2
436729,1,0,0,100596,174261,6,0,2
436730,1,1,0,100609,227659,6,0,2
436731,1,0,0,100612,29970,6,0,2
436732,1,1,0,100599,114448,6,0,2
436733,1,1,0,100596,281764,4,0,2
436734,1,0,0,100591,13134,4,0,2
436735,1,1,0,100601,189968,6,0,2
436736,1,1,0,100613,242553,4,0,3
436737,1,1,0,100610,34279,4,0,2
436738,1,0,0,100589,48237,6,0,2
436739,1,0,0,100596,17639,6,0,2
436740,1,0,0,100596,84530,4,0,2
436741,1,0,0,100599,59124,6,0,2
436742,1,1,0,100607,272949,6,0,8
436743,1,1,0,100610,40422,6,0,2
436744,1,1,0,100596,202430,4,0,2
436745,1,0,0,100596,134783,4,0,2
436746,1,1,0,100610,122862,4,0,2
436747,1,1,0,100609,72693,6,0,2
436748,1,1,0,100602,179663,6,0,2
436749,1,0,0,100590,40354,4,0,2
436750,1,1,0,100613,78483,4,0,2
436751,1,0,0,100601,27306,6,0,3
436752,1,1,0,100601,94841,6,0,2
436753,1,0,0,100601,37109,4,0,2
436754,1,1,0,100598,73079,4,0,3
436755,1,1,0,100589,207902,4,0,2
436756,1,1,0,100598,297570,4,0,2
436757,1,1,0,100612,9511,4,0,2
436758,1,1,0,100588,294227,4,0,2
436759,1,0,0,100611,97046,6,0,2
436760,1,0,0,100590,246505,6,0,2
436761,1,1,0,100590,138498,4,0,2
436762,1,0,0,100609,28772,4,0,2
436763,1,1,0,100600,234650,4,0,2
436764,1,0,0,100587,235866,6,0,2
436765,1,0,0,100588,130752,4,0,2
436766,1,0,0,100607,25266,4,0,8
436767,1,0,0,100598,20883,6,0,2
436768,1,1,0,100599,314896,6,0,2
436769,1,0,0,100609,33185,6,0,2
436770,1,0,0,100609,298482,6,0,2
436771,1,0,0,100610,94988,6,0,2
436772,1,1,0,100599,95870,4,0,2
436773,1,0,0,100601,34512,4,0,2
436774,1,0,0,100589,100575,6,0,2
436775,1,1,0,100590,31302,4,0,2
436776,1,1,0,100590,227963,4,0,2
436777,1,0,0,100599,27706,6,0,2
436778,1,0,0,100596,59273,4,0,2
436779,1,1,0,100589,223403,4,0,2
436780,1,1,0,100613,220972,4,0,2
436781,1,0,0,100598,248632,6,0,2
436782,1,0,0,100598,145390,4,0,2
436783,1,1,0,100596,65394,6,0,2
436784,1,1,0,100599,39272,6,0,2
436785,1,0,0,100601,280548,6,0,2
436786,1,0,0,100587,273557,4,0,2
436787,1,0,0,100597,16209,6,0,2
436788,1,1,0,100589,61961,4,0,2
436789,1,0,0,100599,146880,4,0,2
436790,1,1,0,100610,21134,4,0,2
436791,1,1,0,100610,29171,4,0,2
436792,1,0,0,100601,52871,6,0,2
436793,1,1,0,100611,94252,6,0,2
436794,1,1,0,100609,199087,4,0,2
436795,1,0,0,100601,251064,4,0,2
436796,1,1,0,100596,205166,6,0,2
436797,1,1,0,100590,211853,4,0,2
436798,1,1,0,100590,230090,4,0,2
436799,1,1,0,100590,33810,6,0,2
436800,1,1,0,100609,303954,6,0,2
436801,1,0,0,100587,64946,6,0,2
436802,1,1,0,100599,50870,4,0,2
436803,1,0,0,100613,266870,6,0,2
436804,1,0,0,100599,59721,4,0,2
436805,1,0,0,100600,41744,4,0,2
436806,1,0,0,100601,247112,6,0,2
436807,1,1,0,100587,177055,4,0,2
436808,1,0,0,100611,51187,6,0,2
436809,1,0,0,100597,40287,4,0,2
436810,1,0,0,100603,94105,6,0,2
436811,1,1,0,100611,36703,4,0,2
436812,1,1,0,100609,299090,4,0,2
436813,1,0,0,100592,176869,6,0,2
436814,1,1,0,100611,81828,6,0,3
436815,1,1,0,100596,221883,4,0,2
436816,1,1,0,100609,248025,4,0,2
436817,1,1,0,100600,286932,4,0,2
436818,1,0,0,100601,133381,6,0,2
436819,1,1,0,100597,170909,4,0,2
436820,1,0,0,100590,25028,6,0,2
436821,1,0,0,100598,165134,6,0,2
436822,1,1,0,100596,262007,4,0,3
436823,1,0,0,100602,56884,4,0,2
436824,1,1,0,100609,256535,6,0,2
436825,1,1,0,100596,44894,4,0,2
436826,1,0,0,100588,289059,4,0,2
436827,1,1,0,100589,201215,4,0,2
436828,1,1,0,100590,215805,6,0,2
436829,1,1,0,100602,121811,4,0,2
436830,1,1,0,100592,178917,6,0,2
436831,1,0,0,100590,47079,6,0,2
436832,1,0,0,100592,93076,4,0,2
436833,1,0,0,100608,290579,6,0,2
436834,1,0,0,100604,116026,4,0,2
436835,1,0,0,100592,252888,6,0,2
436836,1,1,0,100606,138684,6,0,3
436837,1,1,0,100599,58974,4,0,2
436838,1,1,0,100590,37312,4,0,2
436839,1,1,0,100590,35996,6,0,2
436840,1,0,0,100599,70120,6,0,2
436841,1,0,0,100611,288452,4,0,2
436842,1,0,0,100611,61512,6,0,2
436843,1,1,0,100598,61811,6,0,2
436844,1,1,0,100611,64797,4,0,2
436845,1,0,0,100591,123038,4,0,3
436846,1,1,0,100610,197263,4,0,2
436847,1,1,0,100589,36636,6,0,2
436848,1,1,0,100613,105722,6,0,2
436849,1,1,0,100598,103222,4,0,2
436850,1,0,0,100589,41645,6,0,2
436851,1,1,0,100601,173889,6,0,2
436852,1,0,0,100590,139988,6,0,3
436853,1,1,0,100596,60318,6,0,3
436854,1,0,0,100602,311249,6,0,2
436855,1,1,0,100609,181457,4,0,2
436856,1,1,0,100590,216717,6,0,2
436857,1,1,0,100608,81570,4,0,2
436858,1,1,0,100623,71991,6,0,2
436859,1,1,0,100618,248952,6,0,2
436860,1,1,0,100621,118423,4,0,2
436861,1,1,0,100621,239998,4,0,2
436862,1,0,0,100620,1132,6,0,8
436863,1,1,0,100625,151719,6,0,2
436864,1,1,0,100621,59759,4,0,2
436865,1,0,0,100624,20544,6,0,8
436866,1,1,0,100619,33080,6,0,2
436867,1,1,0,100623,10042,6,0,2
436868,1,1,0,100621,285410,4,0,2
436869,1,0,0,100616,16857,6,0,2
436870,1,1,0,100619,107995,4,0,2
436871,1,1,0,100620,86090,4,0,8
436872,1,0,0,100621,9452,6,0,2
436873,1,1,0,100621,16605,4,0,2
436874,1,0,0,100617,243835,4,0,3
436875,1,0,0,100622,58212,4,0,2
436876,1,1,0,100621,117494,4,0,2
436877,1,1,0,100614,200341,6,0,2
436878,1,1,0,100614,65834,4,0,2
436879,1,1,0,100618,173386,6,0,2
436880,1,0,0,100616,20478,6,0,2
436881,1,1,0,100618,264942,4,0,2
436882,1,1,0,100615,12011,6,0,2
436883,1,1,0,100620,293725,4,0,8
436884,1,1,0,100621,233601,6,0,2
436885,1,0,0,100616,43867,4,0,8
436886,1,0,0,100618,55451,6,0,2
436887,1,1,0,100617,73273,6,0,2
436888,1,1,0,100618,16983,4,0,2
436889,1,1,0,100624,152537,4,0,8
436890,1,1,0,100616,56887,6,0,2
436891,1,1,0,100618,226565,6,0,2
436892,1,1,0,100623,77759,6,0,2
436893,1,1,0,100618,44045,6,0,2
436894,1,1,0,100622,93363,6,0,2
436895,1,1,0,100625,54567,6,0,2
436896,1,1,0,100624,89722,4,0,8
436897,1,1,0,100615,14341,4,0,2
436898,1,0,0,100623,14719,4,0,2
436899,1,0,0,100619,19296,4,0,2
436900,1,1,0,100622,45022,4,0,2
436901,1,0,0,100622,39384,6,0,2
436902,1,0,0,100624,33671,6,0,8
436903,1,1,0,100621,26267,6,0,2
436904,1,1,0,100624,104163,4,0,8
436905,1,0,0,100623,42802,6,0,2
436906,1,1,0,100622,37848,6,0,2
436907,1,0,0,100620,291167,6,0,8
436908,1,1,0,100624,60310,6,0,8
436909,1,1,0,100621,61526,6,0,2
436910,1,1,0,100614,82245,4,0,2
436911,1,1,0,100623,145997,4,0,2
436912,1,0,0,100621,59980,6,0,2
436913,1,0,0,100616,125855,6,0,3
436914,1,1,0,100619,50862,4,0,2
436915,1,1,0,100624,282852,4,0,8
436916,1,0,0,100616,79041,4,0,3
436917,1,0,0,100624,35246,4,0,8
436918,1,1,0,100619,288608,6,0,2
436919,1,0,0,100616,39951,6,0,8
436920,1,1,0,100619,109388,4,0,2
436921,1,1,0,100618,229763,4,0,2
436922,1,0,0,100621,45520,6,0,2
436923,1,1,0,100623,129943,4,0,2
436924,1,1,0,100624,218891,4,0,8
436925,1,1,0,100618,209296,6,0,2
436926,1,1,0,100616,20412,4,0,3
436927,1,0,0,100624,11814,6,0,8
436928,1,0,0,100624,99111,6,0,8
436929,1,1,0,100621,13712,4,0,2
436930,1,1,0,100614,187549,4,0,2
436931,1,1,0,100621,232322,4,0,2
436932,1,1,0,100625,108692,4,0,2
436933,1,1,0,100621,47146,6,0,2
436934,1,1,0,100620,93712,6,0,8
436935,1,1,0,100625,45753,4,0,2
436936,1,0,0,100616,34065,6,0,2
436937,1,1,0,100619,72419,6,0,2
436938,1,1,0,100621,21856,6,0,2
436939,1,0,0,100620,51094,6,0,8
436940,1,1,0,100618,40113,6,0,2
436941,1,1,0,100621,5283,4,0,2
436942,1,0,0,100624,229124,6,0,8
436943,1,0,0,100615,18837,6,0,2
436944,1,0,0,100620,137412,4,0,8
436945,1,0,0,100614,39627,6,0,2
436946,1,1,0,100618,170115,6,0,3
436947,1,0,0,100617,20872,6,0,2
436948,1,0,0,100616,129570,6,0,2
436949,1,1,0,100619,195864,6,0,2
436950,1,0,0,100621,20741,4,0,2
436951,1,0,0,100623,22119,6,0,2
436952,1,1,0,100621,98241,4,0,2
436953,1,0,0,100614,14090,6,0,2
436954,1,1,0,100619,78827,6,0,2
436955,1,1,0,100619,149266,4,0,2
436956,1,0,0,100624,23912,4,0,8
436957,1,1,0,100618,66386,6,0,2
436958,1,1,0,100615,44401,6,0,2
436959,1,0,0,100621,37201,4,0,2
436960,1,0,0,100617,131800,6,0,2
436961,1,1,0,100620,93537,4,0,8
436962,1,1,0,100619,103814,4,0,2
436963,1,1,0,100616,152129,6,0,3
436964,1,0,0,100616,38172,6,0,2
436965,1,1,0,100621,133101,4,0,2
436966,1,1,0,100616,232962,6,0,2
436967,1,1,0,100616,19953,4,0,2
436968,1,0,0,100614,81177,4,0,2
436969,1,0,0,100614,90363,4,0,2
436970,1,1,0,100614,128828,6,0,2
436971,1,1,0,100624,52255,4,0,8
436972,1,1,0,100621,10830,6,0,2
436973,1,0,0,100622,16103,6,0,2
436974,1,1,0,100624,106427,4,0,8
436975,1,1,0,100614,44844,4,0,3
436976,1,0,0,100623,71137,6,0,2
436977,1,1,0,100624,67048,4,0,8
436978,1,1,0,100618,76905,4,0,2
436979,1,1,0,100624,65281,6,0,8
436980,1,1,0,100620,42092,4,0,8
436981,1,1,0,100621,17487,6,0,2
436982,1,1,0,100616,177474,4,0,8
436983,1,1,0,100616,147223,6,0,2
436984,1,0,0,100621,101898,4,0,2
436985,1,0,0,100616,40517,4,0,2
436986,1,0,0,100615,111653,6,0,2
436987,1,1,0,100621,147631,4,0,2
436988,1,1,0,100616,83313,4,0,8
436989,1,0,0,100618,100679,4,0,2
436990,1,1,0,100617,213773,4,0,2
436991,1,1,0,100621,132172,4,0,2
436992,1,1,0,100623,202260,6,0,2
436993,1,1,0,100617,21594,6,0,2
436994,1,1,0,100622,296284,4,0,2
436995,1,0,0,100618,85022,4,0,2
436996,1,0,0,100623,15851,4,0,2
436997,1,0,0,100614,41647,6,0,2
436998,1,0,0,100616,61857,6,0,2
436999,1,1,0,100614,39223,6,0,2
437000,1,1,0,100622,102421,6,0,2
437001,1,0,0,100615,64288,6,0,2
437002,1,0,0,100616,165619,6,0,2
437003,1,0,0,100620,277095,6,0,8
437004,1,1,0,100617,96151,4,0,2
437005,1,1,0,100614,309076,4,0,2
437006,1,1,0,100614,40193,6,0,2
437007,1,1,0,100616,22448,4,0,2
437008,1,0,0,100620,21200,6,0,8
437009,1,1,0,100624,69214,4,0,8
437010,1,0,0,100621,17235,6,0,2
437011,1,0,0,100624,50630,4,0,8
437012,1,0,0,100619,62740,6,0,2
437013,1,0,0,100621,37929,4,0,2
437014,1,0,0,100617,55560,4,0,2
437015,1,0,0,100624,94234,6,0,8
437016,1,1,0,100621,255988,4,0,2
437017,1,0,0,100624,38738,6,0,8
437018,1,0,0,100615,21332,6,0,2
437019,1,1,0,100614,219530,6,0,2
437020,1,0,0,100623,222088,4,0,2
437021,1,1,0,100617,250871,4,0,2
437022,1,1,0,100615,101376,4,0,2
437023,1,1,0,100624,96673,4,0,8
437024,1,0,0,100621,38495,6,0,2
437025,1,0,0,100620,11617,4,0,8
437026,1,1,0,100617,122139,4,0,2
437027,1,1,0,100621,36034,6,0,2
437028,1,0,0,100617,67380,6,0,2
437029,1,0,0,100617,46914,4,0,2
437030,1,1,0,100614,20281,4,0,2
437031,1,0,0,100623,36473,4,0,2
437032,1,0,0,100616,61968,4,0,2
437033,1,1,0,100624,43601,4,0,8
437034,1,1,0,100620,56776,6,0,8
437035,1,0,0,100618,56334,6,0,2
437036,1,1,0,100619,21987,4,0,2
437037,1,0,0,100617,24637,6,0,2
437038,1,1,0,100617,204179,4,0,2
437039,1,0,0,100621,65502,6,0,2
437040,1,0,0,100623,44667,4,0,2
437041,1,1,0,100616,39465,6,0,8
437042,1,1,0,100620,128270,4,0,8
437043,1,1,0,100617,22316,4,0,2
437044,1,1,0,100622,42358,6,0,2
437045,1,1,0,100617,121396,4,0,2
437046,1,1,0,100624,63403,4,0,8
437047,1,1,0,100621,37525,6,0,2
437048,1,1,0,100621,122882,6,0,2
437049,1,0,0,100623,22185,4,0,2
437050,1,1,0,100614,113964,4,0,2
437051,1,1,0,100624,70282,4,0,8
437052,1,0,0,100659,30173,4,0,8
437053,1,1,0,100657,30055,4,0,8
437054,1,1,0,100634,87538,4,0,2
437055,1,1,0,100638,14455,6,0,3
437056,1,1,0,100638,95545,6,0,8
437057,1,1,0,100663,30291,6,0,8
437058,1,1,0,100645,70763,4,0,3
437059,1,0,0,100633,42044,6,0,2
437060,1,1,0,100634,65827,6,0,2
437061,1,1,0,100631,48821,6,0,2
437062,1,1,0,100643,91616,4,0,8
437063,1,1,0,100649,76976,4,0,2
437064,1,1,0,100646,80359,4,0,8
437065,1,1,0,100661,12920,4,0,8
437066,1,1,0,100657,263,4,0,8
437067,1,0,0,100635,30907,6,0,8
437068,1,1,0,100664,38869,4,0,8
437069,1,0,0,100638,45052,6,0,8
437070,1,1,0,100632,42280,4,0,2
437071,1,1,0,100630,23323,4,0,8
437072,1,1,0,100656,40861,6,0,8
437073,1,1,0,100661,28878,4,0,8
437074,1,1,0,100665,44917,6,0,2
437075,1,1,0,100647,100397,4,0,2
437076,1,0,0,100634,58843,4,0,8
437077,1,1,0,100634,56164,6,0,2
437078,1,0,0,100664,32618,4,0,3
437079,1,0,0,100650,24229,4,0,2
437080,1,1,0,100661,17526,6,0,8
437081,1,1,0,100650,67167,6,0,8
437082,1,1,0,100645,46858,4,0,2
437083,1,1,0,100657,10752,6,0,8
437084,1,1,0,100646,84708,4,0,8
437085,1,1,0,100657,27614,6,0,3
437086,1,1,0,100634,1050,6,0,2
437087,1,1,0,100646,294261,6,0,8
437088,1,1,0,100651,51599,6,0,8
437089,1,1,0,100634,70901,6,0,3
437090,1,1,0,100635,92194,4,0,3
437091,1,1,0,100636,107906,4,0,2
437092,1,1,0,100652,51266,4,0,8
437093,1,0,0,100626,52202,4,0,2
437094,1,0,0,100627,43463,4,0,3
437095,1,1,0,100657,111314,6,0,2
437096,1,0,0,100659,40827,6,0,2
437097,1,1,0,100633,41097,6,0,8
437098,1,1,0,100649,47039,6,0,8
437099,1,1,0,100663,28496,4,0,3
437100,1,1,0,100647,39547,6,0,8
437101,1,1,0,100656,51961,6,0,2
437102,1,1,0,100663,17650,6,0,2
437103,1,1,0,100665,119279,4,0,8
437104,1,0,0,100633,79945,6,0,2
437105,1,1,0,100664,15820,6,0,8
437106,1,1,0,100634,33037,6,0,2
437107,1,0,0,100637,32880,4,0,8
437108,1,0,0,100632,79323,6,0,2
437109,1,1,0,100657,20276,6,0,2
437110,1,1,0,100631,54442,6,0,2
437111,1,1,0,100628,100224,4,0,8
437112,1,1,0,100632,13558,6,0,2
437113,1,1,0,100652,76079,4,0,8
437114,1,1,0,100635,50451,6,0,8
437115,1,1,0,100649,40332,6,0,8
437116,1,1,0,100657,61617,6,0,8
