household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers,joint_tour_frequency
1451929,81,75020,1,4,0,1,0_tours
2446620,150,110000,6,3,2,3,0_tours
2834011,69,0,1,0,0,0,0_tours
261895,149,21000,2,5,0,2,0_tours
775028,186,32000,1,4,1,1,0_tours
2029410,89,141100,1,6,0,1,0_tours
1341433,54,35000,2,1,2,0,1_Eat
1702136,177,65100,3,5,3,3,0_tours
1407035,9,74100,1,4,1,0,0_tours
2765428,91,0,1,0,1,0,0_tours
2678377,99,104700,5,2,2,3,0_tours
1769624,135,60000,4,1,2,2,0_tours
509181,185,22800,1,4,0,0,0_tours
2235996,86,130500,2,7,1,2,0_tours
257407,16,25300,2,3,0,2,0_tours
2727092,7,103300,2,5,0,2,0_tours
1950054,58,75000,1,6,1,1,0_tours
660628,41,23000,1,4,0,1,0_tours
1749558,176,84000,3,1,1,2,0_tours
1346736,64,53500,2,3,1,1,0_tours
107875,7,22100,1,4,0,1,0_tours
1939647,33,82400,1,6,0,0,0_tours
1931989,17,69700,11,1,1,6,0_tours
2769023,188,0,1,0,1,0,0_tours
1601847,83,72000,2,1,2,2,0_tours
2864688,136,0,1,0,1,0,0_tours
830390,49,38000,1,4,1,1,0_tours
1596526,34,85100,2,7,1,2,0_tours
1076629,139,44400,3,1,2,3,0_tours
988657,100,51100,2,5,0,2,0_tours
773126,131,35000,1,4,1,1,0_tours
843913,179,31400,1,6,2,1,0_tours
337259,140,5060,3,3,1,1,1_Main
190153,173,12600,2,1,1,0,0_tours
228851,107,7000,2,7,0,1,0_tours
2056557,176,191000,1,4,0,1,0_tours
990214,116,47000,2,7,0,2,0_tours
583228,80,19900,1,6,0,0,0_tours
834944,81,57400,1,4,1,1,0_tours
2109332,133,469360,2,5,1,2,1_Eat
2821504,8,0,1,0,0,1,0_tours
827110,36,44000,1,6,0,1,0_tours
1379564,124,54200,3,1,2,1,0_tours
660483,40,16500,1,4,1,1,0_tours
474368,157,27600,4,1,0,2,0_tours
986585,81,54000,2,5,2,2,0_tours
2763558,49,0,1,0,0,0,0_tours
1411622,152,80000,1,4,1,1,0_tours
1410362,50,70730,1,6,0,1,0_tours
1445253,17,60000,1,4,1,1,0_tours
123411,104,25000,1,6,1,1,0_tours
1177218,139,55300,4,1,2,1,0_tours
2345498,38,160150,3,5,0,3,0_tours
838449,96,38200,1,6,1,1,0_tours
1036185,99,40200,2,2,0,1,0_tours
2230906,49,172650,2,5,0,2,0_tours
825881,31,41500,1,4,0,1,0_tours
418742,179,26200,4,1,4,4,0_tours
2822949,72,0,1,0,1,1,0_tours
1260175,109,59800,8,1,2,3,0_tours
2227659,38,418000,2,1,1,2,0_tours
1410735,94,95200,1,6,1,1,0_tours
32104,78,9400,1,4,1,0,0_tours
984676,46,53900,2,3,1,2,0_tours
834590,80,51900,1,4,1,1,0_tours
1971209,185,81200,2,3,2,1,0_tours
1173930,9,45000,4,1,0,0,0_tours
2821563,8,0,1,0,0,1,0_tours
117341,60,9600,1,6,1,1,0_tours
2445098,71,189900,4,2,4,4,0_tours
458185,149,19200,4,1,3,1,0_tours
1954089,168,75200,1,4,2,1,0_tours
764829,68,31700,1,4,1,0,0_tours
72441,60,28050,1,4,1,1,0_tours
1946328,38,69200,1,6,1,0,0_tours
228949,116,18300,2,1,0,1,0_tours
2106909,91,111230,2,1,1,2,0_tours
108988,10,0,1,6,0,1,0_tours
2508381,103,569000,4,5,2,4,0_tours
1595151,17,65300,2,7,0,2,0_tours
2345308,33,324000,3,5,1,3,0_tours
126965,130,28660,1,6,1,1,0_tours
35322,111,4860,1,6,0,0,0_tours
2627704,55,104200,4,2,2,3,0_tours
116709,49,21600,1,6,0,1,0_tours
2110858,174,147600,2,7,2,2,0_tours
750430,146,8200,4,3,1,1,0_tours
1076784,172,58700,3,2,3,3,0_tours
1196979,147,59000,4,2,2,1,0_tours
2049562,21,100000,1,4,0,1,0_tours
736772,126,29600,3,1,2,0,0_tours
2370916,170,189300,3,1,2,2,0_tours
1685262,101,73200,3,2,2,3,0_tours
342117,138,20000,3,3,1,2,0_tours
834079,77,43000,1,6,1,1,0_tours
2835469,99,0,1,0,1,0,0_tours
1984399,122,80700,2,7,2,1,0_tours
260214,110,2000,2,1,0,2,0_tours
2110412,169,195000,2,1,1,2,0_tours
1196657,82,45000,4,1,0,1,0_tours
704949,64,7900,2,1,2,0,0_tours
387,112,15770,1,6,1,0,0_tours
201094,8,11900,2,5,0,0,0_tours
257046,16,4908,2,2,0,2,0_tours
1686013,183,80200,3,2,2,3,0_tours
718685,112,14400,2,1,1,1,0_tours
2052534,49,120000,1,4,1,1,0_tours
1454082,100,69000,1,6,1,1,0_tours
2622573,84,152130,4,1,1,2,0_tours
664070,177,24600,1,4,1,1,0_tours
950486,182,42000,2,5,1,2,0_tours
304508,30,26000,2,3,0,1,0_tours
1524935,131,85000,2,5,2,2,0_tours
458232,149,22900,4,1,2,1,0_tours
1120057,21,57000,3,1,0,2,0_tours
1606054,111,99430,2,1,2,2,0_tours
119048,78,0,1,4,0,1,0_tours
578663,58,13000,1,6,1,0,0_tours
1454135,101,64100,1,6,1,1,0_tours
1170562,166,47000,5,1,1,0,0_tours
506878,148,12200,1,6,1,0,0_tours
2704338,25,195700,2,1,1,0,1_Disc
763981,7,43000,1,4,0,0,0_tours
2241259,112,270000,2,5,0,2,0_tours
2235350,83,167330,2,1,2,2,0_tours
2447573,164,327400,4,1,2,4,0_tours
2765223,89,0,1,0,0,0,0_tours
2307392,64,121700,3,1,2,2,0_tours
2108893,130,196000,2,5,2,2,1_Eat
508544,179,25800,1,6,1,0,0_tours
1848158,147,72400,4,1,2,2,0_tours
499946,43,17000,4,1,1,3,0_tours
1607801,175,82060,2,5,0,2,0_tours
2228439,43,102060,2,7,2,2,1_Main
2014098,182,76500,5,1,4,2,0_tours
841508,117,33000,1,6,1,1,0_tours
566548,8,14300,1,4,1,0,0_tours
1266740,97,45000,1,6,1,0,0_tours
2055592,105,150500,1,4,0,1,0_tours
2310619,89,268000,3,5,1,3,0_tours
832145,64,40120,1,6,1,1,0_tours
823972,17,45000,1,4,1,1,0_tours
830178,48,35110,1,4,1,1,0_tours
577112,46,3000,1,6,0,0,0_tours
585319,94,18300,1,6,0,0,0_tours
1847102,55,79900,5,3,0,2,0_tours
2848915,73,0,1,0,1,0,0_tours
1971155,184,81200,2,3,2,1,0_tours
2761062,9,0,1,0,0,0,0_tours
1599734,64,60000,2,5,1,2,0_tours
1445542,23,96000,1,6,1,1,0_tours
580559,71,5600,1,6,1,0,0_tours
663547,110,15700,1,6,0,1,0_tours
823312,11,33000,1,6,0,1,0_tours
833959,77,35000,1,4,1,1,0_tours
1685441,128,76500,3,3,2,3,0_tours
837914,93,31850,1,6,2,1,0_tours
2550327,57,837000,4,1,2,2,0_tours
1087252,115,33500,3,1,0,0,0_tours
2225429,28,355500,2,1,0,2,0_tours
1983950,54,61800,2,1,2,1,1_Eat
2239771,105,117000,2,7,0,2,0_tours
2055259,101,325000,1,4,1,1,0_tours
577684,49,590,1,6,0,0,0_tours
1289836,77,34100,1,6,0,0,0_tours
1165925,163,50100,4,1,3,3,0_tours
706810,175,11700,2,1,2,0,0_tours
1315857,125,46600,2,1,2,0,0_tours
704295,41,7400,2,1,1,0,0_tours
753045,33,28900,4,3,0,2,1_Disc
125845,112,28000,1,4,1,1,0_tours
664113,190,26000,1,4,1,1,0_tours
29957,18,4040,1,4,0,0,0_tours
2239220,102,158800,2,5,1,2,0_tours
906620,117,50900,2,5,2,0,0_tours
197,80,4400,1,6,0,0,0_tours
1448905,46,60000,1,6,1,1,0_tours
1259657,52,47000,4,3,3,4,0_tours
706238,101,14800,2,1,1,0,0_tours
2551353,123,282000,4,1,2,2,0_tours
582018,77,8900,1,4,1,0,0_tours
1513025,189,81350,2,7,2,1,0_tours
1955661,59,79000,2,1,1,0,0_tours
829915,47,30300,1,4,1,1,0_tours
1452169,84,72000,1,6,0,1,0_tours
504457,79,21000,1,6,0,0,0_tours
828919,44,36800,1,6,0,1,0_tours
1760981,137,67400,4,3,2,0,0_tours
2232115,60,145000,2,5,2,2,0_tours
2445502,121,139590,4,3,1,3,0_tours
258625,61,10500,2,1,1,2,0_tours
226974,10,7000,2,7,0,1,0_tours
991183,174,54900,2,7,2,2,0_tours
1024339,8,48000,2,3,0,0,0_tours
371699,146,410,3,3,1,1,0_tours
1782908,185,62200,4,7,4,2,0_tours
837549,91,45000,1,6,1,1,0_tours
1721961,90,69300,3,1,1,2,0_tours
1847607,131,64100,4,1,1,2,0_tours
1234061,10,32000,4,1,0,2,0_tours
659659,28,14900,1,6,0,1,0_tours
2849042,87,0,1,0,0,0,0_tours
1968199,36,85850,2,1,0,0,0_tours
2237078,90,100000,2,1,1,2,0_tours
2355723,182,104600,3,1,1,1,0_tours
1157486,149,59900,4,1,4,3,0_tours
288164,49,4000,2,3,0,0,0_tours
838505,96,35030,1,4,1,1,0_tours
371039,78,25000,3,3,1,1,0_tours
841728,123,37320,1,4,0,1,0_tours
729133,62,11200,2,3,2,1,0_tours
582567,78,19500,1,6,1,0,0_tours
1260630,149,30600,5,3,4,3,0_tours
662659,87,8300,1,6,1,1,0_tours
432169,78,800,5,1,0,0,1_Shop
1595040,16,88000,2,5,0,2,0_tours
2020693,160,67700,4,1,2,3,0_tours
1984246,75,72000,2,1,0,1,0_tours
2696525,99,175800,2,1,0,0,0_tours
2370030,113,100800,3,3,1,2,0_tours
1165679,145,41400,6,1,0,4,0_tours
2233643,71,215500,2,1,1,2,0_tours
2446566,149,200000,6,1,2,6,0_tours
1939934,130,76000,1,4,0,0,0_tours
1099652,21,36020,3,2,0,1,0_tours
1082023,87,53700,3,7,2,3,0_tours
440899,157,25100,4,1,0,1,0_tours
828903,44,55000,1,6,0,1,0_tours
36468,145,4790,1,6,1,0,0_tours
1770365,185,89000,6,1,2,2,0_tours
1763787,167,91100,4,3,2,1,0_tours
2720082,60,185000,2,1,2,2,0_tours
1680589,62,99000,3,5,1,2,0_tours
584157,85,0,1,4,0,0,0_tours
2347169,86,163820,3,7,0,3,0_tours
1953480,67,63800,1,6,1,1,0_tours
2629425,138,105000,6,1,2,3,0_tours
1207200,138,30300,4,1,2,2,0_tours
2549868,18,112000,4,1,1,2,0_tours
702105,8,28800,2,3,1,0,0_tours
1595753,29,71000,2,1,0,2,1_Main
2344951,16,115750,3,5,1,3,1_Visit
33956,99,14400,1,4,1,0,0_tours
350303,19,26000,3,1,2,3,0_tours
2222432,6,141200,2,1,0,2,0_tours
2519287,160,109030,4,3,2,1,1_Main
658572,9,7600,1,6,0,1,0_tours
836978,88,31080,1,4,0,1,0_tours
2507701,85,154000,6,7,1,5,0_tours
1177537,160,47100,5,1,1,1,0_tours
659350,21,19200,1,6,0,1,0_tours
574335,36,11200,1,6,0,0,0_tours
991213,174,54900,2,7,1,2,0_tours
705471,77,25200,2,1,0,0,0_tours
213019,169,9040,2,3,2,1,0_tours
304871,44,12000,2,3,0,1,0_tours
828425,43,45000,1,6,1,1,0_tours
1384900,20,35400,3,1,0,1,0_tours
129132,189,0,1,4,2,1,0_tours
706749,149,11700,2,1,1,0,0_tours
1810020,16,97100,9,1,0,5,0_tours
1747589,28,91800,3,1,2,2,0_tours
571680,29,3700,1,4,1,0,0_tours
704145,37,18000,2,1,0,0,1_Main
932989,61,45000,2,1,2,1,0_tours
1512083,83,95140,2,5,2,1,0_tours
457815,144,27100,6,2,1,1,0_tours
212971,167,24180,2,7,1,1,0_tours
990455,122,45500,2,7,1,2,0_tours
764912,81,54500,1,6,0,0,0_tours
2449197,185,159680,5,1,2,5,1_Shop
2768737,186,0,1,0,1,0,0_tours
2551272,120,115440,4,1,2,2,0_tours
586223,103,7000,1,6,0,0,0_tours
1035712,70,58000,2,3,0,1,0_tours
387676,117,24660,3,3,2,2,0_tours
2519702,187,120000,4,1,2,1,0_tours
306959,179,7220,2,3,0,1,0_tours
1176936,107,46200,6,1,2,1,0_tours
118828,78,0,1,4,0,1,0_tours
2002968,126,71520,3,1,2,1,1_Main
2054359,87,130000,1,6,0,1,0_tours
2687753,35,210800,1,4,1,0,0_tours
830214,49,50000,1,6,1,1,0_tours
1596345,33,89000,2,1,1,2,0_tours
1782721,62,92900,4,1,2,2,1_Disc
1088861,143,57000,3,1,2,1,0_tours
2678969,114,128690,8,3,1,4,1_Visit
1488321,25,77700,2,3,0,1,0_tours
2051128,39,340000,1,4,1,1,0_tours
992008,188,52500,2,7,2,2,0_tours
509152,185,5000,1,6,0,0,0_tours
2764369,75,0,1,0,1,0,0_tours
116044,45,27000,1,6,1,1,0_tours
1847383,93,89500,4,1,1,2,0_tours
1309985,188,33000,1,4,0,1,0_tours
2230267,47,367000,2,1,0,2,0_tours
116751,49,0,1,6,0,1,0_tours
571325,27,5000,1,6,0,0,0_tours
1932818,102,62200,10,1,1,3,0_tours
1595960,31,81980,2,5,0,2,0_tours
2346643,69,106000,3,7,1,3,0_tours
839651,103,47970,1,6,1,1,0_tours
2371274,182,140400,3,1,3,2,0_tours
504000,59,17100,1,6,0,0,0_tours
1455061,112,67000,1,4,1,1,0_tours
843164,174,48000,1,4,1,1,0_tours
2072855,167,125900,2,1,2,1,0_tours
109445,10,16800,1,6,0,1,0_tours
118695,75,20000,1,6,0,1,0_tours
2025487,91,96200,5,1,3,4,0_tours
582771,78,7300,1,6,0,0,0_tours
586587,105,8300,1,6,0,0,0_tours
2551505,129,406000,4,1,2,2,0_tours
764624,43,40000,1,6,1,0,0_tours
1652294,188,88000,2,2,1,1,0_tours
1250,165,0,1,4,1,0,0_tours
34855,108,4600,1,4,1,0,0_tours
2311549,159,175500,3,1,4,3,0_tours
1968099,27,65300,2,1,1,0,0_tours
32156,78,15000,1,4,0,0,0_tours
297540,145,28900,2,2,1,1,0_tours
202336,183,9320,2,2,0,0,0_tours
676882,67,14400,2,3,2,0,0_tours
835798,84,36000,1,6,1,1,0_tours
2099774,79,343000,2,1,1,1,0_tours
306199,110,19000,2,3,1,1,0_tours
584155,85,1400,1,6,0,0,0_tours
117009,54,18000,1,6,1,1,0_tours
830385,49,35200,1,6,1,1,0_tours
2242607,132,136000,2,5,2,2,0_tours
2727388,39,415380,2,1,2,2,0_tours
118300,71,14000,1,4,0,1,0_tours
2055439,104,325840,1,4,1,1,0_tours
842557,132,44860,1,6,1,1,0_tours
705703,78,14800,2,1,0,0,0_tours
2720379,132,259000,2,1,0,2,0_tours
662296,76,23000,1,4,0,1,0_tours
582501,78,11000,1,6,1,0,0_tours
1289071,65,55100,1,6,0,0,0_tours
570649,22,26900,1,6,1,0,0_tours
837447,90,43130,1,4,1,1,0_tours
1454394,103,94400,1,6,1,1,0_tours
728625,27,12290,2,1,1,1,0_tours
500604,110,3000,6,1,2,3,0_tours
189818,139,1500,2,1,0,0,0_tours
1446634,33,90000,1,4,0,1,0_tours
2232401,62,305000,2,5,2,2,0_tours
29744,17,0,1,4,0,0,0_tours
2445830,134,107134,4,1,3,3,1_Visit
2241050,111,414000,2,5,2,2,0_tours
2273788,173,337400,2,3,1,1,0_tours
29677,17,15000,1,6,0,0,0_tours
1035743,70,56500,2,3,1,1,0_tours
2821782,8,0,1,0,0,1,0_tours
706409,107,6400,2,3,2,0,0_tours
1315929,131,34150,2,1,2,0,0_tours
2822266,8,0,1,0,0,1,0_tours
1174137,128,30000,5,1,1,0,0_tours
2111660,185,110000,2,5,1,2,0_tours
127440,147,7200,1,6,1,1,0_tours
2677295,35,159650,5,1,3,3,0_tours
2519608,183,105000,5,1,2,1,0_tours
1411908,171,63000,1,4,1,1,0_tours
2225220,23,340500,2,1,0,2,0_tours
111896,16,21000,1,4,0,1,0_tours
2014157,187,97600,8,7,3,2,0_tours
2446058,137,120100,6,1,2,4,0_tours
736898,166,22600,3,1,2,0,0_tours
112008,16,18100,1,4,0,1,0_tours
2098532,6,126000,2,7,0,1,0_tours
2370006,105,512000,3,1,1,2,0_tours
2347417,89,120000,3,1,1,3,0_tours
576430,44,24800,1,6,2,0,0_tours
2864518,115,0,1,0,1,0,0_tours
2055230,100,101000,1,6,1,1,0_tours
500833,118,20900,5,1,1,3,0_tours
2622950,114,110000,4,1,2,2,0_tours
1909099,183,72980,10,1,4,5,0_tours
1364653,120,35300,2,3,0,1,0_tours
2409490,46,480000,3,1,2,2,0_tours
305611,77,15000,2,3,0,1,0_tours
2509123,150,158800,6,5,2,4,0_tours
509367,187,0,1,4,1,0,0_tours
774663,180,49000,1,6,1,1,0_tours
2050205,31,103000,1,4,0,1,0_tours
111342,16,250,1,4,0,1,0_tours
1848820,168,75000,4,1,2,2,0_tours
572287,30,8000,1,4,0,0,0_tours
1316396,169,30800,2,3,2,0,0_tours
28253,11,15600,1,6,1,0,0_tours
73780,152,24000,1,4,1,1,0_tours
1036459,106,40000,2,2,1,1,0_tours
773664,153,50440,1,6,0,1,0_tours
2231809,57,130000,2,1,1,2,0_tours
1453202,93,60600,1,4,1,1,0_tours
500656,110,26300,7,1,1,4,0_tours
2410482,84,125000,3,1,1,2,0_tours
120294,81,11500,1,4,0,1,0_tours
1346993,121,51300,2,2,2,1,0_tours
1363574,29,41900,2,3,0,1,0_tours
586601,105,2400,1,4,1,0,0_tours
108299,9,22700,1,6,1,1,0_tours
2355309,59,232000,3,3,2,1,0_tours
1446174,30,76150,1,4,1,1,0_tours
949140,114,46100,2,3,1,2,0_tours
1174241,172,32620,4,3,1,0,0_tours
2100663,178,597400,2,1,4,1,0_tours
1594568,9,79000,2,5,1,2,0_tours
457347,105,18100,4,1,1,1,0_tours
989422,108,34400,2,1,0,2,0_tours
590069,176,17800,1,4,1,0,0_tours
584308,86,11500,1,6,0,0,0_tours
832018,63,50000,1,6,0,1,0_tours
569615,21,24700,1,6,0,0,0_tours
1953567,72,99500,1,6,1,1,0_tours
212210,63,27300,2,1,2,1,0_tours
1454349,102,86000,1,6,1,1,0_tours
677244,125,13200,2,5,2,0,0_tours
505987,130,15900,1,6,0,0,0_tours
2627621,51,114000,4,1,3,3,0_tours
1996035,173,71530,3,1,2,0,0_tours
2447918,166,119800,5,2,2,3,0_tours
1785844,122,80880,6,3,2,3,0_tours
1364752,155,51000,2,3,2,1,0_tours
827724,39,30000,1,6,1,1,0_tours
982725,12,45700,2,5,1,2,0_tours
2688588,103,138900,1,6,0,0,0_tours
1596293,33,85000,2,5,0,2,0_tours
1946190,33,61200,1,6,1,0,0_tours
122803,100,29000,1,6,1,1,0_tours
2516296,137,106000,6,1,2,0,0_tours
2241578,116,127000,2,7,2,2,0_tours
2098515,6,200000,2,5,1,1,0_tours
227879,59,25000,2,3,1,1,0_tours
1968104,28,63900,2,3,1,0,1_Main
2819476,6,0,1,0,0,1,0_tours
387751,133,21000,3,1,1,2,1_Visit
408300,141,24700,7,3,3,2,0_tours
572088,30,11000,1,6,1,0,0_tours
74524,177,20000,1,4,1,1,0_tours
108750,10,4000,1,4,0,1,0_tours
1953310,46,75800,1,4,1,1,0_tours
2311179,128,238000,3,5,4,3,0_tours
1599038,58,84504,2,5,2,2,0_tours
1722043,105,91000,3,1,1,2,0_tours
661208,58,25700,1,4,1,1,0_tours
2749929,163,120800,5,1,2,3,0_tours
1108120,174,55900,3,1,2,2,0_tours
1456019,175,66000,1,4,0,1,0_tours
372270,189,17000,3,3,1,1,0_tours
1997343,139,94900,3,1,2,1,0_tours
2230215,47,368500,2,5,1,2,0_tours
1057884,115,32300,3,2,1,1,0_tours
2835943,163,0,1,0,1,0,0_tours
1456147,176,73110,1,6,2,1,0_tours
843037,170,43000,1,6,1,1,0_tours
1034821,9,56500,2,3,0,1,0_tours
2762335,26,0,1,0,0,0,0_tours
124221,108,8700,1,4,0,1,0_tours
109665,10,7500,1,4,0,1,0_tours
1347928,185,48500,2,3,2,1,0_tours
1489115,168,88300,2,1,2,1,0_tours
764651,44,30400,1,6,0,0,0_tours
36445,145,0,1,6,0,0,0_tours
774327,172,35000,1,6,1,1,0_tours
2749665,131,144200,4,1,2,3,0_tours
1608537,185,94000,2,1,0,2,0_tours
1787253,168,96100,10,1,4,5,0_tours
830172,48,40200,1,6,1,1,0_tours
2310393,57,297000,3,2,4,3,0_tours
256594,10,28000,2,5,1,2,0_tours
201947,106,12000,2,1,1,0,0_tours
1207810,163,46980,4,1,2,2,0_tours
586295,103,23580,1,4,1,0,0_tours
2014102,184,76500,5,1,3,2,0_tours
1597256,40,90000,2,1,0,2,0_tours
2688692,150,170100,1,4,1,0,0_tours
2109562,136,204000,2,1,1,2,0_tours
2052384,48,146000,1,6,0,1,0_tours
2286890,183,178010,3,1,3,2,0_tours
987612,88,52000,2,1,1,2,0_tours
227472,34,25700,2,3,0,1,0_tours
1208382,187,55500,4,1,1,2,0_tours
703559,27,10700,2,1,1,0,0_tours
2227962,40,150000,2,1,1,2,0_tours
833825,75,40500,1,4,0,1,0_tours
2225876,31,139900,2,5,0,2,0_tours
2518602,22,388000,4,1,0,1,0_tours
127793,149,19880,1,6,1,1,0_tours
832141,64,41300,1,6,1,1,0_tours
773865,165,32000,1,4,0,1,0_tours
1451502,77,92400,1,6,1,1,0_tours
836597,87,51500,1,4,1,1,0_tours
120220,81,10000,1,4,0,1,0_tours
1153100,151,44200,5,1,2,2,0_tours
2345534,39,405000,3,5,1,3,0_tours
1680967,189,79950,3,7,3,2,0_tours
370137,6,25300,3,3,0,1,0_tours
774785,182,48000,1,4,1,1,0_tours
909823,144,43300,2,1,1,1,0_tours
2446096,137,156400,4,1,2,4,0_tours
189758,135,0,2,1,0,0,1_Eat
33255,88,0,1,6,0,0,0_tours
2073220,183,174200,2,5,2,1,0_tours
728486,21,14000,2,1,0,1,0_tours
2228752,43,415600,2,1,1,2,0_tours
842515,130,45070,1,6,1,1,0_tours
261301,149,24150,2,1,2,2,0_tours
1811303,180,95000,4,1,3,3,0_tours
507176,161,3200,1,6,0,0,0_tours
305881,89,14000,2,3,0,1,0_tours
1605469,105,89000,2,7,1,2,0_tours
1249632,133,44860,5,1,1,3,0_tours
568603,16,3900,1,4,0,0,0_tours
109700,10,6000,1,6,0,1,0_tours
28012,10,20000,1,4,0,0,0_tours
108810,10,10000,1,4,1,1,0_tours
2761722,17,0,1,0,1,0,0_tours
120465,82,10100,1,4,0,1,0_tours
702990,21,28800,2,3,0,0,0_tours
485063,42,9800,4,1,4,2,0_tours
1266422,74,39300,1,4,1,0,0_tours
2370631,144,100000,3,1,1,2,0_tours
909644,132,55000,2,2,2,1,0_tours
841368,114,41600,1,4,1,1,0_tours
404815,78,22000,5,3,0,1,0_tours
127302,144,11000,1,6,1,1,0_tours
1680493,25,86900,3,5,1,2,0_tours
2718585,74,173100,2,1,1,1,1_Main
1933308,128,62200,10,1,1,3,0_tours
984004,37,36800,2,5,0,2,0_tours
258843,71,25790,2,1,1,2,0_tours
2229384,45,100000,2,5,0,2,0_tours
2836769,188,0,1,0,1,0,0_tours
1447337,38,90000,1,6,1,1,0_tours
2235591,84,123100,2,7,0,2,0_tours
387117,42,14600,3,1,4,2,0_tours
1206856,95,37200,7,1,1,2,0_tours
1412289,186,93800,1,4,1,1,0_tours
1967930,8,77100,2,2,0,0,0_tours
503762,51,13900,1,6,0,0,0_tours
772684,122,38000,1,4,1,1,0_tours
1997415,162,74600,3,1,3,1,0_tours
2239688,104,130900,2,5,0,2,0_tours
834166,78,55090,1,6,0,1,0_tours
1983920,47,71700,2,1,0,1,0_tours
420707,42,27300,4,5,2,3,0_tours
1411985,173,70000,1,4,1,1,0_tours
2243315,178,100000,2,1,2,2,0_tours
2448082,168,139620,10,1,4,6,0_tours
906567,100,35300,2,3,1,0,0_tours
32355,79,0,1,6,1,0,0_tours
1363802,36,54200,2,1,1,1,0_tours
2239439,103,275000,2,1,2,2,0_tours
740439,149,28390,3,1,3,1,1_Main
1748802,85,74000,3,1,1,2,0_tours
1234675,55,45300,4,1,2,2,0_tours
704914,63,10500,2,1,1,0,0_tours
1450656,69,84000,1,6,0,1,0_tours
1946956,75,64200,1,4,1,0,0_tours
2516304,137,106000,6,1,3,0,0_tours
213018,168,24180,2,7,2,1,0_tours
1341501,61,40500,2,3,1,0,0_tours
2228910,44,102400,2,1,1,2,0_tours
1377078,166,31700,3,1,1,0,1_Main
1234236,21,51000,6,1,1,2,0_tours
457163,78,11700,4,1,1,1,0_tours
1450440,65,73000,1,6,1,1,0_tours
108239,9,25000,1,6,1,1,0_tours
114240,32,18300,1,4,1,1,0_tours
116384,46,28800,1,4,0,1,0_tours
258563,59,25500,2,7,0,2,0_tours
982376,5,48000,2,1,1,2,0_tours
2234763,81,185100,2,1,2,2,0_tours
1594692,10,79000,2,5,0,2,0_tours
508389,178,11700,1,6,1,0,0_tours
2106604,80,380500,2,5,2,2,0_tours
2108116,119,101000,2,1,1,2,0_tours
326285,167,22150,3,1,2,0,0_tours
576716,45,7200,1,4,0,0,0_tours
388000,149,10000,3,1,0,2,0_tours
109939,11,10000,1,4,0,1,0_tours
123317,104,12000,1,4,0,1,0_tours
35736,118,9000,1,4,1,0,0_tours
1907377,41,67200,9,1,3,4,0_tours
2225016,21,109500,2,1,1,2,0_tours
2056454,170,118000,1,6,1,1,0_tours
838562,97,55000,1,6,1,1,0_tours
27565,10,9300,1,4,0,0,0_tours
832812,67,52000,1,6,1,1,0_tours
1897468,71,85300,4,3,1,2,0_tours
1448259,44,85000,1,6,1,1,0_tours
991783,182,54800,2,1,2,2,0_tours
2273571,79,140300,2,3,0,0,0_tours
228734,101,26120,2,3,0,1,0_tours
412870,151,23500,4,3,2,2,0_tours
110292,14,2800,1,4,0,1,0_tours
1967961,8,79900,2,1,0,0,0_tours
1315529,63,42410,2,1,2,0,0_tours
572711,31,9500,1,6,1,0,0_tours
1680796,106,65000,3,5,1,2,0_tours
575911,43,13500,1,4,0,0,0_tours
565442,6,8000,1,4,0,0,0_tours
1603956,96,92200,2,1,2,2,0_tours
2109281,132,159900,2,1,1,2,0_tours
503942,58,10000,1,6,1,0,0_tours
107713,6,16000,1,4,0,1,0_tours
2820111,8,0,1,0,0,1,0_tours
841717,122,42020,1,6,1,1,0_tours
2054488,88,197000,1,6,1,1,0_tours
1374156,43,52900,2,2,1,2,0_tours
1315380,50,52600,2,3,0,0,0_tours
705223,72,21900,2,1,1,0,0_tours
2240629,109,101000,2,5,1,2,0_tours
841340,114,44500,1,4,1,1,0_tours
1953009,28,75800,1,4,1,1,0_tours
1287909,40,34800,1,6,1,0,0_tours
35352,111,0,1,6,0,0,0_tours
227511,36,25700,2,3,1,1,0_tours
29476,16,0,1,4,0,0,0_tours
1070381,26,46100,3,1,0,2,0_tours
1606502,120,90000,2,1,0,2,0_tours
1089116,182,47400,3,1,2,1,1_Visit
575179,40,1200,1,6,0,0,0_tours
2508808,126,163300,4,5,2,4,0_tours
1525852,165,94250,2,1,1,2,0_tours
2836262,188,0,1,0,1,0,0_tours
1606396,118,75000,2,1,2,2,0_tours
425985,179,14900,4,1,1,0,0_tours
112857,19,27000,1,4,1,1,0_tours
2704808,71,136200,2,1,1,0,0_tours
984997,54,50000,2,1,2,2,0_tours
729409,93,22980,2,1,1,1,0_tours
2508459,106,174600,4,1,0,4,0_tours
122478,98,29000,1,6,2,1,0_tours
2678993,116,118700,9,1,1,6,0_tours
678149,172,16500,2,2,2,0,0_tours
111011,16,25640,1,4,0,1,0_tours
484679,21,19200,4,1,0,2,0_tours
932818,46,55000,2,1,1,1,0_tours
987540,88,55000,2,7,1,2,0_tours
1848085,140,66100,7,1,3,2,0_tours
109270,10,16000,1,6,1,1,0_tours
2627601,50,102400,7,3,1,4,0_tours
2107751,113,125000,2,5,2,2,0_tours
2109244,132,244970,2,1,2,2,0_tours
984515,44,55000,2,7,0,2,0_tours
1286744,22,35820,1,6,0,0,0_tours
