puma_geoid,TAZ,household_id,per_num,AGEP,SEX,WKHP,WKW,ESR,RAC1P,HISP,SCHG,MIL,NAICSP,INDP,person_id
1100105,54,17015,1,59,1,65,1,2,1,1,-9,4,5614,7590.0,1701501
1100105,54,17016,1,60,2,60,1,1,1,1,-9,4,813M,9170.0,1701601
1100105,54,17017,1,55,1,40,1,1,1,1,-9,4,5415,7380.0,1701701
1100105,54,17018,1,53,1,50,1,1,1,1,-9,4,4238,4270.0,1701801
1100105,54,17019,1,43,2,50,1,1,1,1,-9,4,5416,7390.0,1701901
1100105,54,17020,1,47,2,40,1,1,1,1,-9,4,923,9480.0,1702001
1100105,54,17021,1,59,1,65,1,2,1,1,-9,4,5614,7590.0,1702101
1100105,54,17022,1,47,2,40,1,1,1,1,-9,4,92M2,9570.0,1702201
1100105,54,17023,1,58,2,40,1,1,1,1,-9,4,9211MP,9370.0,1702301
1100105,54,17024,1,50,1,60,1,1,1,1,-9,4,611M3,7890.0,1702401
1100105,54,17025,1,43,2,50,1,1,1,1,-9,4,4247,4490.0,1702501
1100105,54,17026,1,60,1,45,1,1,1,1,-9,4,5416,7390.0,1702601
1100105,54,17027,1,58,1,40,1,1,1,1,-9,4,928P,9590.0,1702701
1100105,54,17028,1,37,1,55,1,1,1,3,-9,4,5416,7390.0,1702801
1100105,54,17029,1,39,1,45,1,1,1,3,-9,4,5415,7380.0,1702901
1100105,54,17030,1,26,2,48,1,1,6,1,-9,4,5411,7270.0,1703001
1100105,54,17031,1,32,2,35,1,1,6,1,16,4,5411,7270.0,1703101
1100105,54,17032,1,34,2,35,1,1,2,1,-9,4,5411,7270.0,1703201
1100105,54,17033,1,27,1,65,1,1,1,1,-9,4,5411,7270.0,1703301
1100105,54,17034,1,33,1,40,1,1,1,1,-9,2,5411,7270.0,1703401
1100105,54,17035,1,31,2,40,3,1,1,1,-9,4,5411,7270.0,1703501
1100105,54,17036,1,34,2,50,1,1,1,1,-9,4,5411,7270.0,1703601
1100105,54,17037,1,33,1,60,1,1,1,1,-9,4,515,6670.0,1703701
1100105,54,17038,1,32,2,60,1,1,1,1,-9,4,5411,7270.0,1703801
1100105,54,17039,1,33,1,60,1,1,1,1,-9,4,52M1,6870.0,1703901
1100105,54,17040,1,30,1,48,1,1,1,1,-9,4,5418,7470.0,1704001
1100105,54,17041,1,34,2,50,1,1,1,1,-9,4,5411,7270.0,1704101
1100105,54,17042,1,30,1,60,1,1,1,1,-9,4,5415,7380.0,1704201
1100105,54,17043,1,29,1,60,1,1,1,1,-9,4,5412,7280.0,1704301
1100105,54,17044,1,31,2,60,1,1,1,1,-9,4,5191ZM,6780.0,1704401
1100105,54,17045,1,29,1,70,1,1,1,1,-9,4,5417,7460.0,1704501
1100105,54,17046,1,34,2,50,1,1,1,1,-9,4,5416,7390.0,1704601
1100105,54,17047,1,28,1,20,1,1,1,1,-9,4,5615,7670.0,1704701
1100105,54,17048,1,31,2,40,3,1,1,1,-9,4,5411,7270.0,1704801
1100105,54,17049,1,33,1,60,1,1,1,1,-9,4,515,6670.0,1704901
1100105,54,17050,1,34,2,50,1,1,1,1,-9,4,522M,6890.0,1705001
1100105,54,17051,1,25,2,40,1,1,1,1,-9,4,5416,7390.0,1705101
1100105,54,17052,1,29,1,70,1,1,1,1,-9,4,5417,7460.0,1705201
1100105,54,17053,1,29,2,50,1,1,1,1,-9,4,5241,6991.0,1705301
1100105,54,17054,1,66,1,-9,-9,6,1,1,-9,4,5412,7280.0,1705401
1100105,54,17055,1,67,1,-9,-9,6,1,1,-9,4,0,0.0,1705501
1100105,54,17056,1,51,1,60,3,3,1,1,-9,4,3254,2190.0,1705601
1100105,54,17057,1,70,1,40,1,1,2,1,-9,4,5413,7290.0,1705701
1100105,54,17058,1,66,2,40,1,1,1,1,16,4,6111,7860.0,1705801
1100105,54,17059,1,83,1,18,5,1,1,1,-9,2,5411,7270.0,1705901
1100105,54,17060,1,67,2,32,1,1,1,1,-9,4,5416,7390.0,1706001
1100105,54,17061,1,66,2,40,1,1,1,1,16,4,6111,7860.0,1706101
1100105,54,17062,1,73,2,28,3,1,1,13,-9,4,6214,8090.0,1706201
1100105,54,17063,1,73,2,28,3,1,1,13,-9,4,6214,8090.0,1706301
1100105,54,17064,1,39,2,50,1,1,9,1,-9,4,813M,9170.0,1706401
1100105,54,17065,1,44,2,40,1,1,9,1,-9,4,813M,9170.0,1706501
1100105,54,17066,1,38,1,40,1,1,3,1,-9,4,5241,6991.0,1706601
1100105,54,17067,1,35,2,55,1,1,9,1,-9,4,928P,9590.0,1706701
1100105,54,17068,1,38,1,40,1,1,3,1,-9,4,5241,6991.0,1706801
1100105,54,17069,1,46,2,55,1,1,6,1,-9,4,5613,7580.0,1706901
1100105,54,17070,1,40,1,40,1,1,6,1,-9,4,7211,8660.0,1707001
1100105,54,17071,1,35,1,60,1,1,6,1,-9,4,5415,7380.0,1707101
1100105,54,17072,1,38,1,50,1,1,6,1,-9,4,5415,7380.0,1707201
1100105,54,17073,1,40,1,40,1,1,6,1,-9,4,7211,8660.0,1707301
1100105,54,17074,1,37,1,40,1,1,6,1,-9,4,515,6670.0,1707401
1100105,54,17075,1,35,2,60,1,1,6,1,-9,4,488,6290.0,1707501
1100105,54,17076,1,36,1,50,1,1,6,1,15,4,813M,9170.0,1707601
1100105,54,17077,1,35,2,50,1,1,2,1,-9,4,5416,7390.0,1707701
1100105,54,17078,1,36,1,50,1,1,1,1,16,2,928P,9590.0,1707801
1100105,54,17079,1,42,2,52,1,1,1,1,-9,4,5417,7460.0,1707901
1100105,54,17080,1,46,2,45,1,1,1,1,-9,4,8139Z,9190.0,1708001
1100105,54,17081,1,40,1,40,1,1,1,1,-9,4,923,9480.0,1708101
1100105,54,17082,1,39,2,40,1,1,1,1,-9,4,6241,8370.0,1708201
1100105,54,17083,1,42,2,50,1,1,1,1,-9,4,81393,9180.0,1708301
1100105,54,17084,1,38,2,50,1,1,1,1,-9,4,561M,7780.0,1708401
1100105,54,17085,1,62,2,50,1,1,1,1,-9,4,928P,9590.0,1708501
1100105,54,17086,1,37,2,50,1,1,1,1,-9,4,5417,7460.0,1708601
1100105,54,17087,1,58,1,40,1,1,1,1,-9,4,92M1,9490.0,1708701
1100105,54,17088,1,60,1,40,1,1,1,1,-9,4,814,9290.0,1708801
1100105,54,17089,1,43,1,60,2,1,1,1,-9,4,92MP,9470.0,1708901
1100105,54,17090,1,50,1,40,1,1,1,1,-9,4,531M,7071.0,1709001
1100105,54,17091,1,35,1,45,1,1,1,1,-9,4,923,9480.0,1709101
1100105,54,17092,1,43,2,40,1,1,1,1,-9,4,5416,7390.0,1709201
1100105,54,17093,1,47,1,35,1,1,1,1,-9,4,611M1,7870.0,1709301
1100105,54,17094,1,40,2,40,1,1,1,1,-9,4,5416,7390.0,1709401
1100105,54,17095,1,52,2,50,1,1,1,1,-9,4,5419Z,7490.0,1709501
1100105,54,17096,1,36,1,80,1,1,1,1,-9,4,6111,7860.0,1709601
1100105,54,17097,1,47,1,50,1,1,1,1,-9,4,6241,8370.0,1709701
1100105,54,17098,1,54,1,40,1,1,1,1,-9,4,813M,9170.0,1709801
1100105,54,17099,1,38,1,45,1,1,1,1,-9,4,5416,7390.0,1709901
1100105,54,17100,1,48,2,75,1,4,1,1,16,1,928110P2,9680.0,1710001
1100105,54,17101,1,39,2,40,1,1,1,1,-9,4,9211MP,9370.0,1710101
1100105,54,17102,1,52,1,50,1,1,1,1,-9,4,611M1,7870.0,1710201
1100105,54,17103,1,58,1,40,1,1,1,1,-9,4,813M,9170.0,1710301
1100105,54,17104,1,39,2,40,1,1,1,1,-9,4,6241,8370.0,1710401
1100105,54,17105,1,40,2,50,1,1,1,1,-9,4,92119,9390.0,1710501
1100105,54,17106,1,35,2,60,1,1,1,1,-9,4,7115,8564.0,1710601
1100105,54,17107,1,42,1,40,1,1,1,1,-9,4,5416,7390.0,1710701
1100105,54,17108,1,35,1,40,1,1,1,1,-9,4,8139Z,9190.0,1710801
1100105,54,17109,1,40,1,60,1,1,1,1,-9,3,928P,9590.0,1710901
1100105,54,17110,1,42,1,50,1,1,1,1,-9,4,928P,9590.0,1711001
1100105,54,17111,1,37,2,50,1,1,1,1,-9,4,5417,7460.0,1711101
1100105,54,17112,1,55,1,40,1,1,1,1,-9,4,92M1,9490.0,1711201
1100105,54,17113,1,54,1,40,1,1,1,1,-9,4,923,9480.0,1711301
1100105,54,17114,1,38,1,45,1,1,1,1,-9,4,5416,7390.0,1711401
1100105,54,17115,1,49,1,40,1,1,1,1,-9,4,5415,7380.0,1711501
1100105,54,17116,1,46,2,50,1,1,1,1,-9,4,92113,9380.0,1711601
1100105,54,17117,1,49,2,40,3,2,1,1,-9,4,5416,7390.0,1711701
1100105,54,17118,1,36,1,40,1,1,1,1,-9,4,813M,9170.0,1711801
1100105,54,17119,1,43,1,60,1,1,1,1,-9,4,6111,7860.0,1711901
1100105,54,17120,1,38,2,50,1,1,1,1,-9,4,561M,7780.0,1712001
1100105,54,17121,1,54,2,40,1,1,1,1,-9,4,515,6670.0,1712101
1100105,54,17122,1,58,2,50,1,1,1,1,-9,4,23,770.0,1712201
1100105,54,17123,1,35,2,40,1,1,1,1,-9,4,5418,7470.0,1712301
1100105,54,17124,1,44,2,50,1,1,1,1,-9,4,5416,7390.0,1712401
1100105,54,17125,1,40,2,40,1,1,1,1,-9,4,5416,7390.0,1712501
1100105,54,17126,1,38,2,55,1,1,1,1,-9,4,8139Z,9190.0,1712601
1100105,54,17127,1,38,1,40,1,1,1,1,-9,4,712,8570.0,1712701
1100105,54,17128,1,52,1,45,1,1,1,1,-9,4,928P,9590.0,1712801
1100105,54,17129,1,58,2,50,1,1,1,1,-9,4,23,770.0,1712901
1100105,54,17130,1,40,2,45,1,1,1,1,-9,4,813M,9170.0,1713001
1100105,54,17131,1,38,1,50,1,1,1,1,-9,4,443142,4795.0,1713101
1100105,54,17132,1,53,2,40,1,1,1,1,-9,4,522M,6890.0,1713201
1100105,54,17133,1,39,2,60,1,1,1,1,15,4,923,9480.0,1713301
1100105,54,17134,1,62,1,50,1,1,1,1,-9,4,5191ZM,6780.0,1713401
1100105,54,17135,1,60,1,40,1,1,1,1,-9,4,23,770.0,1713501
1100105,54,17136,1,42,2,50,1,1,1,1,-9,4,81393,9180.0,1713601
1100105,54,17137,1,37,1,40,1,1,1,1,-9,4,923,9480.0,1713701
1100105,54,17138,1,51,1,40,1,1,1,1,-9,4,23,770.0,1713801
1100105,54,17139,1,35,1,45,1,1,1,1,-9,4,923,9480.0,1713901
1100105,54,17140,1,44,1,55,1,1,1,1,-9,4,92MP,9470.0,1714001
1100105,54,17141,1,54,1,40,1,1,1,1,-9,4,813M,9170.0,1714101
1100105,54,17142,1,35,1,40,1,1,1,1,-9,4,8139Z,9190.0,1714201
1100105,54,17143,1,40,1,40,1,1,1,1,-9,4,5415,7380.0,1714301
1100105,54,17144,1,35,2,40,1,1,1,1,-9,4,928P,9590.0,1714401
1100105,54,17145,1,46,2,50,1,1,1,1,-9,4,92113,9380.0,1714501
1100105,54,17146,1,46,1,40,1,1,1,1,-9,4,928P,9590.0,1714601
1100105,54,17147,1,51,1,40,1,1,1,1,-9,4,23,770.0,1714701
1100105,54,17148,1,52,2,40,1,1,1,1,-9,4,92M2,9570.0,1714801
1100105,54,17149,1,48,1,50,1,1,1,2,-9,4,8139Z,9190.0,1714901
1100105,54,17150,1,36,2,90,1,1,1,2,-9,4,813M,9170.0,1715001
1100105,54,17151,1,49,1,50,2,1,1,3,-9,4,517311,6680.0,1715101
1100105,54,17152,1,41,1,40,1,1,1,13,-9,4,52M1,6870.0,1715201
1100105,54,17153,1,49,1,50,2,1,1,3,-9,4,517311,6680.0,1715301
1100105,54,17154,1,48,1,50,1,1,1,2,-9,4,8139Z,9190.0,1715401
1100105,54,17155,1,39,2,45,1,1,1,23,-9,4,51111,6470.0,1715501
1100105,54,17156,1,44,1,40,1,1,1,16,-9,2,23,770.0,1715601
1100105,54,17157,1,39,1,42,1,1,1,2,-9,2,9211MP,9370.0,1715701
1100105,54,17158,1,31,1,40,1,1,9,1,-9,4,53M,7190.0,1715801
1100105,54,17159,1,31,1,40,1,1,9,1,-9,4,53M,7190.0,1715901
1100105,54,17160,1,30,2,60,1,1,9,1,-9,4,5182,6695.0,1716001
1100105,54,17161,1,34,2,40,1,1,6,1,-9,4,622M,8191.0,1716101
1100105,54,17162,1,31,1,40,1,1,6,1,-9,4,53M,7190.0,1716201
1100105,54,17163,1,27,2,50,1,1,6,1,-9,4,5411,7270.0,1716301
1100105,54,17164,1,31,1,40,1,1,6,1,-9,4,53M,7190.0,1716401
1100105,54,17165,1,27,2,50,1,1,6,1,-9,4,5411,7270.0,1716501
1100105,54,17166,1,30,1,45,1,1,1,1,-9,4,5416,7390.0,1716601
1100105,54,17167,1,30,2,40,1,1,1,1,-9,4,92M1,9490.0,1716701
1100105,54,17168,1,30,1,40,1,1,1,1,-9,4,5416,7390.0,1716801
1100105,54,17169,1,32,1,45,3,1,1,1,-9,4,5413,7290.0,1716901
1100105,54,17170,1,31,2,40,1,1,1,1,-9,4,5413,7290.0,1717001
1100105,54,17171,1,30,1,45,1,1,1,1,-9,4,5416,7390.0,1717101
1100105,54,17172,1,29,2,45,1,1,1,1,-9,4,813M,9170.0,1717201
1100105,54,17173,1,29,2,50,1,1,1,1,-9,4,531M,7071.0,1717301
1100105,54,17174,1,33,1,40,1,1,1,1,-9,4,928P,9590.0,1717401
1100105,54,17175,1,32,1,40,1,1,1,1,-9,4,928P,9590.0,1717501
1100105,54,17176,1,29,2,60,1,1,1,1,-9,4,5412,7280.0,1717601
1100105,54,17177,1,30,2,50,1,1,1,1,-9,4,522M,6890.0,1717701
1100105,54,17178,1,31,2,40,1,1,1,1,-9,4,5411,7270.0,1717801
1100105,54,17179,1,31,1,60,1,1,1,1,16,4,5415,7380.0,1717901
1100105,54,17180,1,31,1,40,1,1,1,1,-9,4,92MP,9470.0,1718001
1100105,54,17181,1,30,2,50,1,1,1,1,-9,4,522M,6890.0,1718101
1100105,54,17182,1,33,1,40,3,1,1,1,-9,4,928P,9590.0,1718201
1100105,54,17183,1,33,1,40,1,1,1,1,-9,4,928P,9590.0,1718301
1100105,54,17184,1,29,1,40,1,1,1,1,16,4,5412,7280.0,1718401
1100105,54,17185,1,27,1,60,1,1,1,1,-9,4,5419Z,7490.0,1718501
1100105,54,17186,1,34,1,40,1,1,1,1,-9,4,928P,9590.0,1718601
1100105,54,17187,1,32,2,50,1,1,1,1,-9,4,5416,7390.0,1718701
1100105,54,17188,1,31,2,50,3,1,1,1,-9,4,52M1,6870.0,1718801
1100105,54,17189,1,32,2,50,1,1,1,1,-9,4,52M2,6970.0,1718901
1100105,54,17190,1,33,2,55,1,1,1,1,-9,4,92113,9380.0,1719001
1100105,54,17191,1,31,2,50,3,1,1,1,-9,4,52M1,6870.0,1719101
1100105,54,17192,1,27,1,40,1,1,1,1,16,4,52M2,6970.0,1719201
1100105,54,17193,1,32,1,45,1,1,1,1,-9,4,928P,9590.0,1719301
1100105,54,17194,1,26,2,40,1,1,1,1,-9,4,5416,7390.0,1719401
1100105,54,17195,1,32,2,60,1,1,1,1,-9,4,5416,7390.0,1719501
1100105,54,17196,1,34,1,40,1,1,1,1,-9,4,928P,9590.0,1719601
1100105,54,17197,1,33,1,40,1,1,1,1,16,4,5412,7280.0,1719701
1100105,54,17198,1,31,2,40,1,1,1,1,16,4,813M,9170.0,1719801
1100105,54,17199,1,33,1,55,1,1,1,1,-9,2,92MP,9470.0,1719901
1100105,54,17200,1,32,1,45,3,1,1,1,-9,4,5413,7290.0,1720001
1100105,54,17201,1,30,1,40,1,1,1,1,-9,4,8139Z,9190.0,1720101
1100105,54,17202,1,31,2,50,1,1,1,1,-9,4,5411,7270.0,1720201
1100105,54,17203,1,30,1,40,1,1,1,1,-9,4,5416,7390.0,1720301
1100105,54,17204,1,33,2,55,1,1,1,1,-9,4,92113,9380.0,1720401
1100105,54,17205,1,27,1,50,1,1,1,1,-9,4,5416,7390.0,1720501
1100105,54,17206,1,32,2,60,1,1,1,1,-9,4,5418,7470.0,1720601
1100105,54,17207,1,32,1,45,3,1,1,1,-9,4,5413,7290.0,1720701
1100105,54,17208,1,31,2,40,1,1,1,1,-9,4,923,9480.0,1720801
1100105,54,17209,1,31,1,42,1,1,1,1,-9,4,8139Z,9190.0,1720901
1100105,54,17210,1,30,2,40,1,1,1,1,-9,4,92M1,9490.0,1721001
1100105,54,17211,1,33,2,55,1,1,1,1,-9,4,92113,9380.0,1721101
1100105,54,17212,1,32,2,60,1,1,1,1,-9,4,5416,7390.0,1721201
1100105,54,17213,1,28,1,40,1,1,1,1,-9,4,92113,9380.0,1721301
1100105,54,17214,1,33,1,40,3,1,1,1,-9,4,928P,9590.0,1721401
1100105,54,17215,1,26,1,40,1,1,1,1,-9,4,52M2,6970.0,1721501
1100105,54,17216,1,29,1,50,1,1,1,1,-9,4,5418,7470.0,1721601
1100105,54,17217,1,33,2,55,1,1,1,1,-9,4,92113,9380.0,1721701
1100105,54,17218,1,31,2,50,1,1,1,1,-9,4,5411,7270.0,1721801
1100105,54,17219,1,32,2,40,1,1,1,1,-9,4,92M2,9570.0,1721901
1100105,54,17220,1,34,2,40,1,1,1,1,-9,4,5615,7670.0,1722001
1100105,54,17221,1,29,2,40,1,1,1,2,-9,4,928P,9590.0,1722101
1100105,54,17222,1,30,1,40,1,1,1,13,-9,4,92113,9380.0,1722201
1100105,54,17223,1,34,1,40,1,1,1,3,-9,4,928P,9590.0,1722301
1100105,54,17224,1,28,1,60,1,1,1,24,-9,4,4MS,5790.0,1722401
1100105,54,17225,1,32,2,40,1,1,9,11,-9,4,813M,9170.0,1722501
1100105,54,17226,1,67,2,-9,-9,6,1,1,-9,4,5416,7390.0,1722601
1100105,54,17227,1,77,2,-9,-9,6,1,1,-9,4,5412,7280.0,1722701
1100105,54,17228,1,67,2,-9,-9,6,1,1,-9,4,5416,7390.0,1722801
1100105,54,17229,1,77,1,-9,-9,6,1,1,-9,2,0,0.0,1722901
1100105,54,17230,1,77,1,-9,-9,6,1,1,-9,2,0,0.0,1723001
1100105,54,17231,1,77,1,-9,-9,6,1,1,-9,2,0,0.0,1723101
1100105,54,17232,1,68,1,-9,-9,6,1,1,-9,4,928P,9590.0,1723201
1100105,54,17233,1,77,2,-9,-9,6,1,1,-9,4,0,0.0,1723301
1100105,54,17234,1,65,1,-9,-9,6,1,1,-9,2,92M2,9570.0,1723401
1100105,54,17235,1,60,2,-9,-9,6,1,1,-9,4,447,5090.0,1723501
1100105,54,17236,1,34,1,60,1,3,9,1,-9,4,5416,7390.0,1723601
1100105,54,17237,1,65,2,40,1,1,2,1,-9,4,5411,7270.0,1723701
1100105,54,17238,1,70,1,40,6,1,1,1,-9,4,5411,7270.0,1723801
1100105,54,17239,1,71,1,56,5,1,1,1,-9,4,5416,7390.0,1723901
1100105,54,17240,1,65,2,12,4,1,1,1,-9,4,6111,7860.0,1724001
1100105,54,17241,1,76,2,40,1,1,1,1,-9,4,9211MP,9370.0,1724101
1100105,54,17242,1,76,2,40,1,1,1,1,-9,4,9211MP,9370.0,1724201
1100105,54,17243,1,76,2,8,3,1,1,1,-9,4,6211,7970.0,1724301
1100105,54,17244,1,76,2,40,1,1,1,1,-9,4,9211MP,9370.0,1724401
1100105,54,17245,1,70,1,40,6,1,1,1,-9,4,5411,7270.0,1724501
1100105,54,17246,1,74,2,8,3,1,1,1,-9,4,5613,7580.0,1724601
1100105,54,17247,1,70,1,12,1,1,1,1,-9,2,8131,9160.0,1724701
1100105,54,17248,1,66,1,30,3,1,1,1,-9,4,7115,8564.0,1724801
1100105,54,17249,1,48,1,40,1,1,5,1,-9,4,6111,7860.0,1724901
1100105,54,17250,1,48,1,40,1,1,5,1,-9,4,6111,7860.0,1725001
1100105,54,17251,1,46,2,40,3,1,9,1,-9,4,5191ZM,6780.0,1725101
1100105,54,17252,1,42,2,30,4,1,6,1,-9,4,813M,9170.0,1725201
1100105,54,17253,1,40,2,30,3,1,6,1,-9,4,5416,7390.0,1725301
1100105,54,17254,1,55,2,40,1,1,6,1,-9,4,92113,9380.0,1725401
1100105,54,17255,1,42,2,30,4,1,6,1,-9,4,813M,9170.0,1725501
1100105,54,17256,1,53,1,40,1,1,6,1,-9,4,712,8570.0,1725601
1100105,54,17257,1,36,1,40,1,1,6,1,-9,4,813M,9170.0,1725701
1100105,54,17258,1,48,1,40,1,1,6,1,-9,4,622M,8191.0,1725801
1100105,54,17259,1,45,2,60,1,1,6,1,-9,4,5414,7370.0,1725901
1100105,54,17260,1,36,1,40,1,1,6,1,-9,4,813M,9170.0,1726001
1100105,54,17261,1,64,2,40,1,1,2,1,-9,4,92119,9390.0,1726101
1100105,54,17262,1,48,1,40,1,1,2,1,-9,4,722Z,8680.0,1726201
1100105,54,17263,1,59,2,40,1,1,1,1,-9,4,713Z,8590.0,1726301
1100105,54,17264,1,36,1,50,1,1,1,1,-9,4,517311,6680.0,1726401
1100105,54,17265,1,39,1,48,1,1,1,1,-9,4,928P,9590.0,1726501
1100105,54,17266,1,37,2,45,1,1,1,1,-9,4,813M,9170.0,1726601
1100105,54,17267,1,60,1,40,1,1,1,1,-9,4,5417,7460.0,1726701
1100105,54,17268,1,56,1,40,1,1,1,1,-9,4,8139Z,9190.0,1726801
1100105,54,17269,1,54,2,40,1,1,1,1,-9,4,5613,7580.0,1726901
1100105,54,17270,1,35,1,50,2,1,1,1,-9,4,928P,9590.0,1727001
1100105,54,17271,1,57,2,55,1,1,1,1,-9,3,6111,7860.0,1727101
1100105,54,17272,1,54,1,46,1,1,1,1,-9,4,6213ZM,8080.0,1727201
1100105,54,17273,1,60,1,40,1,1,1,1,-9,4,5417,7460.0,1727301
1100105,54,17274,1,37,1,50,1,1,1,1,-9,4,621M,8180.0,1727401
1100105,54,17275,1,36,1,45,1,1,1,1,-9,4,5411,7270.0,1727501
1100105,54,17276,1,38,2,40,1,1,1,1,-9,4,515,6670.0,1727601
1100105,54,17277,1,37,2,40,1,1,1,1,-9,4,92119,9390.0,1727701
1100105,54,17278,1,55,1,40,3,1,1,1,-9,2,531M,7071.0,1727801
1100105,54,17279,1,49,2,40,1,1,1,1,-9,4,6111,7860.0,1727901
1100105,54,17280,1,51,1,40,1,1,1,1,-9,4,561M,7780.0,1728001
1100105,54,17281,1,38,2,40,1,1,1,1,-9,4,515,6670.0,1728101
1100105,54,17282,1,37,1,50,1,1,1,1,-9,4,621M,8180.0,1728201
1100105,54,17283,1,54,2,40,1,1,1,1,-9,4,5613,7580.0,1728301
1100105,54,17284,1,36,1,60,1,1,1,1,-9,4,6111,7860.0,1728401
1100105,54,17285,1,36,1,50,1,1,1,1,-9,4,517311,6680.0,1728501
1100105,54,17286,1,48,2,40,1,1,1,1,16,4,611M1,7870.0,1728601
1100105,54,17287,1,48,1,45,1,1,1,1,-9,4,813M,9170.0,1728701
1100105,54,17288,1,56,2,40,1,1,1,1,-9,4,923,9480.0,1728801
1100105,54,17289,1,36,1,45,1,1,1,1,-9,4,5411,7270.0,1728901
1100105,54,17290,1,38,2,40,1,1,1,1,-9,4,515,6670.0,1729001
1100105,54,17291,1,62,1,43,1,1,1,1,-9,4,22S,690.0,1729101
1100105,54,17292,1,47,2,50,1,1,1,1,-9,4,611M1,7870.0,1729201
1100105,54,17293,1,61,2,55,1,1,1,1,-9,4,33641M1,3580.0,1729301
1100105,54,17294,1,37,1,40,1,1,1,1,-9,4,5415,7380.0,1729401
1100105,54,17295,1,52,2,40,4,1,1,1,-9,2,813M,9170.0,1729501
1100105,54,17296,1,45,1,45,1,1,1,1,-9,4,928P,9590.0,1729601
1100105,54,17297,1,38,1,40,1,1,1,1,-9,4,928P,9590.0,1729701
1100105,54,17298,1,55,2,40,1,1,1,1,-9,4,51912,6770.0,1729801
1100105,54,17299,1,52,2,40,4,1,1,1,-9,2,813M,9170.0,1729901
1100105,54,17300,1,55,2,70,1,1,1,1,-9,4,814,9290.0,1730001
1100105,54,17301,1,35,2,40,1,1,1,1,-9,4,531M,7071.0,1730101
1100105,54,17302,1,42,1,40,1,1,1,1,-9,4,9211MP,9370.0,1730201
1100105,54,17303,1,57,2,55,1,1,1,1,-9,3,6111,7860.0,1730301
1100105,54,17304,1,57,1,50,1,1,1,1,-9,4,722Z,8680.0,1730401
1100105,54,17305,1,49,2,40,1,1,1,1,-9,4,6111,7860.0,1730501
1100105,54,17306,1,61,2,50,1,1,1,23,16,4,6111,7860.0,1730601
1100105,54,17307,1,38,1,45,1,1,1,13,-9,4,8139Z,9190.0,1730701
1100105,54,17308,1,38,2,60,1,1,8,2,-9,4,81393,9180.0,1730801
1100105,54,17309,1,39,1,50,1,1,1,2,-9,4,481,6070.0,1730901
1100105,54,17310,1,48,1,40,1,1,1,6,-9,4,531M,7071.0,1731001
1100105,54,17311,1,39,1,50,1,1,1,2,-9,4,481,6070.0,1731101
1100105,54,17312,1,39,1,50,1,1,1,2,-9,4,481,6070.0,1731201
1100105,54,17313,1,44,2,40,1,1,1,21,-9,4,52M2,6970.0,1731301
1100105,54,17314,1,32,2,47,1,1,9,1,-9,4,928P,9590.0,1731401
1100105,54,17315,1,32,2,55,1,1,9,1,-9,4,5415,7380.0,1731501
1100105,54,17316,1,27,2,40,2,1,9,1,-9,4,923,9480.0,1731601
1100105,54,17317,1,30,2,60,1,1,9,1,-9,4,9211MP,9370.0,1731701
1100105,54,17318,1,30,2,60,1,1,9,1,-9,4,9211MP,9370.0,1731801
1100105,54,17319,1,32,2,47,1,1,9,1,-9,4,928P,9590.0,1731901
1100105,54,17320,1,32,2,47,1,1,9,1,-9,4,928P,9590.0,1732001
1100105,54,17321,1,27,1,45,1,1,9,1,-9,4,813M,9170.0,1732101
1100105,54,17322,1,32,1,45,1,1,9,1,-9,4,813M,9170.0,1732201
1100105,54,17323,1,31,2,40,1,1,8,1,-9,4,5418,7470.0,1732301
1100105,54,17324,1,25,2,60,1,1,9,1,-9,4,5416,7390.0,1732401
1100105,54,17325,1,32,2,47,1,1,9,1,-9,4,928P,9590.0,1732501
1100105,54,17326,1,29,2,45,1,1,9,1,-9,4,51111,6470.0,1732601
1100105,54,17327,1,30,2,75,1,1,9,1,-9,4,6211,7970.0,1732701
1100105,54,17328,1,30,1,50,1,1,6,1,-9,4,622M,8191.0,1732801
1100105,54,17329,1,30,1,50,1,1,6,1,-9,4,622M,8191.0,1732901
1100105,54,17330,1,31,1,50,1,1,6,1,-9,4,622M,8191.0,1733001
1100105,54,17331,1,25,2,40,1,1,6,1,-9,4,5416,7390.0,1733101
1100105,54,17332,1,30,1,50,1,1,6,1,-9,4,622M,8191.0,1733201
1100105,54,17333,1,30,1,42,1,1,6,1,-9,4,813M,9170.0,1733301
1100105,54,17334,1,32,2,38,1,1,6,1,-9,4,928P,9590.0,1733401
1100105,54,17335,1,30,1,50,1,1,6,1,-9,4,622M,8191.0,1733501
1100105,54,17336,1,26,2,40,1,1,6,1,-9,4,813M,9170.0,1733601
1100105,54,17337,1,22,2,70,1,1,6,1,-9,4,5416,7390.0,1733701
1100105,54,17338,1,32,1,80,1,1,6,1,-9,4,622M,8191.0,1733801
1100105,54,17339,1,30,1,50,1,1,6,1,-9,4,622M,8191.0,1733901
1100105,54,17340,1,31,1,40,6,1,6,1,-9,4,928P,9590.0,1734001
1100105,54,17341,1,30,1,50,1,1,6,1,-9,4,622M,8191.0,1734101
1100105,54,17342,1,29,1,50,1,1,6,1,-9,4,9211MP,9370.0,1734201
1100105,54,17343,1,28,2,45,1,1,6,1,-9,4,92M1,9490.0,1734301
1100105,54,17344,1,30,1,42,1,1,6,1,-9,4,813M,9170.0,1734401
