household_id,model_choice,override_choice,util_drivers_2,util_drivers_3,util_drivers_4_up,util_persons_16_17,util_persons_18_24,util_persons_25_34,util_presence_children_0_4,util_presence_children_5_17,util_num_workers_clip_3,util_hh_income_0_30k,util_hh_income_30_75k,util_hh_income_75k_up,util_density_0_10_no_workers,util_density_10_up_no_workers,util_density_0_10_workers,util_density_10_up_workers,util_asc,util_asc_san_francisco,util_asc_solano,util_asc_napa,util_asc_sonoma,util_asc_marin,util_retail_auto_no_workers,util_retail_auto_workers,util_retail_transit_no_workers,util_retail_transit_workers,util_retail_non_motor_no_workers,util_retail_non_motor_workers,util_auto_time_saving_per_worker,TAZ,income,hhsize,HHT,auto_ownership,num_workers,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,hh_work_auto_savings_ratio,auPkRetail,auPkTotal,auOpRetail,auOpTotal,trPkRetail,trPkTotal,trOpRetail,trOpTotal,nmRetail,nmTotal,DISTRICT,SD,county_id,TOTHH,TOTPOP,TOTACRE,RESACRE,CIACRE,TOTEMP,AGE0519,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,household_density,employment_density,density_index
1131410,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,30.0,17.0,0.0,0.0,0.0,10.0,94.5323772849998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.146238327026367,0.0,8.012784957885742,0.0,8.153928756713867,0.07998027404149373,7,47000,3,2,1,3,765,47.0,2,8.81,4.7648888009552754,0,3,2,1,0,0,1,0,1,False,True,True,False,0.23994082,10.14755,13.023967,10.143694,13.021462,8.028974,11.033283,7.9813595,10.975897,8.153929,11.221939,1,1,1,3762,6032,45.0,13.0,14.0,11300,425,252,5535,4593,799,1,120,318.85754,933.24158,0,0.0,0.0,0.0,1,5.35435,139.33333333333334,418.51851851851853,104.5323772849998
1131429,1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,30.0,17.0,0.0,0.0,0.0,10.0,15.608290753834503,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.154768943786621,0.0,7.106732368469238,0.0,7.777311325073242,0.237945556640625,20,47000,3,2,2,3,173,47.0,2,8.81,15.728002078195736,0,3,2,1,0,0,1,0,1,False,True,True,False,0.71383667,10.155526,12.9876,10.153298,12.989091,7.127019,10.096521,7.067353,10.039521,7.7773113,10.603123,1,1,1,2006,3691,98.3,15.35359,35.0,3610,210,274,995,1046,903,0,392,82.0,225.0,1,0.0,0.0,0.0,3,3.99027,39.838271710120374,71.69300143246987,25.608290753834503
1131624,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,30.0,29.0,0.0,0.0,0.0,10.0,3.3616366152925785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.081938743591309,0.0,6.90625,0.0,7.3997039794921875,0.39192529519399005,109,59000,3,3,1,3,1042,59.0,2,8.81,8.512772251537628,0,3,2,1,0,0,1,1,0,False,True,True,False,1.1757759,10.081955,12.935206,10.081906,12.939923,6.9379764,9.946662,6.844663,9.83587,7.399704,10.157235,3,3,1,3738,7741,142.8,23.63865,135.0,4896,748,289,2072,1631,696,2,206,68.01318,136.02635,2,0.0,0.0,0.0,3,3.3061199999999995,23.562984178193652,30.862592438853966,13.361636615292579
1131813,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,30.0,6.200000000000003,0.0,0.0,0.0,10.0,26.430122104236176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.006901741027832,0.0,6.354881286621094,0.0,5.898318290710449,0.32959526777267456,110,36200,3,1,0,3,1492,36.2,2,8.81,5.740959495533115,0,3,2,1,0,0,1,0,0,False,True,True,False,0.9887858,10.006374,12.868448,10.007923,12.874233,6.4105315,9.4036,6.246854,9.199506,5.8983183,9.309275,3,3,1,3677,6948,263.89999,7.0,63.81361999999999,8645,665,55,4783,2138,1054,18,597,0.0,0.0,3,0.0,0.0,0.0,3,7.822889999999999,51.925039279166924,122.0810346936084,36.430122104236176
1135395,2,1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,30.0,13.799999999999997,0.0,0.0,0.0,5.524407123744699,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.887802124023438,0.0,6.0151753425598145,0.0,6.101399898529053,0.41513335704803467,137,43800,4,1,1,1,1298,43.8,2,8.81,3.710352723973511,3,4,4,0,0,0,0,2,0,False,True,True,False,0.41513336,9.877184,12.553879,9.908411,12.5982065,6.2432027,9.000381,5.572533,8.1687155,6.1014,7.8957896,3,3,1,1595,5798,137.0,84.23708,4.0,702,985,218,115,233,129,0,7,0.0,0.0,3,0.0,0.0,0.0,1,2.36725,18.076300802338427,7.955838973819169,5.524407123744699
1135418,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,7.01247648231521,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.87364673614502,0.0,6.135946273803711,0.0,5.799981594085693,0.5150183439254761,139,32000,5,2,1,1,583,32.0,2,8.81,8.944257097471501,4,5,5,0,0,0,0,1,1,False,True,True,False,0.51501834,9.869711,12.625815,9.881286,12.646365,6.1962843,8.958285,6.01882,8.787551,5.7999816,8.488113,3,3,1,1325,5312,161.0,65.0,18.0,1038,1068,147,234,197,261,4,195,0.0,0.0,3,1450.05286,0.0,0.0,1,2.53323,15.963855421686747,12.506024096385541,7.01247648231521
1135741,2,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,5.533919450132994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.764677047729492,0.0,5.77480936050415,0.0,5.884746551513672,0.503030002117157,167,32000,5,2,1,1,1031,32.0,2,8.81,3.815072735504135,4,5,5,0,0,0,0,1,1,False,True,True,False,0.50303,9.748192,12.347705,9.796676,12.418755,5.814814,8.360356,5.697153,8.246271,5.8847466,7.4313483,3,3,1,1826,6865,196.0,104.0,15.0,1030,1342,184,102,126,608,0,10,0.0,0.0,3,0.0,0.0,0.0,1,2.25957,15.344537815126051,8.655462184873949,5.533919450132994
1140916,2,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,30.0,8.71,0.0,0.0,0.0,8.008670328315167,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.687939643859863,0.0,5.475826740264893,0.0,5.1643500328063965,0.21609166264533997,147,38710,4,3,1,1,1914,38.71,2,8.81,11.381445220103691,3,3,3,1,1,0,0,1,1,False,True,True,False,0.21609166,9.685342,12.455026,9.692981,12.472449,5.5932503,8.475532,5.2478867,8.162382,5.16435,8.119448,3,3,1,1228,4625,206.0,63.0,43.0,2750,1120,216,415,409,1229,2,479,0.0,0.0,3,0.0,0.0,0.0,2,2.76033,11.584905660377359,25.943396226415093,8.008670328315167
1141022,1,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,5.26706170145948,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.793546676635742,0.0,5.89855432510376,0.0,6.0735368728637695,0.4230741262435913,166,30000,5,2,1,1,1021,30.0,1,6.01,2.595802920598438,4,5,5,0,0,0,0,4,0,False,True,True,False,0.42307413,9.776562,12.362817,9.826517,12.43775,5.987768,8.303823,5.725374,8.023423,6.073537,7.8516674,3,3,1,2650,9647,205.0,122.0,12.0,962,1584,190,191,373,192,0,16,0.0,0.0,3,506.23721,0.0,0.0,1,2.4418,19.776119402985074,7.17910447761194,5.26706170145948
1144103,1,3,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,30.0,24.0,0.0,0.0,0.0,3.3445019462137298,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.83001708984375,0.0,5.745426654815674,0.0,5.60120153427124,0.2615216374397278,140,54000,4,1,3,2,975,54.0,2,8.81,9.451694041530327,2,4,4,0,0,0,0,2,0,False,True,True,False,0.5230433,9.825959,12.585539,9.837895,12.607513,5.8067293,8.592814,5.6264267,8.413872,5.6012015,8.20246,3,3,1,1150,4113,101.0,61.0,3.0,263,884,84,47,93,31,1,7,0.0,0.0,3,0.0,0.0,0.0,1,2.17734,17.96875,4.109375,3.3445019462137298
1144264,2,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,30.0,26.1,0.0,0.0,0.0,10.0,1.2387237216665898,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.775274276733398,0.0,6.228041648864746,0.0,5.76593542098999,0.5217399597167969,161,56100,5,1,1,2,1390,56.1,2,8.81,4.1117163201400135,3,4,4,1,1,0,0,1,1,False,True,True,False,1.0434799,9.765949,12.386836,9.793374,12.427535,6.380633,8.954954,5.931834,8.468987,5.7659354,7.4894323,3,3,1,1159,4407,82.0,50.0,4.0,1274,833,122,188,276,654,0,34,0.0,0.0,3,0.0,0.0,0.0,1,3.31156,21.462962962962962,23.59259259259259,11.23872372166659
1144351,2,2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,30.0,12.0,0.0,0.0,0.0,5.26706170145948,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.793546676635742,0.0,5.89855432510376,0.0,6.0735368728637695,0.43724706768989563,166,42000,4,3,2,2,1171,42.0,2,8.81,8.247884977839593,2,3,3,1,0,1,0,0,2,False,True,True,False,0.87449414,9.776562,12.362817,9.826517,12.43775,5.987768,8.303823,5.725374,8.023423,6.073537,7.8516674,3,3,1,2650,9647,205.0,122.0,12.0,962,1584,190,191,373,192,0,16,0.0,0.0,3,506.23721,0.0,0.0,1,2.4418,19.776119402985074,7.17910447761194,5.26706170145948
1144479,3,2,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,30.0,8.700000000000003,0.0,0.0,0.0,3.9203860857716037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.792981147766113,0.0,5.3470330238342285,0.0,6.443514347076416,0.7419475317001343,169,38700,5,1,2,2,724,38.7,2,8.81,2.2439268872363796,3,5,4,1,0,0,1,0,2,False,True,True,False,1.4838951,9.773436,12.310424,9.830923,12.397655,5.399195,7.7315216,5.245777,7.560846,6.4435143,7.9655476,4,4,1,2369,6703,457.0,270.0,20.0,2186,1144,323,411,1006,367,1,78,0.0,0.0,3,774.16785,0.0,0.0,1,1.6179,8.168965517241379,7.537931034482758,3.9203860857716037
1153050,1,2,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,30.0,13.100000000000001,0.0,0.0,0.0,10.0,14.06832965022872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.062528610229492,0.0,7.0154266357421875,0.0,6.988316535949707,0.2502916753292084,101,43100,8,3,2,2,1669,43.1,2,8.81,4.227939640469448,6,5,5,3,3,0,0,2,1,False,True,True,False,0.50058335,10.062125,12.814963,10.06331,12.817706,7.0552907,9.910337,6.9380417,9.809035,6.9883165,9.56349,3,3,1,2672,6967,87.0,34.27186,19.0,2465,1081,344,531,985,499,3,103,0.0,68.0,1,0.0,630.77667,108.22552,2,5.12947,50.15781314938131,46.27208436123687,24.06832965022872
1157481,3,3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,30.0,29.0,0.0,0.0,0.0,2.7699671806967867,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.643692016601562,0.0,5.321049690246582,0.0,4.507081031799316,0.5397858619689941,149,59000,7,2,3,3,1625,59.0,2,8.81,3.654715696170132,4,6,6,1,0,1,0,0,3,False,True,True,False,1.6193576,9.629687,12.358456,9.670878,12.41278,5.4579663,8.335617,5.05527,7.8938136,4.507081,7.061687,3,3,1,7191,22720,517.0,247.5816,140.0,1262,4443,75,425,364,319,0,79,0.0,0.0,3,0.0,0.0,0.0,1,2.04377,18.55351234423925,3.2560885243262323,2.7699671806967867
1157669,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,30.0,29.9,0.0,0.0,0.0,10.0,1.2387237216665898,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.775274276733398,0.0,6.228041648864746,0.0,5.76593542098999,0.4553505579630534,161,59900,4,1,4,3,424,59.9,2,8.81,2.4860972368571645,1,4,4,0,0,0,0,1,1,False,True,True,False,1.3660517,9.765949,12.386836,9.793374,12.427535,6.380633,8.954954,5.931834,8.468987,5.7659354,7.4894323,3,3,1,1159,4407,82.0,50.0,4.0,1274,833,122,188,276,654,0,34,0.0,0.0,3,0.0,0.0,0.0,1,3.31156,21.462962962962962,23.59259259259259,11.23872372166659
1157829,2,2,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,30.0,27.799999999999997,0.0,0.0,0.0,5.533919450132994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.764677047729492,0.0,5.77480936050415,0.0,5.884746551513672,0.4686006546020508,167,57800,6,1,2,5,1641,57.8,2,8.81,2.65511075714732,1,6,6,0,0,0,0,3,1,False,True,True,False,2.3430033,9.748192,12.347705,9.796676,12.418755,5.814814,8.360356,5.697153,8.246271,5.8847466,7.4313483,3,3,1,1826,6865,196.0,104.0,15.0,1030,1342,184,102,126,608,0,10,0.0,0.0,3,0.0,0.0,0.0,1,2.25957,15.344537815126051,8.655462184873949,5.533919450132994
1157941,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,10.0,0.0,0.0,0.0,7.975024497779427,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.741728782653809,0.0,6.457957744598389,0.0,6.299607276916504,0.4490214188893636,177,40000,4,3,0,3,545,40.0,2,8.81,25.777043475458477,1,4,4,0,0,0,0,0,0,False,True,True,False,1.3470643,9.726441,12.249241,9.771403,12.299443,6.583907,9.0058365,6.213467,8.511997,6.2996073,7.838398,4,4,1,3527,9140,220.0,133.0,14.0,1756,1179,461,367,571,218,2,137,0.0,0.0,3,0.0,0.0,0.0,1,2.47787,23.993197278911566,11.945578231292517,7.975024497779427
1165384,1,2,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,30.0,5.0,0.0,0.0,0.0,10.0,9.264383075637756,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.99293327331543,0.0,7.308339595794678,0.0,6.717528820037842,0.3656555414199829,84,35000,4,1,2,3,891,35.0,2,8.81,8.799727613021929,1,4,4,0,0,0,0,2,0,False,True,True,False,1.0969666,9.99058,12.714534,9.9975,12.725989,7.362801,10.147457,7.2026196,9.989074,6.717529,8.895801,2,2,1,2391,4924,117.0,42.0,4.0,1408,293,143,175,207,857,1,25,74.43172,105.44494,1,0.0,0.0,0.0,1,4.80294,51.97826086956522,30.608695652173914,19.264383075637756
1165387,0,1,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,30.0,9.804000000000002,0.0,0.0,0.0,10.0,2.98634932349942,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.020231246948242,0.0,6.91253662109375,0.0,6.651970386505127,0.3235236883163452,86,39804,6,7,1,5,1584,39.804,2,8.81,5.862356501714001,1,6,6,0,0,0,0,6,0,True,False,True,False,1.6176184,10.0195675,12.776167,10.02152,12.778381,6.9473195,9.697836,6.845016,9.594227,6.6519704,9.2662,2,2,1,3249,6875,125.0,51.18573,16.37736,1202,815,97,305,650,139,0,11,0.0,0.0,2,0.0,0.0,0.0,1,3.40842,48.088386721211236,17.790778959340077,12.98634932349942
1165721,4,3,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,30.0,11.399999999999999,0.0,0.0,0.0,2.7699671806967867,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.643692016601562,0.0,5.321049690246582,0.0,4.507081031799316,0.5038997530937195,149,41400,6,1,3,4,1638,41.4,2,8.81,5.350137881160516,2,6,6,0,0,0,0,2,2,False,True,True,False,2.015599,9.629687,12.358456,9.670878,12.41278,5.4579663,8.335617,5.05527,7.8938136,4.507081,7.061687,3,3,1,7191,22720,517.0,247.5816,140.0,1262,4443,75,425,364,319,0,79,0.0,0.0,3,0.0,0.0,0.0,1,2.04377,18.55351234423925,3.2560885243262323,2.7699671806967867
1165825,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,30.0,12.600000000000001,0.0,0.0,0.0,2.7699671806967867,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.643692016601562,0.0,5.321049690246582,0.0,4.507081031799316,0.45443248748779297,149,42600,4,2,4,3,1427,42.6,2,8.81,2.1189919066209946,1,4,4,0,0,0,0,0,1,False,True,True,False,1.3632975,9.629687,12.358456,9.670878,12.41278,5.4579663,8.335617,5.05527,7.8938136,4.507081,7.061687,3,3,1,7191,22720,517.0,247.5816,140.0,1262,4443,75,425,364,319,0,79,0.0,0.0,3,0.0,0.0,0.0,1,2.04377,18.55351234423925,3.2560885243262323,2.7699671806967867
1170554,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,12.0,0.0,9.12866850840662,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.820926666259766,0.0,6.406538963317871,0.0,6.289114952087402,0.0,0.0,165,42000,4,1,1,0,92,42.0,2,8.81,4.628768602954258,4,3,3,1,0,1,0,1,0,False,True,True,False,0.0,9.808423,12.421735,9.845199,12.478017,6.4395356,9.1781645,6.3424873,9.127153,6.289115,8.045267,3,3,1,1880,6877,175.0,75.0,42.0,2473,1008,463,302,970,698,2,38,0.0,0.0,3,1598.15088,0.0,0.0,1,2.81406,16.068376068376068,21.136752136752136,9.12866850840662
1170570,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,8.799999999999997,0.0,5.533919450132994,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.764677047729492,0.0,5.77480936050415,0.0,5.884746551513672,0.0,0.0,167,38800,6,1,1,0,1568,38.8,2,8.81,11.096749234383795,6,3,2,4,1,2,1,0,1,False,True,True,False,0.0,9.748192,12.347705,9.796676,12.418755,5.814814,8.360356,5.697153,8.246271,5.8847466,7.4313483,3,3,1,1826,6865,196.0,104.0,15.0,1030,1342,184,102,126,608,0,10,0.0,0.0,3,0.0,0.0,0.0,1,2.25957,15.344537815126051,8.655462184873949,5.533919450132994
1173944,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,15.899999999999999,0.0,10.0,88.68660968660969,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.035013198852539,0.0,7.762029647827148,0.0,7.958041191101074,0.0,0.0,25,45900,4,1,1,0,632,45.9,2,8.81,14.95440403992975,4,4,3,1,0,0,1,1,0,False,True,True,False,0.0,10.037053,12.954855,10.031054,12.952974,7.7995553,10.969221,7.6891847,10.80301,7.958041,11.188407,1,1,1,1551,3416,21.0,4.0,4.0,1608,435,302,369,630,220,0,87,232.0,341.0,0,0.0,0.0,0.0,1,4.89113,193.875,201.0,98.68660968660969
1174200,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,14.0,0.0,7.589263670062815,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.828604698181152,0.0,5.931183338165283,0.0,5.684353828430176,0.0,0.0,150,44000,7,1,1,0,456,44.0,2,8.81,4.3979706288094516,7,2,2,5,0,5,0,0,1,False,True,True,False,0.0,9.821535,12.568848,9.842327,12.600633,5.9746637,8.933188,5.8467793,8.7951145,5.684354,7.817299,3,3,1,1319,5628,158.0,31.6875,70.0,1860,1143,168,311,308,842,0,231,0.0,0.0,3,0.0,0.0,0.0,1,2.63298,12.971112476951445,18.291333743085435,7.589263670062815
1176832,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,29.200000000000003,0.0,0.0,0.0,6.181716455749319,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.64230728149414,0.0,6.343662261962891,0.0,5.447277069091797,0.4332933723926544,59,59200,4,1,1,1,219,59.2,2,8.81,8.07849280152846,3,2,2,2,0,2,0,0,0,False,True,True,False,0.43329337,9.633078,12.234639,9.660223,12.255994,6.3749013,8.895973,6.283022,8.831925,5.447277,7.0625596,2,2,1,3292,8120,200.0,110.0,21.0,1074,983,217,133,506,201,0,17,0.0,0.0,3,3220.53564,0.0,0.0,1,2.31371,25.129770992366414,8.198473282442748,6.181716455749319
1176884,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,6.0,0.0,0.0,0.0,10.0,11.871950564212788,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.076448440551758,0.0,7.508398056030273,0.0,6.862722873687744,0.4049849808216095,77,36000,5,1,2,1,1432,36.0,2,8.81,2.2785399786247704,4,2,2,3,1,2,0,0,0,False,True,True,False,0.40498498,10.074982,12.881073,10.079294,12.885792,7.5295997,10.475557,7.4672413,10.421644,6.862723,9.876274,2,2,1,2316,4449,69.0,15.0,25.0,1406,435,91,249,741,271,0,54,79.46495999999998,130.32253,2,0.0,0.0,0.0,1,3.59182,57.9,35.15,21.87195056421279
1177332,1,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,30.0,19.9,0.0,0.0,0.0,10.0,13.49308304985177,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.740132331848145,0.0,5.178277015686035,0.0,4.801785945892334,0.43377333879470825,144,49900,5,1,1,1,985,49.9,2,8.81,6.412166360330839,4,4,3,2,0,1,1,0,1,False,True,True,False,0.43377334,9.7454,12.551978,9.729905,12.539096,5.251724,8.003824,5.035704,7.834405,4.801786,8.71583,3,3,1,1249,3584,122.0,38.0,7.0,6884,1007,82,4855,1067,703,2,175,0.0,0.0,3,0.0,0.0,0.0,1,8.83204,27.755555555555556,152.9777777777778,23.49308304985177
1177603,4,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,8.200000000000003,0.0,0.0,0.0,4.51508712282193,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.369037628173828,0.0,2.5495288372039795,0.0,3.937424659729004,0.733561635017395,163,38200,9,1,4,1,611,38.2,2,8.81,2.235314541992952,8,4,4,5,1,5,0,0,0,False,True,True,False,0.73356164,9.330274,11.928943,9.444284,12.064959,2.5632987,5.0693235,2.522799,5.059494,3.9374247,5.0990524,3,3,1,1245,4635,94.0,62.0,3.0,384,834,114,53,119,92,0,6,0.0,0.0,3,0.0,0.0,0.0,1,2.37546,19.153846153846153,5.907692307692308,4.51508712282193
1177740,1,2,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,30.0,25.200000000000003,0.0,0.0,0.0,3.7401751152073737,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.703044891357422,0.0,5.718111515045166,0.0,5.910324573516846,0.5768849849700928,168,55200,4,2,2,1,858,55.2,2,8.81,4.5181336813330235,3,3,3,1,0,1,0,0,3,False,True,True,False,0.576885,9.685766,12.242912,9.736587,12.319197,5.7826886,7.9366684,5.592756,7.759227,5.9103246,7.2481217,4,4,1,3086,9546,272.0,142.0,26.0,789,1573,300,133,137,207,1,11,0.0,0.0,3,0.0,0.0,0.0,1,2.07472,18.36904761904762,4.696428571428571,3.7401751152073737
1177790,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,10.380000000000003,0.0,0.0,0.0,3.3672825489399334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.727762222290039,0.0,5.791211128234863,0.0,6.065626621246338,0.48080337047576904,173,40380,5,1,2,1,1098,40.38,2,8.81,2.7919607936389066,4,2,2,3,3,1,0,0,0,False,True,True,False,0.48080337,9.709714,12.191477,9.7627945,12.2587385,5.8557787,8.123879,5.6658745,7.947275,6.0656266,7.545322,4,4,1,1423,3706,147.0,91.0,1.0,396,533,128,86,36,54,0,92,0.0,0.0,3,0.0,0.0,0.0,1,1.7738900000000002,15.467391304347826,4.304347826086956,3.3672825489399334
1177865,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,24.200000000000003,0.0,0.0,0.0,3.7728857968378926,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.54231071472168,0.0,5.2619948387146,0.0,5.835315227508545,0.26465168595314026,179,54200,4,1,2,1,1611,54.2,2,8.81,4.795802977166127,3,2,2,2,0,2,0,0,0,False,True,True,False,0.2646517,9.528941,11.9954195,9.568263,12.047182,5.4158525,7.5420055,4.963329,7.0510883,5.835315,7.014951,4,4,1,2841,8264,230.0,134.0,9.0,666,1119,287,90,183,83,0,23,0.0,0.0,3,0.0,0.0,0.0,1,2.08967,19.867132867132867,4.6573426573426575,3.7728857968378926
1177869,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,10.380000000000003,0.0,0.0,0.0,3.7728857968378926,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.54231071472168,0.0,5.2619948387146,0.0,5.835315227508545,0.540619969367981,179,40380,5,1,2,1,690,40.38,2,8.81,4.89746244173981,4,2,2,3,3,1,0,0,0,False,True,True,False,0.54061997,9.528941,11.9954195,9.568263,12.047182,5.4158525,7.5420055,4.963329,7.0510883,5.835315,7.014951,4,4,1,2841,8264,230.0,134.0,9.0,666,1119,287,90,183,83,0,23,0.0,0.0,3,0.0,0.0,0.0,1,2.08967,19.867132867132867,4.6573426573426575,3.7728857968378926
1178033,0,2,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,30.0,12.0,0.0,0.0,0.0,6.019248934531911,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.595987319946289,0.0,5.643489837646484,0.0,6.167651176452637,0.5421316623687744,184,42000,5,3,2,1,275,42.0,2,8.81,5.277101331237208,4,3,3,2,1,1,0,2,0,False,True,True,False,0.54213166,9.577934,12.021688,9.631029,12.095274,5.926293,8.038536,5.0945187,7.1837783,6.167651,7.572074,4,4,1,3147,9323,287.0,178.0,6.0,1709,1265,438,203,376,623,0,69,0.0,0.0,3,0.0,0.0,0.0,1,2.16617,17.10326086956522,9.28804347826087,6.019248934531911
1178042,2,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,30.0,19.0,0.0,0.0,0.0,6.019248934531911,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.595987319946289,0.0,5.643489837646484,0.0,6.167651176452637,0.41675499081611633,184,49000,4,1,2,1,160,49.0,2,8.81,3.77784675331724,3,2,2,2,0,2,0,0,1,False,True,True,False,0.416755,9.577934,12.021688,9.631029,12.095274,5.926293,8.038536,5.0945187,7.1837783,6.167651,7.572074,4,4,1,3147,9323,287.0,178.0,6.0,1709,1265,438,203,376,623,0,69,0.0,0.0,3,0.0,0.0,0.0,1,2.16617,17.10326086956522,9.28804347826087,6.019248934531911
