person_id,income_segment,TAZ,model_choice,override_choice
6916914,4,91,84,116
6916915,4,91,179,114
6916941,4,91,34,91
6916942,4,91,42,116
6916943,4,91,127,142
6916944,4,91,21,37
6921687,4,133,135,16
6921692,4,133,100,133
6921696,4,133,146,92
6925548,4,156,118,13
6925549,4,156,9,157
6925550,4,156,165,18
6925551,4,156,171,135
6925552,4,156,115,16
6925849,4,159,103,110
6925850,4,159,74,188
6925853,4,159,94,115
6925855,4,159,83,161
6926231,4,161,62,19
6926235,4,161,62,15
6926236,4,161,178,81
6926237,4,161,125,38
6926238,4,161,150,142
6926431,4,162,181,2
6926434,4,162,58,2
6926435,4,162,147,14
6926436,4,162,139,170
6926925,4,164,47,1
6926930,4,164,100,75
6926934,4,164,166,15
6927974,4,168,140,18
6927975,4,168,187,12
6927978,4,168,47,11
6928687,4,169,142,1
6928688,4,169,60,110
6928689,4,169,110,133
6928690,4,169,8,92
6928692,4,169,32,133
6928694,4,169,47,14
6928696,4,169,3,19
6928857,4,169,145,73
6928858,4,169,7,16
6928859,4,169,68,14
6929810,4,174,10,133
6929812,4,174,104,9
6929813,4,174,96,2
6929814,4,174,11,142
6931296,4,181,150,13
6931297,4,181,3,181
6931298,4,181,128,17
6932363,4,186,107,92
6932364,4,186,98,2
6932365,4,186,22,13
7189396,4,11,58,100
7189397,4,11,150,10
7189398,4,11,35,2
7189401,4,11,59,25
7190192,4,37,68,1
7190193,4,37,85,9
7190195,4,37,105,2
7190197,4,37,89,16
7190198,4,37,120,22
7190200,4,37,78,22
7190390,4,44,1,1
7190391,4,44,1,109
7190393,4,44,118,115
7191011,4,46,86,109
7191012,4,46,3,3
7191014,4,46,139,9
7192348,4,60,182,13
7192349,4,60,14,13
7192350,4,60,56,78
7192351,4,60,131,115
7194436,4,81,121,5
7194437,4,81,145,107
7194438,4,81,18,11
7194440,4,81,62,22
7198535,4,102,88,10
7198536,4,102,50,14
7198537,4,102,39,116
7198538,4,102,112,13
7203213,4,128,48,84
7203216,4,128,8,12
7203217,4,128,115,74
7203732,4,176,144,66
7203734,4,176,180,91
7203735,4,176,125,92
7240975,4,20,111,7
7241023,4,22,163,2
7241180,4,29,145,1
7241278,4,32,25,47
7241326,4,34,15,2
7241585,4,49,49,61
7241600,4,49,95,68
7241745,4,63,55,109
7263930,4,133,52,9
7263989,4,136,136,10
7264263,4,173,51,13
7287362,4,40,158,123
7287564,4,47,119,115
7287670,4,57,156,115
7287675,4,57,2,91
7287733,4,59,155,1
7288176,4,74,50,2
7288261,4,74,49,9
7288358,4,75,91,16
7288456,4,77,152,12
7288744,4,166,103,133
7291382,4,71,131,181
7291383,4,71,82,64
7291430,4,74,114,3
7291431,4,74,83,14
7291772,4,169,173,91
7291773,4,169,138,70
7305268,4,10,76,12
7305269,4,10,42,16
7305330,4,10,53,24
7305331,4,10,28,1
7305446,4,17,12,11
7305447,4,17,98,116
7305500,4,20,117,13
7305501,4,20,80,17
7306052,4,75,39,144
7306053,4,75,145,91
7306070,4,77,77,11
7306071,4,77,177,41
7306190,4,93,59,133
7306191,4,93,112,142
7311021,4,27,134,145
7311385,4,170,46,24
7323012,4,58,135,5
7323033,4,62,180,115
7324556,4,134,6,1
7324558,4,134,20,84
7324568,4,134,84,22
7324570,4,134,176,9
7324812,4,169,165,1
7324813,4,169,144,73
7336424,4,176,37,13
7336425,4,176,145,30
7345733,4,43,90,109
7345734,4,43,49,70
7345735,4,43,44,41
7359564,4,54,136,14
7359565,4,54,75,4
7360207,4,134,88,29
7360211,4,134,56,15
7360466,4,148,62,12
7360467,4,148,157,15
7383032,4,26,10,8
7383033,4,26,183,15
7383239,4,59,28,116
7383240,4,59,181,142
7383455,4,120,77,115
7383456,4,120,113,142
7387945,4,152,174,92
7387946,4,152,152,142
7387948,4,152,150,14
7388425,4,163,46,88
7388426,4,163,2,53
7388427,4,163,59,145
7388428,4,163,4,115
7388771,4,165,110,38
7388772,4,165,187,150
7388773,4,165,174,21
7388776,4,165,79,89
7389723,4,177,59,92
7389724,4,177,119,69
7389725,4,177,6,18
7441159,4,27,13,11
7441160,4,27,28,112
7441161,4,27,1,1
7441162,4,27,67,6
7441462,4,35,48,41
7441463,4,35,33,53
7441464,4,35,147,134
7441465,4,35,59,14
7443335,4,80,47,24
7443336,4,80,59,21
7443337,4,80,86,50
7443520,4,84,80,116
7443521,4,84,124,79
7443522,4,84,118,74
7511378,1,7,72,17
7511486,1,8,35,11
7511694,1,8,13,23
7511729,1,8,40,4
7511784,1,8,90,10
7511855,1,8,142,20
7512051,1,8,1,18
7512057,1,8,3,145
7512234,1,8,172,9
7512330,1,8,126,41
7512911,1,8,89,11
7512945,1,8,121,107
7512956,1,8,110,14
7513150,1,8,77,1
7513607,1,8,101,7
7513964,1,21,176,9
7514277,1,72,90,24
7514475,1,101,5,2
7514502,1,101,52,7
7514649,1,106,117,4
7514687,1,106,33,107
7514701,1,106,3,16
7514761,1,106,73,90
7514932,1,109,15,107
7515185,1,142,20,13
7515241,1,158,32,92
7538495,1,56,63,7
