MAZ,TAZ,hs,hs_sf,hs_mf,hs_mh,hh,hh_sf,hh_mf,hh_mh,gq_civ,gq_mil,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,hhs,pop,hhp,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,enrollgradekto8,enrollgrade9to12,collegeenroll,othercollegeenroll,adultschenrl,ech_dist,hch_dist,pseudomsa,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,zip09,parkactive,openspaceparkpreserve,beachactive,budgetroom,economyroom,luxuryroom,midpriceroom,upscaleroom,hotelroomtotal,luz_id,truckregiontype,district27,milestocoast,acres,effective_acres,land_acres,MicroAccessTime,remoteAVParking,refueling_stations,totint,duden,empden,popden,retempden,totintbin,empdenbin,dudenbin,PopEmpDenPerMi,poe_id,original_MAZ,external_TAZ,external_MAZ,colonia_pop_accessibility,std_wait_1,std_wait_2,std_wait_3,std_wait_4,std_wait_5,std_wait_6,std_wait_7,std_wait_8,std_wait_9,std_wait_10,std_wait_11,std_wait_12,std_wait_13,std_wait_14,std_wait_15,std_wait_16,std_wait_17,std_wait_18,std_wait_19,std_wait_20,std_wait_21,std_wait_22,std_wait_23,std_wait_24,std_wait_25,std_wait_26,std_wait_27,std_wait_28,std_wait_29,std_wait_30,std_wait_31,std_wait_32,std_wait_33,std_wait_34,std_wait_35,std_wait_36,std_wait_37,std_wait_38,std_wait_39,std_wait_40,std_wait_41,std_wait_42,std_wait_43,std_wait_44,std_wait_45,std_wait_46,std_wait_47,std_wait_48,sentri_wait_1,sentri_wait_2,sentri_wait_3,sentri_wait_4,sentri_wait_5,sentri_wait_6,sentri_wait_7,sentri_wait_8,sentri_wait_9,sentri_wait_10,sentri_wait_11,sentri_wait_12,sentri_wait_13,sentri_wait_14,sentri_wait_15,sentri_wait_16,sentri_wait_17,sentri_wait_18,sentri_wait_19,sentri_wait_20,sentri_wait_21,sentri_wait_22,sentri_wait_23,sentri_wait_24,sentri_wait_25,sentri_wait_26,sentri_wait_27,sentri_wait_28,sentri_wait_29,sentri_wait_30,sentri_wait_31,sentri_wait_32,sentri_wait_33,sentri_wait_34,sentri_wait_35,sentri_wait_36,sentri_wait_37,sentri_wait_38,sentri_wait_39,sentri_wait_40,sentri_wait_41,sentri_wait_42,sentri_wait_43,sentri_wait_44,sentri_wait_45,sentri_wait_46,sentri_wait_47,sentri_wait_48,ped_wait_1,ped_wait_2,ped_wait_3,ped_wait_4,ped_wait_5,ped_wait_6,ped_wait_7,ped_wait_8,ped_wait_9,ped_wait_10,ped_wait_11,ped_wait_12,ped_wait_13,ped_wait_14,ped_wait_15,ped_wait_16,ped_wait_17,ped_wait_18,ped_wait_19,ped_wait_20,ped_wait_21,ped_wait_22,ped_wait_23,ped_wait_24,ped_wait_25,ped_wait_26,ped_wait_27,ped_wait_28,ped_wait_29,ped_wait_30,ped_wait_31,ped_wait_32,ped_wait_33,ped_wait_34,ped_wait_35,ped_wait_36,ped_wait_37,ped_wait_38,ped_wait_39,ped_wait_40,ped_wait_41,ped_wait_42,ped_wait_43,ped_wait_44,ped_wait_45,ped_wait_46,ped_wait_47,ped_wait_48,ready_wait_1,ready_wait_2,ready_wait_3,ready_wait_4,ready_wait_5,ready_wait_6,ready_wait_7,ready_wait_8,ready_wait_9,ready_wait_10,ready_wait_11,ready_wait_12,ready_wait_13,ready_wait_14,ready_wait_15,ready_wait_16,ready_wait_17,ready_wait_18,ready_wait_19,ready_wait_20,ready_wait_21,ready_wait_22,ready_wait_23,ready_wait_24,ready_wait_25,ready_wait_26,ready_wait_27,ready_wait_28,ready_wait_29,ready_wait_30,ready_wait_31,ready_wait_32,ready_wait_33,ready_wait_34,ready_wait_35,ready_wait_36,ready_wait_37,ready_wait_38,ready_wait_39,ready_wait_40,ready_wait_41,ready_wait_42,ready_wait_43,ready_wait_44,ready_wait_45,ready_wait_46,ready_wait_47,ready_wait_48
100806,3595,91,47,44,0,88,44,44,0,0,0,23,9,10,14,9,15,3,1,4,0,3.364,296,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,6.0935,8.624,8.624,8.624,10,0,0,163.0,8.3043,3.4049,28.1142,0.9759,3,1,2,20172.1786,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100807,3761,51,51,0,0,50,50,0,0,0,0,7,10,7,8,12,3,0,0,3,0,3.12,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.6979,0.0,0,0,0,0,0,0,88,1,9,5.3104,13.778,13.0802,13.778,10,0,0,56.0,3.6141,0.73,10.6469,0.0359,1,1,1,7281.1889,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100808,3761,33,33,0,0,33,33,0,0,0,0,4,9,2,3,7,5,0,1,1,1,2.697,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.1677,16.388,16.3857,16.388,10,0,0,55.0,3.0396,1.376,8.8365,0.1607,1,1,1,6535.9749,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100809,3761,56,56,0,0,56,56,0,0,0,0,7,15,4,8,7,7,4,1,2,1,3.232,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.3434,32.7794,32.7794,32.7794,10,0,0,34.0,2.6664,1.4608,7.7736,0.4697,1,1,1,5910.0273,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100810,3761,113,113,0,0,109,109,0,0,0,0,13,16,12,11,13,20,8,6,2,8,2.862,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.2267,19.6337,19.6337,19.6337,10,0,0,55.0,3.039,1.2765,8.8124,0.1991,1,1,1,6456.906,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100811,3822,108,108,0,0,106,106,0,0,0,0,12,13,16,20,8,11,7,6,8,5,2.802,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,231,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,4.9158,31.0451,31.0451,31.0451,10,0,0,39.0,3.7258,2.1571,10.9288,0.11,1,1,1,8374.9284,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100812,3761,123,123,0,0,119,119,0,0,0,0,20,15,13,18,19,13,6,4,4,7,2.983,355,355,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.0563,28.7231,28.7231,28.7231,10,0,0,51.0,2.7371,1.5648,8.0001,0.3438,1,1,1,6121.5237,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100813,3761,62,62,0,0,61,61,0,0,0,0,9,6,8,10,8,8,4,4,2,2,2.885,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.2398,14.8769,14.8769,14.8769,10,0,0,39.0,2.7451,1.4784,7.9584,0.4266,1,1,1,6039.5428,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100814,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,46,50,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,4.9055,12.213,12.213,12.213,10,0,1,37.0,2.9312,1.844,8.5224,0.3586,1,1,1,6634.4872,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100815,3822,163,163,0,0,162,162,0,0,0,0,14,26,17,30,23,15,12,4,9,12,2.809,455,455,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,6.2545,0.0,0,0,0,0,0,0,88,1,9,4.6485,32.5343,26.2798,32.5343,10,0,0,19.0,3.3316,3.1499,9.7373,0.1742,1,1,1,8247.7825,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100816,3822,51,15,36,0,50,15,35,0,0,0,6,8,5,10,5,9,1,4,2,0,3.16,158,158,0,0,0,0,0,0,0,0,0,10,0,0,37,0,0,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,4.7865,22.582,22.582,22.582,10,0,0,28.0,2.8145,1.899,8.2681,0.2013,1,1,1,6506.9981,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100817,3822,92,0,92,0,89,0,89,0,0,0,10,13,14,15,11,17,4,0,5,0,3.225,287,287,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,4.5687,17.307,17.307,17.307,10,0,0,17.0,3.5183,3.4664,10.3474,0.1815,1,1,1,8840.8314,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100818,3654,23,15,8,0,23,15,8,0,0,0,4,4,3,2,0,3,4,1,1,1,3.261,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,6.0183,4.0109,4.0109,4.0109,10,0,0,181.0,7.138,2.338,23.874,0.3657,3,1,2,16775.6714,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100819,3654,42,42,0,0,42,42,0,0,0,0,8,9,1,6,3,5,4,3,2,1,2.857,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.6519,0.0,0.0,0,0,0,0,0,0,88,1,9,5.8977,4.886,4.886,4.886,10,0,0,143.0,6.7806,2.1853,22.2852,0.3945,3,1,2,15661.1464,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100820,3654,11,11,0,0,11,11,0,0,0,0,5,2,0,1,3,0,0,0,0,0,2.455,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.8914,2.512,2.512,2.512,10,0,0,122.0,6.4626,1.9913,20.8567,0.1887,2,1,2,14622.7652,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100821,3654,100,72,28,0,97,70,27,0,0,0,18,14,12,14,10,15,6,3,2,3,2.773,269,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.8977,7.8748,7.8748,7.8748,10,0,0,122.0,6.4626,1.9913,20.8567,0.1887,2,1,2,14622.7652,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100822,3654,27,27,0,0,26,26,0,0,0,0,4,3,6,7,1,2,1,0,0,2,3.308,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.7723,3.7864,3.7864,3.7864,10,0,0,102.0,5.2844,2.021,16.6446,0.2212,2,1,2,11946.018,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100823,3713,97,88,9,0,94,86,8,0,0,0,8,19,9,19,8,12,7,3,4,5,3.021,284,284,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,13.6999,0.0,0.0,0,0,0,0,0,0,88,1,9,5.5879,34.674,34.674,34.674,10,0,0,73.0,4.3652,0.7788,13.0092,0.0817,1,1,1,8824.3332,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100824,3713,33,33,0,0,33,33,0,0,0,0,7,5,3,5,2,6,1,1,2,1,3.303,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.765,4.6624,4.6624,4.6624,10,0,0,94.0,5.2442,2.0255,16.5473,0.2202,2,1,2,11886.5868,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100825,3713,24,12,12,0,24,12,12,0,0,0,2,6,3,3,6,0,1,2,0,1,2.75,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.6529,2.6445,2.6445,2.6445,10,0,0,99.0,4.6853,1.7652,14.3775,0.2062,2,1,1,10331.3156,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100826,3713,48,48,0,0,46,46,0,0,0,0,7,5,2,9,6,5,2,5,4,1,2.761,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.6583,6.2972,6.2972,6.2972,10,0,0,96.0,5.0295,1.2352,15.4338,0.2081,2,1,2,10668.155,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100827,3746,50,50,0,0,48,48,0,0,0,0,3,3,6,15,7,6,1,1,3,3,2.833,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.7522,6.3172,6.3172,6.3172,10,0,0,87.0,6.0872,1.3611,18.9948,0.4136,2,1,2,13027.7361,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100828,3746,127,94,33,0,122,93,29,0,0,0,18,17,22,16,19,9,9,5,5,2,2.795,341,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.6319,14.4183,14.4183,14.4183,10,0,0,53.0,6.928,1.573,21.643,0.4295,1,1,2,14858.2295,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100829,3746,174,2,172,0,169,2,167,0,0,0,22,41,25,22,16,18,8,6,7,4,3.018,510,510,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,88,1,9,5.5195,20.2339,20.2339,20.2339,10,0,0,31.0,7.6079,1.5027,24.4723,0.0343,1,1,2,16623.9845,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100830,3713,41,41,0,0,40,40,0,0,0,0,6,8,7,8,4,4,2,1,0,0,3.125,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.1527,0.0,0.0,0,0,0,0,0,0,88,1,9,5.5184,5.9666,5.9666,5.9666,10,0,0,69.0,3.9484,0.6121,11.8171,0.036,1,1,1,7954.6433,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
