person_id,legacy_person_id,race_id,age,relate,member_id,legacy_household_id,sex,ESR,WKHP,WKW,SCHG,MIL,household_id
3101202,1630209559,2,61,11,3,1630085821,1,6.0,-9.0,-9.0,-9.0,4.0,1250642
3101203,1630209562,2,66,12,4,1630085821,1,1.0,16.0,3.0,-9.0,4.0,1250642
3101204,1630208787,2,59,0,1,1630085822,2,1.0,30.0,6.0,-9.0,4.0,1250643
3101205,1630208788,2,58,1,2,1630085822,1,1.0,48.0,1.0,-9.0,4.0,1250643
3101206,1630209229,2,52,0,1,1630085823,2,1.0,50.0,1.0,-9.0,2.0,1250644
3101207,1630209232,2,65,1,2,1630085823,1,6.0,-9.0,-9.0,-9.0,4.0,1250644
3101208,1630209235,4,18,14,3,1630085823,1,6.0,-9.0,-9.0,14.0,4.0,1250644
3101209,1630208689,1,24,0,1,1630085824,2,6.0,8.0,6.0,16.0,4.0,1250645
3101210,1630208690,4,24,12,2,1630085824,2,6.0,-9.0,-9.0,16.0,4.0,1250645
3101211,1630209332,2,32,0,1,1630085825,2,1.0,20.0,1.0,-9.0,4.0,1250646
3101212,1630209333,2,10,2,2,1630085825,1,-9.0,-9.0,-9.0,7.0,-9.0,1250646
3101213,1630208655,1,24,0,1,1630085826,1,1.0,35.0,1.0,-9.0,4.0,1250647
3101214,1630208654,1,23,13,2,1630085826,2,6.0,20.0,4.0,16.0,4.0,1250647
3101215,1630209066,2,63,0,1,1630085827,1,6.0,-9.0,-9.0,-9.0,4.0,1250648
3101216,1630209065,2,62,1,2,1630085827,2,6.0,-9.0,-9.0,-9.0,4.0,1250648
3101217,1630209199,2,53,0,1,1630085828,2,1.0,40.0,1.0,-9.0,4.0,1250649
3101218,1630209202,2,46,1,2,1630085828,1,1.0,40.0,1.0,-9.0,4.0,1250649
3101219,1630209109,2,57,0,1,1630085829,1,1.0,37.0,1.0,-9.0,2.0,1250650
3101220,1630209107,2,56,1,2,1630085829,2,1.0,12.0,4.0,-9.0,4.0,1250650
3101221,1630208779,2,49,0,1,1630085830,1,1.0,40.0,1.0,-9.0,4.0,1250651
3101222,1630208778,2,49,1,2,1630085830,2,3.0,-9.0,-9.0,-9.0,3.0,1250651
3101223,1630209628,2,29,0,1,1630085831,1,1.0,40.0,1.0,-9.0,4.0,1250652
3101224,1630208510,2,74,0,1,1630085832,2,6.0,-9.0,-9.0,-9.0,4.0,1250653
3101225,1630208511,2,46,2,2,1630085832,1,6.0,-9.0,-9.0,-9.0,4.0,1250653
3101226,1630209598,2,29,0,1,1630085833,1,1.0,40.0,1.0,15.0,3.0,1250654
3101227,1630209599,2,7,2,2,1630085833,2,-9.0,-9.0,-9.0,3.0,-9.0,1250654
3101228,1630208671,1,23,0,1,1630085834,2,1.0,60.0,4.0,16.0,4.0,1250655
3101229,1630208672,1,22,12,2,1630085834,2,1.0,40.0,1.0,-9.0,4.0,1250655
3101230,1630209264,2,32,0,1,1630085835,1,1.0,40.0,1.0,-9.0,4.0,1250656
3101231,1630209265,2,7,2,2,1630085835,2,-9.0,-9.0,-9.0,4.0,-9.0,1250656
3101232,1630209266,2,6,2,3,1630085835,2,-9.0,-9.0,-9.0,3.0,-9.0,1250656
3101233,1630209263,2,29,13,4,1630085835,2,1.0,25.0,1.0,-9.0,4.0,1250656
3101234,1630209410,2,26,0,1,1630085836,2,1.0,15.0,3.0,-9.0,4.0,1250657
3101235,1630209411,2,10,2,2,1630085836,2,-9.0,-9.0,-9.0,7.0,-9.0,1250657
3101236,1630209412,2,6,2,3,1630085836,2,-9.0,-9.0,-9.0,2.0,-9.0,1250657
3101237,1630209719,2,65,0,1,1630085837,1,1.0,25.0,3.0,-9.0,4.0,1250658
3101238,1630209720,4,56,1,2,1630085837,2,6.0,-9.0,-9.0,-9.0,4.0,1250658
3101239,1630208576,2,67,0,1,1630085838,2,6.0,-9.0,-9.0,-9.0,4.0,1250659
3101240,1630209340,2,64,0,1,1630085839,2,6.0,40.0,6.0,-9.0,4.0,1250660
3101241,1630209601,2,41,0,1,1630085840,1,3.0,50.0,4.0,-9.0,4.0,1250661
3101242,1630208656,1,27,0,1,1630085841,2,6.0,-9.0,-9.0,16.0,4.0,1250662
3101243,1630208658,4,26,12,2,1630085841,2,6.0,-9.0,-9.0,16.0,4.0,1250662
3101244,1630208657,1,25,12,3,1630085841,2,6.0,-9.0,-9.0,16.0,4.0,1250662
3101245,1630209686,2,58,0,1,1630085842,1,1.0,50.0,3.0,-9.0,4.0,1250663
3101246,1630209689,2,28,2,2,1630085842,1,3.0,35.0,4.0,-9.0,4.0,1250663
3101247,1630209692,2,32,11,3,1630085842,1,1.0,30.0,3.0,-9.0,4.0,1250663
3101248,1630209458,2,30,0,1,1630085843,1,1.0,40.0,1.0,15.0,4.0,1250664
3101249,1630209457,2,27,15,2,1630085843,2,1.0,40.0,1.0,15.0,4.0,1250664
3101250,1630209029,2,46,0,1,1630085844,2,1.0,40.0,5.0,-9.0,4.0,1250665
3101251,1630209030,2,28,10,2,1630085844,1,6.0,-9.0,-9.0,-9.0,4.0,1250665
3101252,1630209031,2,33,12,3,1630085844,1,6.0,-9.0,-9.0,-9.0,4.0,1250665
3101253,1630209172,2,36,0,1,1630085845,2,1.0,40.0,1.0,-9.0,4.0,1250666
3101254,1630209175,2,14,2,2,1630085845,2,-9.0,-9.0,-9.0,11.0,-9.0,1250666
3101255,1630209174,2,36,13,3,1630085845,1,1.0,30.0,1.0,-9.0,4.0,1250666
3101256,1630209173,2,18,15,4,1630085845,2,6.0,-9.0,-9.0,-9.0,4.0,1250666
3101257,1630209605,2,62,0,1,1630085846,1,1.0,50.0,1.0,-9.0,2.0,1250667
3101258,1630209674,2,56,0,1,1630085847,1,6.0,-9.0,-9.0,-9.0,4.0,1250668
3101259,1630209675,2,23,2,2,1630085847,1,6.0,-9.0,-9.0,-9.0,4.0,1250668
3101260,1630209676,2,23,2,3,1630085847,1,6.0,-9.0,-9.0,-9.0,4.0,1250668
3101261,1630209677,2,20,2,4,1630085847,1,6.0,-9.0,-9.0,-9.0,4.0,1250668
3101262,1630208855,2,59,0,1,1630085848,2,6.0,-9.0,-9.0,-9.0,4.0,1250669
3101263,1630208856,2,16,7,2,1630085848,1,6.0,-9.0,-9.0,13.0,-9.0,1250669
3101264,1630209732,4,52,0,1,1630085849,1,1.0,3.0,6.0,-9.0,4.0,1250670
3101265,1630209734,4,43,1,2,1630085849,2,6.0,-9.0,-9.0,-9.0,4.0,1250670
3101266,1630208960,2,21,0,1,1630085850,2,3.0,-9.0,-9.0,-9.0,4.0,1250671
3101267,1630208961,2,1,2,2,1630085850,1,-9.0,-9.0,-9.0,-9.0,-9.0,1250671
3101268,1630209211,2,24,0,1,1630085851,1,1.0,70.0,4.0,-9.0,4.0,1250672
3101269,1630209213,2,1,2,2,1630085851,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250672
3101270,1630209215,2,4,4,3,1630085851,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250672
3101271,1630209209,2,21,13,4,1630085851,2,1.0,24.0,4.0,-9.0,4.0,1250672
3101272,1630209750,4,38,0,1,1630085852,1,3.0,30.0,6.0,15.0,3.0,1250673
3101273,1630209538,2,53,0,1,1630085853,1,6.0,-9.0,-9.0,-9.0,4.0,1250674
3101274,1630209539,2,60,10,2,1630085853,1,6.0,-9.0,-9.0,-9.0,2.0,1250674
3101275,1630209540,2,58,10,3,1630085853,1,6.0,-9.0,-9.0,-9.0,2.0,1250674
3101276,1630208638,1,24,0,1,1630085854,2,1.0,20.0,3.0,15.0,4.0,1250675
3101277,1630208639,1,29,1,2,1630085854,1,1.0,31.0,3.0,15.0,4.0,1250675
3101278,1630209664,2,45,0,1,1630085855,1,1.0,50.0,1.0,-9.0,2.0,1250676
3101279,1630209667,2,19,2,2,1630085855,1,1.0,40.0,5.0,15.0,4.0,1250676
3101280,1630208977,2,39,0,1,1630085856,2,6.0,-9.0,-9.0,-9.0,4.0,1250677
3101281,1630208978,2,17,2,2,1630085856,1,6.0,-9.0,-9.0,13.0,4.0,1250677
3101282,1630208979,2,15,2,3,1630085856,1,-9.0,-9.0,-9.0,11.0,-9.0,1250677
3101283,1630208621,3,43,0,1,1630085857,1,1.0,60.0,1.0,-9.0,4.0,1250678
3101284,1630208619,3,65,6,2,1630085857,2,6.0,-9.0,-9.0,-9.0,4.0,1250678
3101285,1630208620,1,20,11,3,1630085857,2,1.0,25.0,4.0,-9.0,4.0,1250678
3101286,1630208622,1,35,13,4,1630085857,1,1.0,25.0,1.0,-9.0,4.0,1250678
3101287,1630208522,2,44,0,1,1630085858,2,3.0,40.0,4.0,-9.0,4.0,1250679
3101288,1630208523,2,59,6,2,1630085858,1,6.0,-9.0,-9.0,-9.0,4.0,1250679
3101289,1630208521,2,68,11,3,1630085858,2,6.0,-9.0,-9.0,-9.0,4.0,1250679
3101290,1630208524,2,45,13,4,1630085858,1,6.0,-9.0,-9.0,-9.0,4.0,1250679
3101291,1630209361,2,60,0,1,1630085859,1,1.0,45.0,1.0,-9.0,4.0,1250680
3101292,1630209360,2,56,1,2,1630085859,2,1.0,50.0,1.0,-9.0,4.0,1250680
3101293,1630209496,2,50,0,1,1630085860,2,6.0,40.0,1.0,-9.0,4.0,1250681
3101294,1630209498,2,53,1,2,1630085860,1,6.0,-9.0,-9.0,-9.0,4.0,1250681
3101295,1630209499,2,26,2,3,1630085860,1,6.0,-9.0,-9.0,-9.0,4.0,1250681
3101296,1630209497,2,20,2,4,1630085860,2,1.0,25.0,1.0,-9.0,4.0,1250681
3101297,1630208708,1,40,0,1,1630085861,1,1.0,43.0,1.0,-9.0,4.0,1250682
3101298,1630208662,1,24,0,1,1630085862,2,1.0,40.0,1.0,-9.0,4.0,1250683
3101299,1630208664,1,24,12,2,1630085862,2,1.0,20.0,1.0,16.0,4.0,1250683
3101300,1630208666,1,24,12,3,1630085862,2,1.0,40.0,1.0,15.0,4.0,1250683
3101301,1630208668,1,22,12,4,1630085862,2,3.0,-9.0,-9.0,16.0,4.0,1250683
3101302,1630208670,1,21,12,5,1630085862,2,1.0,40.0,1.0,15.0,4.0,1250683
3101303,1630209052,2,32,0,1,1630085863,2,3.0,8.0,4.0,-9.0,4.0,1250684
3101304,1630209058,2,8,2,2,1630085863,2,-9.0,-9.0,-9.0,4.0,-9.0,1250684
3101305,1630209055,2,34,13,3,1630085863,1,1.0,45.0,2.0,-9.0,4.0,1250684
3101306,1630209114,2,62,0,1,1630085864,2,1.0,20.0,6.0,-9.0,4.0,1250685
3101307,1630209466,2,40,0,1,1630085865,2,1.0,35.0,1.0,-9.0,4.0,1250686
3101308,1630209468,2,46,1,2,1630085865,1,1.0,40.0,1.0,-9.0,4.0,1250686
3101309,1630209467,2,11,2,3,1630085865,1,-9.0,-9.0,-9.0,8.0,-9.0,1250686
3101310,1630209469,2,9,2,4,1630085865,2,-9.0,-9.0,-9.0,5.0,-9.0,1250686
3101311,1630208715,1,48,0,1,1630085866,1,2.0,40.0,3.0,-9.0,4.0,1250687
3101312,1630208924,2,58,0,1,1630085867,2,1.0,40.0,1.0,-9.0,4.0,1250688
3101313,1630208927,2,21,2,2,1630085867,1,1.0,32.0,2.0,-9.0,4.0,1250688
3101314,1630208930,2,58,13,3,1630085867,1,6.0,-9.0,-9.0,-9.0,2.0,1250688
3101315,1630209433,2,24,0,1,1630085868,1,1.0,20.0,1.0,16.0,4.0,1250689
3101316,1630209430,2,24,13,2,1630085868,2,6.0,-9.0,-9.0,16.0,4.0,1250689
3101317,1630208623,1,22,0,1,1630085869,2,1.0,45.0,4.0,-9.0,4.0,1250690
3101318,1630208624,1,24,12,2,1630085869,2,1.0,50.0,1.0,-9.0,4.0,1250690
3101319,1630208625,1,21,12,3,1630085869,2,1.0,35.0,3.0,-9.0,4.0,1250690
3101320,1630208940,2,49,0,1,1630085870,2,1.0,40.0,1.0,-9.0,4.0,1250691
3101321,1630208941,2,26,2,2,1630085870,2,1.0,40.0,1.0,-9.0,4.0,1250691
3101322,1630208942,2,14,2,3,1630085870,1,-9.0,-9.0,-9.0,11.0,-9.0,1250691
3101323,1630208944,2,1,7,4,1630085870,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250691
3101324,1630208943,2,48,13,5,1630085870,1,1.0,40.0,1.0,-9.0,2.0,1250691
3101325,1630208631,2,50,0,1,1630085871,2,3.0,40.0,5.0,-9.0,4.0,1250692
3101326,1630208633,2,50,13,2,1630085871,1,1.0,20.0,1.0,-9.0,4.0,1250692
3101327,1630208635,2,48,15,3,1630085871,1,1.0,25.0,1.0,-9.0,4.0,1250692
3101328,1630208629,1,47,15,4,1630085871,2,3.0,-9.0,-9.0,-9.0,4.0,1250692
3101329,1630209253,2,57,0,1,1630085872,2,1.0,28.0,4.0,-9.0,4.0,1250693
3101330,1630209255,2,28,2,2,1630085872,1,6.0,-9.0,-9.0,13.0,4.0,1250693
3101331,1630209254,2,6,7,3,1630085872,1,-9.0,-9.0,-9.0,4.0,-9.0,1250693
3101332,1630208641,1,29,0,1,1630085873,1,1.0,40.0,1.0,16.0,4.0,1250694
3101333,1630208640,1,24,12,2,1630085873,2,1.0,40.0,1.0,15.0,4.0,1250694
3101334,1630208574,2,72,0,1,1630085874,2,6.0,-9.0,-9.0,-9.0,4.0,1250695
3101335,1630208575,2,41,2,2,1630085874,1,1.0,40.0,1.0,-9.0,4.0,1250695
3101336,1630209101,3,44,0,1,1630085875,2,1.0,40.0,1.0,-9.0,4.0,1250696
3101337,1630209097,2,60,5,2,1630085875,2,6.0,-9.0,-9.0,-9.0,4.0,1250696
3101338,1630209099,2,74,6,3,1630085875,1,6.0,-9.0,-9.0,-9.0,2.0,1250696
3101339,1630208825,2,24,0,1,1630085876,2,6.0,10.0,6.0,15.0,4.0,1250697
3101340,1630209270,2,37,0,1,1630085877,2,1.0,40.0,4.0,-9.0,4.0,1250698
3101341,1630209272,2,44,1,2,1630085877,1,1.0,40.0,1.0,-9.0,4.0,1250698
3101342,1630209271,2,8,2,3,1630085877,1,-9.0,-9.0,-9.0,5.0,-9.0,1250698
3101343,1630209273,2,4,2,4,1630085877,2,-9.0,-9.0,-9.0,1.0,-9.0,1250698
3101344,1630209274,2,1,2,5,1630085877,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250698
3101345,1630209390,2,61,0,1,1630085878,2,1.0,25.0,1.0,-9.0,4.0,1250699
3101346,1630208648,1,25,0,1,1630085879,2,1.0,40.0,1.0,-9.0,4.0,1250700
3101347,1630208649,1,26,12,2,1630085879,1,1.0,30.0,1.0,16.0,4.0,1250700
3101348,1630208650,1,26,12,3,1630085879,1,1.0,55.0,1.0,-9.0,4.0,1250700
3101349,1630208651,1,25,13,4,1630085879,1,1.0,35.0,4.0,-9.0,4.0,1250700
3101350,1630209760,4,36,0,1,1630085880,2,1.0,35.0,1.0,-9.0,4.0,1250701
3101351,1630209761,4,13,2,2,1630085880,2,-9.0,-9.0,-9.0,9.0,-9.0,1250701
3101352,1630209762,4,9,2,3,1630085880,2,-9.0,-9.0,-9.0,5.0,-9.0,1250701
3101353,1630209763,4,4,2,4,1630085880,1,-9.0,-9.0,-9.0,1.0,-9.0,1250701
3101354,1630208616,2,73,0,1,1630085881,1,1.0,4.0,5.0,-9.0,4.0,1250702
3101355,1630208615,2,80,1,2,1630085881,2,6.0,-9.0,-9.0,-9.0,4.0,1250702
3101356,1630209298,2,58,0,1,1630085882,2,6.0,-9.0,-9.0,-9.0,4.0,1250703
3101357,1630209310,2,39,2,2,1630085882,1,1.0,50.0,1.0,-9.0,4.0,1250703
3101358,1630209301,2,19,7,3,1630085882,2,1.0,20.0,4.0,-9.0,4.0,1250703
3101359,1630209307,2,14,7,4,1630085882,1,-9.0,-9.0,-9.0,12.0,-9.0,1250703
3101360,1630209304,2,37,15,5,1630085882,2,3.0,-9.0,-9.0,-9.0,4.0,1250703
3101361,1630209744,4,29,0,1,1630085883,1,1.0,45.0,1.0,-9.0,4.0,1250704
3101362,1630209746,4,26,1,2,1630085883,2,6.0,30.0,6.0,-9.0,4.0,1250704
3101363,1630209169,2,60,0,1,1630085884,1,1.0,70.0,1.0,-9.0,2.0,1250705
3101364,1630209168,2,58,1,2,1630085884,2,1.0,43.0,1.0,-9.0,4.0,1250705
3101365,1630208680,1,33,0,1,1630085885,2,1.0,40.0,1.0,-9.0,4.0,1250706
3101366,1630208682,1,28,15,2,1630085885,2,1.0,30.0,1.0,16.0,4.0,1250706
3101367,1630208686,1,28,15,3,1630085885,1,1.0,65.0,1.0,-9.0,4.0,1250706
3101368,1630208688,1,25,15,4,1630085885,1,1.0,50.0,1.0,-9.0,4.0,1250706
3101369,1630208684,1,24,15,5,1630085885,2,1.0,15.0,4.0,16.0,4.0,1250706
3101370,1630208573,2,65,0,1,1630085886,2,6.0,-9.0,-9.0,-9.0,4.0,1250707
3101371,1630208834,2,62,0,1,1630085887,2,6.0,-9.0,-9.0,-9.0,4.0,1250708
3101372,1630208836,2,62,1,2,1630085887,1,6.0,-9.0,-9.0,-9.0,2.0,1250708
3101373,1630208835,2,14,3,3,1630085887,1,-9.0,-9.0,-9.0,11.0,-9.0,1250708
3101374,1630209111,2,20,0,1,1630085888,2,1.0,16.0,6.0,-9.0,4.0,1250709
3101375,1630209708,2,72,0,1,1630085889,1,6.0,-9.0,-9.0,-9.0,4.0,1250710
3101376,1630208964,2,24,0,1,1630085890,1,1.0,42.0,1.0,-9.0,4.0,1250711
3101377,1630208963,2,24,1,2,1630085890,2,6.0,-9.0,-9.0,-9.0,4.0,1250711
3101378,1630209017,2,20,0,1,1630085891,2,6.0,-9.0,-9.0,-9.0,4.0,1250712
3101379,1630209019,2,1,2,2,1630085891,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250712
3101380,1630209018,2,25,12,3,1630085891,1,3.0,-9.0,-9.0,-9.0,4.0,1250712
3101381,1630208697,1,37,0,1,1630085892,1,1.0,50.0,1.0,16.0,4.0,1250713
3101382,1630208696,1,49,1,2,1630085892,2,1.0,30.0,1.0,-9.0,4.0,1250713
3101383,1630209682,2,27,0,1,1630085893,1,6.0,-9.0,-9.0,-9.0,2.0,1250714
3101384,1630208882,2,60,0,1,1630085894,1,1.0,1.0,6.0,-9.0,4.0,1250715
3101385,1630208881,2,61,1,2,1630085894,2,1.0,7.0,1.0,-9.0,4.0,1250715
3101386,1630209702,2,73,0,1,1630085895,1,6.0,-9.0,-9.0,-9.0,4.0,1250716
3101387,1630208532,2,56,0,1,1630085896,2,6.0,-9.0,-9.0,-9.0,2.0,1250717
3101388,1630208531,2,74,6,2,1630085896,2,6.0,-9.0,-9.0,-9.0,4.0,1250717
3101389,1630208705,3,27,0,1,1630085897,1,1.0,70.0,1.0,-9.0,4.0,1250718
3101390,1630208706,3,27,12,2,1630085897,1,1.0,70.0,1.0,-9.0,4.0,1250718
3101391,1630209045,2,38,0,1,1630085898,1,1.0,40.0,1.0,-9.0,4.0,1250719
3101392,1630209041,2,32,1,2,1630085898,2,1.0,40.0,3.0,16.0,4.0,1250719
3101393,1630209043,2,10,2,3,1630085898,1,-9.0,-9.0,-9.0,7.0,-9.0,1250719
3101394,1630209564,2,45,0,1,1630085899,1,6.0,55.0,4.0,-9.0,4.0,1250720
3101395,1630208917,2,23,0,1,1630085900,2,6.0,-9.0,-9.0,-9.0,4.0,1250721
3101396,1630208920,2,4,2,2,1630085900,2,-9.0,-9.0,-9.0,1.0,-9.0,1250721
3101397,1630208919,2,1,2,3,1630085900,1,-9.0,-9.0,-9.0,-9.0,-9.0,1250721
3101398,1630208918,2,51,10,4,1630085900,2,6.0,-9.0,-9.0,-9.0,4.0,1250721
3101399,1630208921,2,2,10,5,1630085900,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250721
3101400,1630208605,2,41,0,1,1630085901,2,1.0,40.0,1.0,-9.0,4.0,1250722
3101401,1630208604,2,71,6,2,1630085901,2,6.0,-9.0,-9.0,-9.0,4.0,1250722
3101402,1630208874,2,24,0,1,1630085902,2,1.0,87.0,1.0,-9.0,4.0,1250723
3101403,1630208875,2,7,2,2,1630085902,1,-9.0,-9.0,-9.0,4.0,-9.0,1250723
3101404,1630208877,2,4,2,3,1630085902,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250723
3101405,1630208878,2,0,2,4,1630085902,2,-9.0,-9.0,-9.0,-9.0,-9.0,1250723
3101406,1630208876,2,26,12,5,1630085902,1,6.0,15.0,5.0,-9.0,4.0,1250723
3101407,1630208707,1,64,0,1,1630085903,1,6.0,-9.0,-9.0,-9.0,4.0,1250724
3101408,1630208535,2,65,0,1,1630085904,2,6.0,-9.0,-9.0,-9.0,4.0,1250725
3101409,1630208537,2,68,1,2,1630085904,1,6.0,-9.0,-9.0,-9.0,4.0,1250725
3101410,1630208536,2,23,4,3,1630085904,2,6.0,-9.0,-9.0,-9.0,4.0,1250725
3101411,1630208618,1,69,0,1,1630085905,2,6.0,-9.0,-9.0,-9.0,4.0,1250726
3101412,1630208721,1,24,0,1,1630085906,1,6.0,12.0,5.0,16.0,4.0,1250727
3101413,1630208722,1,29,12,2,1630085906,1,6.0,-9.0,-9.0,16.0,4.0,1250727
3101414,1630208723,1,25,12,3,1630085906,1,1.0,36.0,1.0,16.0,4.0,1250727
3101415,1630208724,1,22,12,4,1630085906,1,6.0,20.0,6.0,15.0,4.0,1250727
3101416,1630208673,1,25,0,1,1630085907,2,1.0,30.0,3.0,-9.0,4.0,1250728
3101417,1630209277,2,47,0,1,1630085908,2,1.0,35.0,1.0,-9.0,4.0,1250729
3101418,1630209278,2,21,2,2,1630085908,2,1.0,36.0,1.0,15.0,4.0,1250729
3101419,1630209279,2,17,2,3,1630085908,1,6.0,-9.0,-9.0,14.0,4.0,1250729
3101420,1630208966,2,51,0,1,1630085909,2,1.0,45.0,1.0,-9.0,4.0,1250730
3101421,1630208967,2,20,2,2,1630085909,1,6.0,-9.0,-9.0,-9.0,4.0,1250730
3101422,1630208568,2,86,0,1,1630085910,2,6.0,-9.0,-9.0,-9.0,4.0,1250731
3101423,1630208569,2,62,2,2,1630085910,2,1.0,15.0,3.0,-9.0,4.0,1250731
3101424,1630208570,2,47,2,3,1630085910,1,3.0,8.0,1.0,-9.0,4.0,1250731
3101425,1630209718,2,66,0,1,1630085911,1,1.0,45.0,1.0,-9.0,4.0,1250732
3101426,1630209752,4,58,0,1,1630085912,2,1.0,40.0,1.0,-9.0,4.0,1250733
3101427,1630209373,2,26,0,1,1630085913,2,3.0,-9.0,-9.0,-9.0,4.0,1250734
3101428,1630209375,2,7,2,2,1630085913,2,-9.0,-9.0,-9.0,4.0,-9.0,1250734
3101429,1630209376,2,11,5,3,1630085913,2,-9.0,-9.0,-9.0,6.0,-9.0,1250734
3101430,1630209374,2,26,13,4,1630085913,1,1.0,40.0,1.0,-9.0,4.0,1250734
3101431,1630209016,2,77,0,1,1630085914,1,6.0,-9.0,-9.0,-9.0,4.0,1250735
3101432,1630209013,2,64,5,2,1630085914,2,6.0,-9.0,-9.0,-9.0,4.0,1250735
3101433,1630209091,2,47,0,1,1630085915,2,2.0,40.0,1.0,-9.0,4.0,1250736
3101434,1630209095,2,14,10,2,1630085915,2,-9.0,-9.0,-9.0,10.0,-9.0,1250736
3101435,1630209092,2,12,10,3,1630085915,1,-9.0,-9.0,-9.0,8.0,-9.0,1250736
3101436,1630209093,2,11,10,4,1630085915,1,-9.0,-9.0,-9.0,7.0,-9.0,1250736
3101437,1630209094,2,59,15,5,1630085915,1,6.0,-9.0,-9.0,-9.0,4.0,1250736
3101438,1630208743,2,51,0,1,1630085916,2,6.0,-9.0,-9.0,-9.0,4.0,1250737
3101439,1630208744,2,16,2,2,1630085916,1,6.0,-9.0,-9.0,10.0,-9.0,1250737
3101440,1630208627,1,27,0,1,1630085917,1,1.0,40.0,1.0,16.0,4.0,1250738
3101441,1630208626,1,29,15,2,1630085917,2,1.0,50.0,1.0,-9.0,4.0,1250738
3101442,1630208695,1,25,0,1,1630085918,1,6.0,-9.0,-9.0,16.0,4.0,1250739
3101443,1630208694,1,26,1,2,1630085918,2,1.0,50.0,1.0,-9.0,4.0,1250739
3101444,1630209741,4,22,0,1,1630085919,1,2.0,20.0,4.0,16.0,4.0,1250740
3101445,1630208534,2,65,0,1,1630085920,2,6.0,30.0,5.0,-9.0,4.0,1250741
3101446,1630209239,2,52,0,1,1630085921,1,3.0,40.0,6.0,-9.0,2.0,1250742
3101447,1630209238,2,60,1,2,1630085921,2,1.0,40.0,1.0,-9.0,4.0,1250742
3101448,1630209240,2,21,2,3,1630085921,1,6.0,-9.0,-9.0,15.0,4.0,1250742
3101449,1630209472,2,53,0,1,1630085922,2,1.0,45.0,1.0,-9.0,4.0,1250743
3101450,1630209473,2,32,2,2,1630085922,2,1.0,40.0,1.0,-9.0,4.0,1250743
3101451,1630209129,2,61,0,1,1630085923,1,1.0,60.0,1.0,-9.0,4.0,1250744
3101452,1630209127,2,60,1,2,1630085923,2,6.0,-9.0,-9.0,-9.0,4.0,1250744
3101453,1630209128,2,51,10,3,1630085923,2,6.0,-9.0,-9.0,-9.0,4.0,1250744
3105439,1630214194,1,42,0,1,1630087733,1,1.0,50.0,1.0,-9.0,4.0,1252554
3105440,1630214195,1,42,0,1,1630087734,1,1.0,50.0,1.0,-9.0,4.0,1252555
3105441,1630214108,1,30,0,1,1630087735,1,1.0,55.0,1.0,-9.0,4.0,1252556
3105442,1630213909,4,40,0,1,1630087736,1,1.0,60.0,1.0,-9.0,4.0,1252557
3105443,1630213907,1,33,13,2,1630087736,2,1.0,40.0,1.0,-9.0,4.0,1252557
3105444,1630213842,1,42,0,1,1630087737,1,1.0,40.0,1.0,-9.0,4.0,1252558
3105445,1630213841,1,42,1,2,1630087737,2,1.0,40.0,1.0,-9.0,4.0,1252558
3105446,1630214072,1,31,0,1,1630087738,1,1.0,40.0,1.0,-9.0,4.0,1252559
3105447,1630214071,1,32,1,2,1630087738,2,1.0,55.0,1.0,-9.0,4.0,1252559
3105448,1630213901,1,36,0,1,1630087739,2,1.0,42.0,1.0,-9.0,4.0,1252560
3105449,1630213902,1,38,1,2,1630087739,1,1.0,45.0,1.0,-9.0,4.0,1252560
3105450,1630214384,2,36,0,1,1630087740,2,1.0,45.0,1.0,16.0,4.0,1252561
3105451,1630214239,1,30,0,1,1630087741,1,1.0,60.0,1.0,-9.0,4.0,1252562
3105452,1630214002,1,31,0,1,1630087742,2,1.0,50.0,1.0,-9.0,4.0,1252563
3105453,1630214003,1,31,0,1,1630087743,2,1.0,50.0,1.0,-9.0,4.0,1252564
3105454,1630214061,1,35,0,1,1630087744,2,1.0,40.0,2.0,-9.0,4.0,1252565
3105455,1630214004,1,31,0,1,1630087745,2,1.0,50.0,1.0,-9.0,4.0,1252566
3105456,1630214062,1,35,0,1,1630087746,2,1.0,40.0,2.0,-9.0,4.0,1252567
3105457,1630214404,2,27,0,1,1630087747,1,6.0,-9.0,-9.0,16.0,4.0,1252568
3105458,1630214402,2,25,1,2,1630087747,2,1.0,40.0,1.0,-9.0,4.0,1252568
3105459,1630214348,2,38,0,1,1630087748,2,1.0,40.0,1.0,-9.0,4.0,1252569
3105460,1630214349,2,18,2,2,1630087748,1,3.0,-9.0,-9.0,-9.0,4.0,1252569
3105461,1630214566,2,35,0,1,1630087749,1,1.0,30.0,5.0,-9.0,4.0,1252570
3105462,1630214567,2,31,15,2,1630087749,1,1.0,40.0,1.0,-9.0,4.0,1252570
3105463,1630214025,1,38,0,1,1630087750,2,1.0,32.0,1.0,-9.0,4.0,1252571
3105464,1630214027,1,36,5,2,1630087750,1,1.0,40.0,1.0,-9.0,4.0,1252571
3105465,1630214026,1,38,0,1,1630087751,2,1.0,32.0,1.0,-9.0,4.0,1252572
