person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,school_zone_id,workplace_zone_id,free_parking_at_work,cdap_activity,mandatory_tour_frequency,_escort,_shopping,_othmaint,_othdiscr,_eatout,_social,non_mandatory_tour_frequency
3698576,1683291,26,3,1,1,3,1,-1,896,False,N,,0,0,0,0,1,0,4
3701571,1684290,54,1,1,1,3,1,-1,1170,False,M,work1,0,0,0,0,0,0,0
3701572,1684290,51,2,2,3,3,4,-1,-1,False,N,,0,0,1,0,1,0,12
3701573,1684290,23,3,1,1,3,1,-1,1019,False,M,work1,0,0,1,0,0,0,8
3710292,1687197,56,1,1,1,3,1,-1,249,False,M,work1,0,0,0,0,0,0,0
3710293,1687197,59,2,2,1,3,1,-1,286,True,M,work1,0,0,0,0,0,0,0
3710294,1687197,23,3,2,2,2,3,286,340,True,M,work_and_school,0,0,0,0,0,0,0
3710391,1687230,45,1,1,1,3,1,-1,142,False,M,work1,0,0,0,0,0,0,0
3710392,1687230,43,2,2,1,3,1,-1,311,True,H,,0,0,0,0,0,0,0
3710393,1687230,18,3,1,2,3,2,-1,199,True,N,,0,0,0,1,0,0,1
3710607,1687302,28,1,1,1,3,1,-1,311,True,M,work1,0,0,0,0,0,0,0
3710608,1687302,27,2,2,1,3,1,-1,193,True,M,work1,0,0,0,0,0,0,0
3710609,1687302,18,3,2,2,1,6,317,828,True,M,school2,0,0,0,0,0,0,0
3721176,1690825,52,1,1,2,2,3,754,1156,True,M,work1,0,0,0,0,0,0,0
3721177,1690825,47,2,2,1,3,1,-1,1161,False,M,work1,0,0,1,0,0,0,8
3721178,1690825,19,3,2,2,2,3,811,435,False,N,,0,0,0,1,0,0,1
3730767,1694022,37,1,1,1,3,1,-1,869,True,M,work1,0,0,0,0,0,0,0
3730768,1694022,37,2,2,1,3,1,-1,1038,True,M,work1,0,0,0,0,0,1,2
3730769,1694022,33,3,2,1,3,1,-1,979,True,M,work1,0,1,0,0,0,0,16
3735105,1695468,41,1,1,1,3,1,-1,1122,False,M,work1,0,0,0,0,0,0,0
3735106,1695468,38,2,2,2,3,2,-1,1116,False,M,work1,0,0,0,0,0,0,0
3735107,1695468,18,3,2,2,1,6,1106,1100,False,M,school1,0,0,0,0,0,0,0
3737913,1696404,50,1,1,1,3,1,-1,1179,True,M,work1,0,0,0,0,0,0,0
3737914,1696404,48,2,2,2,3,2,-1,1188,False,H,,0,0,0,0,0,0,0
3737915,1696404,26,3,1,2,2,3,1198,1183,True,H,,0,0,0,0,0,0,0
3741324,1697541,59,1,1,1,3,1,-1,1250,True,M,work1,0,0,0,0,0,0,0
3741325,1697541,44,2,2,1,3,1,-1,971,False,M,work1,0,0,0,0,0,0,0
3741326,1697541,18,3,2,2,1,6,1274,970,True,M,work_and_school,0,0,0,0,0,0,0
3743175,1698158,49,1,1,1,3,1,-1,1279,True,M,work1,0,0,0,0,0,0,0
3743176,1698158,47,2,2,1,3,1,-1,1113,True,M,work1,0,0,0,0,1,0,4
3743177,1698158,18,3,1,1,3,1,-1,1284,False,M,work1,0,0,0,0,0,0,0
3745176,1698825,51,1,2,1,3,1,-1,1112,False,M,work1,0,0,0,0,0,0,0
3745177,1698825,33,2,1,2,3,2,-1,1322,False,M,work1,0,0,0,1,1,0,5
3745178,1698825,31,3,1,1,3,1,-1,1350,True,M,work1,0,0,0,0,0,0,0
3748464,1699921,51,1,2,1,3,1,-1,1375,False,M,work1,0,0,0,0,0,0,0
3748465,1699921,33,2,1,2,3,2,-1,1366,True,M,work1,0,0,1,0,0,0,8
3748466,1699921,31,3,1,1,3,1,-1,1368,False,M,work1,0,0,0,0,0,0,0
3749943,1700414,43,1,1,2,3,2,-1,165,False,M,work1,0,0,0,1,1,0,5
3749944,1700414,35,2,1,1,3,1,-1,87,False,M,work1,0,0,0,0,0,0,0
3749945,1700414,53,3,1,2,3,2,-1,106,False,M,work1,0,0,0,0,0,0,0
3752820,1701373,26,1,1,1,3,1,-1,13,False,M,work1,0,0,0,0,0,0,0
3752821,1701373,29,2,1,1,3,1,-1,112,False,M,work1,0,0,0,0,0,0,0
3752822,1701373,20,3,2,2,2,3,9,5,False,M,work1,0,0,0,0,0,0,0
3756828,1702709,45,1,2,2,3,2,-1,257,True,N,,1,1,0,0,0,0,48
3756829,1702709,20,2,2,1,3,1,-1,21,False,M,work1,0,0,0,0,0,0,0
3756830,1702709,51,3,1,1,3,1,-1,999,False,M,work1,0,0,0,0,0,0,0
3775233,1708844,42,1,1,1,3,1,-1,770,False,M,work1,0,0,0,0,0,0,0
3775234,1708844,37,2,2,3,3,4,-1,-1,False,N,,2,1,1,0,0,0,88
3775235,1708844,6,3,1,4,1,7,256,-1,False,M,school1,0,0,0,0,0,0,0
3782079,1711126,30,1,1,1,3,1,-1,676,False,M,work1,0,0,0,0,0,0,0
3782080,1711126,31,2,2,3,3,4,-1,-1,False,N,,0,0,1,0,0,0,8
3782081,1711126,0,3,1,4,1,8,567,-1,False,M,school1,0,0,0,0,0,0,0
3782391,1711230,45,1,1,1,3,1,-1,700,True,M,work1,0,0,0,0,0,0,0
3782392,1711230,46,2,2,3,3,4,-1,-1,False,N,,2,0,0,0,0,0,64
3782393,1711230,10,3,2,4,1,7,684,-1,False,M,school1,0,0,0,0,0,0,0
3789657,1713652,35,1,1,1,3,1,-1,813,False,M,work1,0,0,0,0,1,0,4
3789658,1713652,37,2,2,3,3,4,-1,-1,False,N,,2,1,0,0,0,0,80
3789659,1713652,0,3,2,4,1,8,1166,-1,False,N,,0,1,0,0,0,0,16
3793170,1714823,46,1,1,1,3,1,-1,1124,False,M,work1,0,0,0,0,0,0,0
3793171,1714823,44,2,2,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
3793172,1714823,16,3,1,3,1,6,1270,-1,False,M,school1,0,0,0,1,0,0,1
3794691,1715330,32,1,1,1,3,1,-1,1240,False,M,work1,0,0,0,0,0,0,0
3794692,1715330,27,2,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3794693,1715330,1,3,1,4,1,8,1292,-1,False,N,,0,0,0,0,0,0,0
3794715,1715338,28,1,2,3,3,4,-1,-1,False,N,,0,1,0,0,1,0,20
3794716,1715338,31,2,1,1,3,1,-1,1292,True,M,work1,0,0,0,0,0,0,0
3794717,1715338,7,3,1,4,1,7,1292,-1,False,M,school1,0,0,1,0,0,0,8
3795540,1715613,35,1,2,2,3,2,-1,1363,True,N,,2,0,1,0,0,0,72
3795541,1715613,8,2,1,4,1,7,1329,-1,False,N,,0,1,0,1,0,0,17
3795542,1715613,6,3,1,4,1,7,1326,-1,False,M,school2,0,0,0,0,0,0,0
3802560,1717953,40,1,2,2,3,2,-1,351,True,M,work1,0,0,0,1,0,0,1
3802561,1717953,14,2,1,4,1,7,379,-1,False,M,school1,0,0,0,0,0,0,0
3802562,1717953,11,3,2,4,1,7,381,-1,False,M,school1,0,0,0,0,0,0,0
3807321,1719540,33,1,1,1,3,1,-1,549,True,N,,1,0,0,0,0,0,32
3807322,1719540,30,2,2,3,2,3,557,-1,False,M,school1,0,0,0,0,0,0,0
3807323,1719540,2,3,1,4,1,8,669,-1,False,N,,0,0,0,0,0,0,0
3814614,1721971,39,1,1,1,3,1,-1,174,False,M,work1,0,0,0,0,0,0,0
3814615,1721971,36,2,2,1,3,1,-1,12,False,M,work1,0,0,0,0,0,0,0
3814616,1721971,1,3,1,4,1,8,175,-1,False,N,,1,0,0,0,0,0,32
3814860,1722053,32,1,2,2,2,3,9,115,False,M,work1,0,0,0,0,0,0,0
3814861,1722053,32,2,1,1,3,1,-1,7,False,M,work1,0,0,0,0,0,0,0
3814862,1722053,1,3,2,4,1,8,85,-1,False,M,school1,0,0,0,0,0,0,0
3822351,1724550,46,1,2,1,3,1,-1,264,True,M,work1,0,0,0,0,0,0,0
3822352,1724550,12,2,1,4,1,7,257,-1,False,M,school1,0,0,0,0,0,0,0
3822353,1724550,33,3,1,1,3,1,-1,830,True,M,work1,0,0,0,0,0,0,0
3828384,1726561,37,1,2,1,3,1,-1,546,True,M,work1,0,0,1,0,0,0,8
3828385,1726561,44,2,1,1,3,1,-1,425,True,H,,0,0,0,0,0,0,0
3828386,1726561,14,3,1,4,1,7,483,-1,False,M,school1,0,0,0,0,0,0,0
3830685,1727328,25,1,1,1,3,1,-1,468,True,M,work1,0,0,0,0,0,0,0
3830686,1727328,1,2,2,4,1,8,564,-1,False,M,school1,0,0,0,0,0,0,0
3830687,1727328,23,3,2,2,3,2,-1,396,True,M,work1,0,1,0,0,0,0,16
3835266,1728855,39,1,1,1,3,1,-1,700,False,M,work1,0,0,0,0,0,0,0
3835267,1728855,37,2,2,1,3,1,-1,810,False,M,work1,0,0,0,0,0,0,0
3835268,1728855,13,3,1,4,1,7,702,-1,False,M,school1,0,0,0,0,0,1,2
3835404,1728901,48,1,1,2,3,2,-1,700,False,M,work1,0,0,1,0,0,0,8
3835405,1728901,52,2,2,1,3,1,-1,700,True,M,work1,0,0,0,1,0,0,1
3835406,1728901,14,3,1,4,1,7,702,-1,False,M,school1,0,0,0,0,0,0,0
3839307,1730202,40,1,1,1,3,1,-1,811,True,M,work1,1,0,0,0,0,0,32
3839308,1730202,39,2,2,1,3,1,-1,751,True,M,work1,0,0,0,0,0,0,0
3839309,1730202,10,3,2,4,1,7,1199,-1,False,M,school1,0,0,0,0,0,0,0
3841371,1730890,49,1,1,1,3,1,-1,743,False,N,,1,0,0,0,0,0,32
3841372,1730890,36,2,2,1,3,1,-1,840,True,M,work1,0,0,0,0,0,0,0
3841373,1730890,8,3,1,4,1,7,844,-1,False,N,,0,0,1,0,0,0,8
3842544,1731281,59,1,1,1,3,1,-1,361,False,M,work1,0,0,0,0,0,0,0
3842545,1731281,41,2,2,1,3,1,-1,870,False,M,work1,0,0,0,0,0,0,0
3842546,1731281,10,3,1,4,1,7,964,-1,False,M,school1,0,0,0,0,0,0,0
3855318,1735539,45,1,2,1,3,1,-1,1121,False,M,work1,0,0,0,0,0,0,0
3855319,1735539,19,2,2,1,3,1,-1,1099,True,M,work1,1,0,0,0,0,0,32
3855320,1735539,14,3,1,4,1,7,1125,-1,False,M,school1,0,0,0,0,0,0,0
3863745,1738348,42,1,1,1,3,1,-1,1172,True,M,work1,0,0,0,0,0,0,0
3863746,1738348,43,2,2,1,3,1,-1,1122,False,H,,0,0,0,0,0,0,0
3863747,1738348,13,3,2,4,1,7,1184,-1,False,M,school1,0,0,0,0,0,0,0
3868356,1739885,38,1,1,1,3,1,-1,1305,True,M,work1,0,0,0,0,0,0,0
3868357,1739885,39,2,2,2,3,2,-1,1407,True,M,work1,3,2,0,0,0,0,80
3868358,1739885,6,3,1,4,1,7,1242,-1,False,M,school1,0,0,0,0,0,0,0
3869328,1740209,46,1,1,1,3,1,-1,1284,True,M,work1,0,0,0,0,0,0,0
3869329,1740209,42,2,2,1,3,1,-1,1250,False,N,,0,2,0,0,0,0,16
3869330,1740209,5,3,2,4,1,8,1250,-1,False,M,school1,0,0,0,0,0,0,0
3874998,1742099,34,1,1,1,3,1,-1,1368,False,M,work1,0,0,1,0,0,0,8
3874999,1742099,7,2,2,4,1,7,1307,-1,False,M,school1,0,0,0,0,0,0,0
3875000,1742099,40,3,2,1,3,1,-1,1430,False,M,work1,0,0,0,0,0,0,0
3877257,1742852,41,1,1,1,3,1,-1,1335,False,M,work1,0,0,1,0,0,0,8
3877258,1742852,35,2,2,2,3,2,-1,1325,False,M,work1,0,0,1,0,1,0,12
3877259,1742852,3,3,2,4,1,8,204,-1,False,M,school1,0,0,0,0,0,0,0
3881490,1744263,30,1,1,1,3,1,-1,1366,True,M,work1,0,0,0,1,0,0,1
3881491,1744263,30,2,2,2,3,2,-1,1366,True,M,work1,0,0,1,0,0,0,8
3881492,1744263,2,3,2,4,1,8,1367,-1,False,M,school1,0,0,0,0,0,0,0
3914607,1755302,29,1,2,1,3,1,-1,982,True,M,work1,0,0,0,0,0,0,0
3914608,1755302,45,2,1,1,3,1,-1,99,False,M,work1,0,0,0,0,0,0,0
3914609,1755302,8,3,1,4,1,7,1051,-1,False,H,,0,0,0,0,0,0,0
3914937,1755412,30,1,1,1,3,1,-1,969,False,M,work1,0,0,0,0,0,0,0
3914938,1755412,11,2,2,4,1,7,1082,-1,False,M,school2,0,0,0,0,0,1,2
3914939,1755412,39,3,1,1,3,1,-1,1124,False,M,work1,0,0,0,0,0,0,0
3923172,1758157,40,1,1,1,3,1,-1,1166,True,M,work1,0,0,0,0,0,0,0
3923173,1758157,38,2,2,2,3,2,-1,718,False,N,,0,0,0,1,1,0,5
3923174,1758157,16,3,2,1,3,1,-1,728,False,M,work1,0,0,0,0,0,0,0
3926034,1759111,44,1,1,1,3,1,-1,1362,True,M,work1,0,0,0,0,0,0,0
3926035,1759111,45,2,2,1,3,1,-1,1374,True,M,work2,0,0,0,0,0,0,0
3926036,1759111,17,3,1,2,1,6,1364,1363,True,M,school1,0,0,0,1,1,0,5
3926505,1759268,42,1,2,1,3,1,-1,1363,True,M,work1,0,0,0,0,0,0,0
3926506,1759268,18,2,2,2,1,6,1384,1351,True,M,school1,0,0,0,0,0,1,2
3926507,1759268,16,3,2,2,1,6,1384,1368,False,M,school1,0,0,0,0,0,0,0
3932397,1761149,60,1,1,3,3,4,-1,-1,False,N,,0,0,0,0,0,0,0
3932398,1761149,52,2,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3932399,1761149,27,3,1,3,2,3,229,-1,False,H,,0,0,0,0,0,0,0
3932400,1761149,18,4,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
3932401,1761149,0,5,1,4,1,8,219,-1,False,M,school1,0,0,0,0,0,0,0
3941052,1762857,27,1,1,3,2,3,229,-1,False,H,,0,0,0,0,0,0,0
3941053,1762857,44,2,2,3,3,4,-1,-1,False,N,,0,0,1,0,1,0,12
3941054,1762857,22,3,1,3,2,3,229,-1,False,M,school2,0,0,0,0,0,0,0
3941055,1762857,16,4,2,3,1,6,245,-1,False,N,,0,0,0,0,0,0,0
3951235,1764952,64,1,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3951236,1764952,39,2,2,1,3,1,-1,546,False,M,work1,0,0,0,0,0,0,0
3951237,1764952,14,3,2,4,1,7,550,-1,False,N,,1,0,0,0,0,0,32
3951238,1764952,3,4,1,4,1,8,564,-1,False,N,,0,0,0,1,0,0,1
3952074,1765148,49,1,1,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
3952075,1765148,49,2,2,3,3,4,-1,-1,False,N,,0,0,0,0,0,1,2
3952076,1765148,21,3,1,1,3,1,-1,538,True,M,work1,0,0,0,0,0,0,0
3952077,1765148,20,4,1,3,2,3,754,-1,False,M,school1,0,0,0,0,0,0,0
3955299,1765744,49,1,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3955300,1765744,33,2,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
3955301,1765744,26,3,1,3,3,4,-1,-1,False,N,,1,0,0,0,0,0,32
3955302,1765744,34,4,1,3,3,4,-1,-1,False,N,,0,0,1,0,0,0,8
3955303,1765744,21,5,1,1,3,1,-1,677,True,M,work1,0,0,0,0,0,0,0
3955304,1765744,29,6,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
3961973,1767156,43,1,1,3,2,3,946,-1,False,M,school1,0,0,0,0,0,0,0
3961974,1767156,46,2,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3961975,1767156,19,3,1,2,2,3,811,15,False,M,work1,0,0,0,0,0,0,0
3961976,1767156,23,4,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3962898,1767338,56,1,2,2,3,2,-1,1019,True,H,,0,0,0,0,0,0,0
3962899,1767338,18,2,1,3,1,6,1067,-1,False,M,school1,0,0,0,0,0,0,0
3962900,1767338,17,3,1,3,1,6,1035,-1,False,M,school1,0,0,0,0,0,0,0
3962901,1767338,13,4,1,4,1,7,1061,-1,False,M,school1,0,0,0,0,0,0,0
3962902,1767338,13,5,1,4,1,7,1057,-1,False,M,school1,0,0,0,0,0,0,0
3965953,1767989,59,1,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3965954,1767989,41,2,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3965955,1767989,40,3,1,3,3,4,-1,-1,False,N,,0,0,0,0,0,1,2
3965956,1767989,38,4,2,2,3,2,-1,1258,True,H,,0,0,0,0,0,0,0
3965957,1767989,15,5,1,4,1,7,1263,-1,False,M,school1,0,0,0,0,0,0,0
3965958,1767989,11,6,2,4,1,7,1270,-1,False,M,school1,0,0,0,0,0,0,0
3965959,1767989,1,7,1,4,1,8,1268,-1,False,H,,0,0,0,0,0,0,0
3965960,1767989,15,8,1,4,1,7,1263,-1,False,M,school1,0,0,0,0,0,0,0
3968119,1768462,39,1,1,1,3,1,-1,313,True,M,work1,0,0,0,0,0,0,0
3968120,1768462,22,2,2,3,2,3,286,-1,False,M,school1,0,0,0,0,0,0,0
3968121,1768462,64,3,1,3,3,4,-1,-1,False,N,,0,0,1,0,0,0,8
3968122,1768462,56,4,2,3,3,4,-1,-1,False,N,,0,0,1,0,0,0,8
3973117,1769595,18,1,1,1,3,1,-1,9,False,M,work1,0,0,0,0,0,0,0
3973118,1769595,46,2,2,1,3,1,-1,114,False,M,work1,0,0,0,0,0,0,0
3973119,1769595,54,3,1,3,2,3,133,-1,False,M,school1,1,0,1,1,0,0,41
3973120,1769595,11,4,2,4,1,7,134,-1,False,M,school1,0,0,0,0,0,0,0
3973121,1769595,77,5,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
3974079,1769752,63,1,1,2,3,2,-1,115,False,M,work1,0,0,0,0,0,0,0
3974080,1769752,62,2,2,3,3,4,-1,-1,False,N,,2,0,0,0,0,0,64
3974081,1769752,13,3,2,4,1,7,139,-1,False,M,school1,0,0,0,0,0,0,0
3974082,1769752,37,4,1,1,3,1,-1,133,False,M,work1,0,0,0,0,0,0,0
3974443,1769811,55,1,1,1,3,1,-1,13,False,H,,0,0,0,0,0,0,0
3974444,1769811,54,2,2,1,3,1,-1,132,False,M,work1,0,0,0,0,0,0,0
3974445,1769811,28,3,2,3,2,3,133,-1,False,M,school1,0,0,0,0,0,0,0
3974446,1769811,25,4,1,3,2,3,133,-1,False,M,school1,0,0,0,0,0,0,0
3974447,1769811,21,5,2,3,2,3,69,-1,False,M,school1,0,0,0,0,0,0,0
3974448,1769811,29,6,1,3,2,3,229,-1,False,M,school1,0,0,0,0,0,0,0
3974449,1769811,24,7,2,3,2,3,133,-1,False,M,school1,0,0,0,0,0,0,0
3974450,1769811,19,8,1,3,2,3,188,-1,False,M,school1,0,0,0,0,0,0,0
3974451,1769811,1,9,1,4,1,8,155,-1,False,M,school1,0,0,0,0,0,0,0
3977172,1770314,37,1,1,1,3,1,-1,22,False,M,work1,0,0,0,0,0,0,0
3977173,1770314,33,2,2,1,3,1,-1,24,False,M,work1,0,0,0,0,0,0,0
3977174,1770314,63,3,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
3977175,1770314,60,4,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,1,18
3977176,1770314,85,5,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
3977177,1770314,80,6,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
3985939,1772246,64,1,1,3,3,4,-1,-1,False,N,,0,0,0,0,0,0,0
3985940,1772246,59,2,2,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
3985941,1772246,32,3,1,1,3,1,-1,345,False,M,work1,0,0,0,0,0,0,0
3985942,1772246,28,4,2,1,3,1,-1,533,True,M,work1,0,0,0,0,0,0,0
3986153,1772297,64,1,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
3986154,1772297,59,2,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
3986155,1772297,32,3,1,1,3,1,-1,355,True,M,work1,0,0,0,0,0,0,0
3986156,1772297,28,4,2,1,3,1,-1,381,False,M,work1,0,0,0,0,0,0,0
3992015,1773651,53,1,1,1,3,1,-1,563,False,M,work2,0,0,0,0,0,0,0
3992016,1773651,53,2,2,3,3,4,-1,-1,False,N,,0,0,0,0,0,0,0
3992017,1773651,32,3,2,2,3,2,-1,656,True,N,,0,0,0,0,0,0,0
3992018,1773651,12,4,2,4,1,7,817,-1,False,N,,0,0,0,0,0,0,0
3992019,1773651,11,5,2,4,1,7,580,-1,False,N,,0,0,0,1,0,0,1
3992923,1773842,52,1,1,1,3,1,-1,398,True,H,,0,0,0,0,0,0,0
3992924,1773842,47,2,2,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
3992925,1773842,20,3,1,2,3,2,-1,627,True,N,,1,0,0,1,0,0,33
3992926,1773842,18,4,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
4004255,1776206,53,1,1,1,3,1,-1,435,True,M,work1,0,0,0,0,0,0,0
4004256,1776206,29,2,1,1,3,1,-1,407,False,M,work1,1,0,0,0,0,0,32
4004257,1776206,16,3,2,3,1,6,655,-1,False,M,school1,0,0,0,0,0,0,0
4004258,1776206,44,4,2,3,3,4,-1,-1,False,N,,0,0,0,0,0,0,0
4009864,1777395,53,1,1,1,3,1,-1,563,True,M,work1,0,0,0,0,0,0,0
4009865,1777395,50,2,2,1,3,1,-1,700,True,H,,0,0,0,0,0,0,0
4009866,1777395,25,3,1,3,2,3,705,-1,False,H,,0,0,0,0,0,0,0
4009867,1777395,62,4,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
4009868,1777395,58,5,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
4013527,1778190,42,1,1,1,3,1,-1,862,True,H,,0,0,0,0,0,0,0
4013528,1778190,41,2,2,1,3,1,-1,435,True,N,,0,1,0,0,0,0,16
4013529,1778190,19,3,2,3,2,3,754,-1,False,H,,0,0,0,0,0,0,0
4013530,1778190,85,4,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
4014260,1778359,37,1,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
4014261,1778359,41,2,2,3,3,4,-1,-1,False,N,,0,0,1,0,0,0,8
4014262,1778359,22,3,2,2,2,3,354,614,True,M,work_and_school,0,0,0,0,0,0,0
4014263,1778359,19,4,1,2,3,2,-1,743,True,N,,0,1,0,0,0,0,16
4014264,1778359,33,5,2,3,2,3,811,-1,False,M,school1,0,0,0,0,0,0,0
4015712,1778694,56,1,2,1,3,1,-1,311,True,H,,0,0,0,0,0,0,0
4015713,1778694,27,2,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
4015714,1778694,28,3,1,3,2,3,821,-1,False,M,school1,0,0,0,0,0,0,0
4015715,1778694,55,4,1,1,3,1,-1,1146,True,M,work1,0,0,0,0,0,0,0
4021808,1779871,48,1,1,1,3,1,-1,1168,True,M,work1,0,0,0,1,0,0,1
4021809,1779871,46,2,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
4021810,1779871,20,3,2,2,2,3,902,866,True,M,work1,0,0,0,0,0,0,0
4021811,1779871,19,4,2,3,2,3,946,-1,False,M,school1,0,0,0,0,0,0,0
4030787,1781702,56,1,1,1,3,1,-1,1113,True,M,work1,0,0,0,0,0,0,0
4030788,1781702,43,2,2,1,3,1,-1,1242,True,M,work1,0,0,0,0,0,0,0
4030789,1781702,32,3,1,3,2,3,1222,-1,False,M,school1,0,0,0,0,0,0,0
4030790,1781702,63,4,2,3,3,4,-1,-1,False,N,,1,0,0,0,0,0,32
4057938,1787431,48,1,2,1,3,1,-1,104,False,M,work1,0,0,0,0,0,0,0
4057939,1787431,74,2,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
4057940,1787431,53,3,2,1,3,1,-1,1437,False,M,work1,0,0,0,0,0,0,0
4057941,1787431,20,4,2,1,3,1,-1,4,False,M,work1,0,0,0,0,0,0,0
4057942,1787431,45,5,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
4058470,1787532,57,1,1,1,3,1,-1,203,True,M,work1,0,0,0,0,0,0,0
4058471,1787532,52,2,2,1,3,1,-1,24,False,N,,0,0,0,1,0,0,1
4058472,1787532,21,3,1,1,3,1,-1,115,False,M,work1,0,0,0,0,0,0,0
4058473,1787532,18,4,1,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
4067457,1789287,60,1,2,1,3,1,-1,1012,False,M,work1,0,0,0,0,0,0,0
4067458,1789287,80,2,1,1,3,1,-1,331,False,H,,0,0,0,0,0,0,0
4067459,1789287,36,3,2,1,3,1,-1,142,False,M,work1,0,0,0,0,0,0,0
4067460,1789287,11,4,2,4,1,7,237,-1,False,H,,0,0,0,0,0,0,0
4067461,1789287,6,5,2,4,1,7,237,-1,False,H,,0,0,0,0,0,0,0
4067462,1789287,10,6,1,4,1,7,236,-1,False,H,,0,0,0,0,0,0,0
4067463,1789287,36,7,1,1,3,1,-1,107,True,M,work1,0,0,1,0,0,0,8
4067464,1789287,0,8,1,4,1,8,279,-1,False,H,,0,0,0,0,0,0,0
4067465,1789287,8,9,2,4,1,7,166,-1,False,M,school1,0,0,0,0,0,0,0
4067466,1789287,39,10,1,1,3,1,-1,212,True,H,,0,0,0,0,0,0,0
4072361,1790220,27,1,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
4072362,1790220,35,2,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
4072363,1790220,7,3,2,4,1,7,334,-1,False,H,,0,0,0,0,0,0,0
4072364,1790220,20,4,1,1,3,1,-1,750,False,H,,0,0,0,0,0,0,0
4072365,1790220,27,5,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
4072366,1790220,30,6,1,2,3,2,-1,369,True,M,work1,0,1,0,0,0,0,16
4072367,1790220,37,7,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
4072368,1790220,21,8,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
4072369,1790220,31,9,2,1,3,1,-1,574,False,M,work1,0,0,0,0,0,0,0
4092686,1794062,40,1,1,1,3,1,-1,422,False,M,work1,0,0,0,0,0,0,0
4092687,1794062,48,2,2,1,3,1,-1,821,True,M,work1,0,0,0,0,0,0,0
4092688,1794062,22,3,2,2,3,2,-1,545,False,N,,1,0,0,1,0,0,33
4092689,1794062,18,4,2,2,3,2,-1,608,False,M,work1,0,0,1,0,0,0,8
4102032,1795829,44,1,1,1,3,1,-1,768,True,M,work1,0,0,0,0,0,0,0
4102033,1795829,49,2,2,1,3,1,-1,656,False,M,work1,0,0,0,0,0,0,0
4102034,1795829,26,3,2,1,3,1,-1,620,False,M,work1,0,0,0,0,0,0,0
4102035,1795829,27,4,2,1,3,1,-1,700,True,M,work1,0,0,0,0,0,0,0
4102036,1795829,24,5,1,2,2,3,653,435,False,M,work1,0,0,0,0,0,0,0
4102037,1795829,21,6,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
4102038,1795829,0,7,2,4,1,8,655,-1,False,M,school1,0,0,0,0,0,0,0
4102039,1795829,5,8,1,4,1,8,573,-1,False,M,school1,0,0,0,0,0,0,0
4102040,1795829,1,9,2,4,1,8,653,-1,False,M,school1,0,0,0,0,0,0,0
4102041,1795829,27,10,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
4104796,1796328,24,1,1,1,3,1,-1,603,True,M,work1,0,0,0,0,0,0,0
4104797,1796328,28,2,1,1,3,1,-1,660,False,N,,0,0,1,0,0,0,8
4104798,1796328,38,3,1,2,3,2,-1,660,False,M,work1,0,0,0,0,0,0,0
4104799,1796328,32,4,1,1,3,1,-1,606,False,M,work1,0,0,0,0,0,0,0
