HHID,TAZ,SERIALNO,PUMA5,income,PERSONS,HHT,UNITTYPE,NOC,BLDGSZ,TENURE,VEHICL,hinccat1,hinccat2,hhagecat,hsizecat,hfamily,hunittype,hNOCcat,hwrkrcat,h0004,h0511,h1215,h1617,h1824,h2534,h3549,h5064,h6579,h80up,workers,hwork_f,hwork_p,huniv,hnwork,hretire,hpresch,hschpred,hschdriv,htypdwel,hownrent,hadnwst,hadwpst,hadkids,bucketBin,originalPUMA,hmultiunit
108304,9,3273570,2203,24900,1,4,0,0,9,3,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,8,2203,1
2224906,19,5274894,2203,106730,2,5,0,0,6,3,3,4,9,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,7,2203,1
2762284,21,6175311,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,7,2203,1
567013,9,6531107,2203,8200,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,2203,1
1402933,17,846614,2203,57500,4,1,0,0,5,3,2,3,6,2,4,2,0,0,3,0,0,0,0,0,1,1,0,2,0,3,2,1,0,1,0,0,0,0,2,2,0,0,0,8,2203,1
227126,11,7536560,2203,11200,2,5,0,0,9,3,0,1,2,1,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,1,1,0,7,2203,1
1363239,10,940071,2201,53000,2,3,0,0,4,1,0,3,6,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,2,1,0,0,0,2,2201,1
1967983,8,416963,2201,69960,2,1,0,0,4,3,1,3,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,5,2201,1
570687,23,5229732,2202,7800,1,6,0,0,8,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,5,2202,1
304368,25,2126496,2202,12000,2,3,0,1,8,3,0,1,2,1,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0,0,1,2202,1
28939,16,3908126,2203,0,1,6,0,0,8,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,2203,1
2819774,6,9574323,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,9,2203,1
107848,7,6683447,2203,15000,1,4,0,0,8,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,6,2203,1
503502,8,3526969,2203,8400,1,6,0,0,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7,2203,0
350325,19,5905098,2203,28200,3,3,0,0,9,3,0,2,3,1,3,2,0,0,3,0,0,0,0,0,1,1,0,1,0,3,1,2,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
26147,8,8420032,2203,9000,1,4,0,0,9,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,8,2203,1
2693623,20,6512867,2203,205400,1,4,0,0,9,1,1,4,9,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,8,2203,1
1983149,7,2002813,2203,81000,2,1,0,0,8,3,0,3,8,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
2848603,19,9990618,2203,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,6,2203,1
227233,16,7536560,2203,11200,2,5,0,0,9,3,0,1,2,1,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,1,1,0,7,2203,1
1747226,9,7809507,2203,80000,3,1,0,1,7,3,1,3,8,1,3,2,0,1,2,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,2,2,0,0,0,8,2203,1
1594914,12,9677645,2203,61000,2,1,0,0,9,3,0,3,7,1,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,2203,1
565811,7,4952764,2203,10800,1,4,0,0,9,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,8,2203,1
1099713,25,5691309,2202,48140,3,3,0,1,6,3,0,2,5,1,3,2,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,2,2,0,0,0,6,2202,1
1406850,3,4780624,2203,74100,1,4,0,0,5,3,1,3,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,7,2203,1
25834,6,1938013,2203,0,1,4,0,0,9,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,2203,1
1651218,9,1530440,2202,73500,2,2,0,1,8,3,1,3,7,1,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,2,1,0,0,2,2202,1
1511253,9,3986047,2203,92500,2,1,0,0,6,1,2,3,8,1,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,2,2203,1
1707995,21,7974648,2203,76900,3,3,0,2,2,1,1,3,8,1,3,2,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,4,2203,0
1286816,25,8477341,2202,43600,1,6,0,0,8,3,0,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2202,1
1099481,5,5736664,2203,36020,3,2,0,1,6,3,1,2,4,1,3,2,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2,2,1,0,1,6,2203,1
702154,8,4630864,2201,14800,2,1,0,0,9,3,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,7,2201,1
1983200,20,2002813,2203,81000,2,1,0,0,8,3,0,3,8,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
2224117,17,9286210,2203,205000,2,1,0,0,5,1,2,4,9,1,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,9,2203,1
1445527,23,6576939,2202,60500,1,4,0,0,5,3,0,3,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2202,1
257805,19,1907374,2203,24000,2,5,0,0,5,3,0,2,3,1,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,9,2203,1
566035,7,197771,2203,8420,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2203,1
2820567,8,8268365,2201,0,1,0,2,0,0,0,0,1,2,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,7,2201,1
1307310,22,5046362,2202,44680,1,4,0,0,8,4,1,2,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,6,2202,1
659376,21,7202998,2202,7500,1,4,0,0,6,3,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,4,2202,1
2549877,23,1949770,2202,107600,4,1,0,2,2,1,1,4,9,1,4,2,0,1,2,2,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,0,1,1,0,0,0,2,2202,0
304275,17,9502677,2203,24000,2,2,0,1,7,3,1,2,3,1,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,2203,1
1234020,10,6654997,2203,42000,4,1,0,2,9,3,1,2,5,1,4,2,0,1,2,0,1,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,4,2203,1
1967935,8,6256150,2201,77100,2,2,0,0,8,3,1,3,8,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,8,2201,1
764149,9,2693456,2203,33050,1,4,0,0,8,3,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,5,2203,1
2223991,17,2780291,2203,136600,2,7,0,0,5,1,3,4,9,1,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,3,2203,1
108660,9,6384156,2203,0,1,4,0,0,6,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
26685,8,4242815,2203,9200,1,6,0,0,8,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,6,2203,1
2025217,16,5079345,2202,61000,9,3,0,0,5,3,2,3,7,2,5,2,0,0,3,0,1,0,0,1,0,5,1,0,1,3,2,0,2,3,1,0,1,0,2,2,1,1,1,1,2202,1
108829,10,159402,2203,11000,1,4,0,0,9,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,8,2203,1
565556,6,3170984,2203,21320,1,4,0,0,9,3,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
728328,20,7096591,2203,6580,2,7,0,0,5,3,0,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,2,0,1,0,0,2203,1
2408876,17,2366077,2201,123000,3,1,0,1,9,3,2,4,9,1,3,2,0,1,2,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,2,2,0,0,0,6,2201,1
2098670,9,9687932,2203,190000,2,5,0,0,8,3,2,4,9,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,7,2203,1
2222702,7,9491309,2203,193000,2,1,0,0,4,3,2,4,9,1,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,5,2203,1
982943,16,2398251,2203,32000,2,1,0,0,9,3,0,2,4,1,2,2,0,0,2,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,1,0,7,2203,1
2345145,17,3440297,2203,115750,3,5,0,0,5,3,3,4,9,1,3,1,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,5,2203,1
29210,16,1938013,2203,0,1,4,0,0,9,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,2203,1
108562,9,5840972,2203,13100,1,6,0,0,8,3,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,6,2203,1
2049442,18,6887998,2203,100000,1,4,0,0,9,3,1,4,9,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,9,2203,1
569683,21,6594347,2203,5040,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
2820421,8,5574387,2203,0,1,0,2,0,0,0,0,1,2,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,6,2203,1
113105,23,8472318,2202,630,1,6,0,0,6,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,5,2202,1
565474,6,2682239,2203,7900,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
932412,16,9176358,2203,57400,2,1,0,0,9,3,0,3,6,1,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,8,2203,1
1747501,17,7283578,2203,76000,3,1,0,1,9,3,0,3,8,1,3,2,0,1,2,0,1,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,2,2,0,0,0,9,2203,1
2223167,10,7626380,2203,130000,2,1,0,0,4,1,2,4,9,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,6,2203,1
1286579,14,2066092,2203,41400,1,6,0,0,8,3,0,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3,2203,1
2048255,6,6441753,2203,117000,1,6,0,0,9,3,0,4,9,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
2819668,6,8536673,2203,0,1,0,2,0,0,0,0,1,2,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,3,2203,1
2098612,9,9687932,2203,190000,2,5,0,0,8,3,2,4,9,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,7,2203,1
2222767,9,6651066,2203,103400,2,5,0,0,8,3,0,4,9,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,1,2203,1
503562,25,2308601,2202,6900,1,6,0,0,3,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,2202,0
727930,9,4929684,2203,24600,2,1,0,0,8,3,0,2,3,2,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2,2,0,0,0,7,2203,1
303807,9,4389757,2203,11900,2,3,0,1,7,3,6,1,2,1,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,1,0,8,2203,1
256793,16,6445543,2203,18800,2,5,0,0,8,3,1,1,2,1,2,1,0,0,2,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
2098845,16,5238099,2203,182500,2,5,0,0,9,3,1,4,9,1,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,6,2203,1
2222774,9,3754930,2203,112000,2,1,0,0,4,3,0,4,9,1,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,8,2203,1
659377,21,799557,2202,14200,1,4,0,0,7,3,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,4,2202,1
2832356,16,2966341,2203,0,1,0,2,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2203,1
571016,25,3690128,2202,8100,1,6,0,0,8,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2202,1
2223483,12,5112697,2203,161500,2,2,0,0,5,3,1,4,9,1,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,8,2203,1
2693638,20,6057937,2201,153800,1,6,0,0,6,1,1,4,9,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2201,1
566545,8,837483,2203,9500,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,6,2203,1
932147,7,3012060,2203,47900,2,1,0,0,9,3,1,2,5,1,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,1,1,0,6,2203,1
256761,16,7452689,2203,16000,2,3,0,0,7,3,1,1,2,1,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,1,1,2,2203,1
2822010,8,9983875,2302,0,1,0,2,0,0,0,0,2,3,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2302,1
1444998,17,7821676,2203,75000,1,4,0,0,9,3,1,3,8,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
112854,19,3272201,2203,28000,1,4,0,0,9,3,0,2,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
2822637,21,8224325,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,9,2203,1
2687123,8,3654194,2203,146220,1,4,0,0,8,3,0,4,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
26208,8,2995386,2203,27350,1,4,0,0,8,3,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,9,2203,1
2727155,10,3973045,2302,107200,2,1,0,0,8,1,2,4,9,2,2,2,0,0,2,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,2,2302,1
2049038,15,9316885,2203,117000,1,4,0,0,7,3,1,4,9,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,8,2203,1
257530,16,727484,2205,12000,2,7,0,0,4,3,2,1,2,1,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,8,2205,1
703208,22,5892257,2202,28700,2,1,0,0,8,3,1,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2202,1
25983,7,3650880,2203,10000,1,4,0,0,7,3,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,9,2203,1
1285893,5,6964531,2203,37700,1,4,0,0,7,3,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
824031,17,7233050,2203,44500,1,6,0,0,7,3,1,2,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,2203,1
1306940,7,9814238,2201,53000,1,4,0,0,5,3,1,3,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,8,2201,1
906349,9,5361745,2203,35300,2,3,0,0,9,3,0,2,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,7,2203,1
566336,8,7210780,2203,22500,1,6,0,0,9,3,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,7,2203,1
111682,16,1399850,2203,7600,1,4,0,0,8,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,0,2203,1
29581,17,1115790,2203,8400,1,4,0,0,9,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,7,2203,1
568934,18,8770151,2203,1700,1,6,0,0,8,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,7,2203,1
1445542,23,3550314,2202,96000,1,6,0,0,7,3,1,3,8,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,9,2202,1
1594799,11,9060861,2203,72000,2,5,0,0,8,4,0,3,7,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,1,0,9,2203,1
2687126,8,3654194,2203,146220,1,4,0,0,8,3,0,4,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
1443998,7,6108263,2203,84400,1,4,0,0,7,3,0,3,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2203,1
2761200,9,6175311,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,7,2203,1
983175,21,8736552,2203,55000,2,1,0,0,8,3,1,3,6,1,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
304010,10,8538628,2201,21000,2,3,0,1,7,3,1,2,3,1,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,0,0,0,1,2201,1
702886,21,7693770,2203,2400,2,1,0,0,9,3,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,7,2203,1
200985,6,983399,2203,0,2,5,0,0,9,3,0,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,7,2203,1
570760,24,7165769,2202,17130,1,6,0,0,5,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,2202,1
72229,16,9680128,2203,13250,1,4,0,0,3,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,5,2203,0
2693577,8,9702833,2201,216700,1,6,0,0,5,1,0,4,9,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,4,2201,1
2717866,25,9608975,2202,103000,2,1,0,0,5,1,2,4,9,2,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,2202,1
256928,16,575402,2203,21400,2,7,0,0,9,3,1,2,3,1,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,2,0,1,0,2,2203,1
26698,8,5241237,2203,0,1,6,0,0,9,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,9,2203,1
29371,16,1342372,2203,7900,1,4,0,0,6,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,3,2203,1
570828,24,4590980,2202,0,1,6,0,0,8,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2202,1
566380,8,1240711,2203,8050,1,4,0,0,5,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
2549865,18,4434326,2203,118500,8,1,0,6,2,1,1,4,9,1,5,2,0,1,2,0,3,2,1,0,0,1,1,0,0,2,2,0,0,0,0,1,4,1,1,1,1,0,0,8,2203,0
659264,21,5568273,2201,28100,1,6,0,0,5,3,1,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,8,2201,1
983276,25,5053438,2202,55500,2,7,0,0,7,3,1,3,6,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,7,2202,1
2048425,7,4397023,2203,365300,1,4,0,0,9,3,1,4,9,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
659210,21,4952857,2201,23000,1,4,0,0,4,3,1,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,5,2201,1
484608,9,3359643,2203,23000,5,1,0,3,5,1,0,2,3,1,5,2,0,1,2,0,1,2,0,0,0,1,1,0,0,2,2,0,0,0,0,0,3,0,2,1,0,0,0,6,2203,1
1595149,17,2221485,2203,64900,2,5,0,0,7,3,0,3,7,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,2,0,8,2203,1
701990,8,2430248,2203,6400,2,3,0,0,9,3,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,2,1,0,0,6,2203,1
1444240,9,6108263,2203,84400,1,4,0,0,7,3,0,3,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2203,1
27757,10,2964622,2203,20000,1,4,0,0,7,3,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,5,2203,1
28841,16,6690104,2203,30,1,6,0,0,9,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,3,2203,1
932106,5,8011580,2203,35000,2,1,0,0,6,3,0,2,4,1,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,2,2,0,0,0,6,2203,1
823470,11,2942139,2203,40000,1,6,0,0,9,3,0,2,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
1968009,22,2007101,2202,85850,2,1,0,0,7,2,1,3,8,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,5,2202,1
