PERID,household_id,age,RELATE,ESR,GRADE,PNUM,PAUG,DDP,sex,WEEKS,HOURS,MSP,POVERTY,EARNS,pagecat,pemploy,pstudent,ptype,padkid
2876902,1259295,29,6,1,6,7,0,0,1,52,40,6,182,26000,5,1,2,1,2
2876903,1259295,27,18,1,0,8,0,0,2,0,0,4,1,0,5,1,3,1,2
2876904,1259296,41,1,1,0,1,0,0,2,0,0,1,158,0,6,1,3,1,2
2876905,1259296,41,2,1,0,2,0,0,1,52,40,1,158,30800,6,1,3,1,2
2876906,1259296,18,3,6,5,3,0,0,1,0,0,6,158,0,4,3,1,6,1
2876907,1259296,7,3,0,3,4,0,1,1,0,0,0,158,0,1,4,1,7,2
2876908,1259296,22,3,6,6,5,0,1,2,0,0,6,158,0,4,3,2,3,1
2876909,1259296,62,9,1,6,6,0,1,2,2,36,2,158,420,7,2,2,3,2
2876970,1259306,45,1,1,0,1,0,0,1,49,40,1,184,14000,6,1,3,1,2
2876971,1259306,43,2,1,0,2,0,0,2,52,7,1,184,11000,6,2,3,2,2
2876972,1259306,20,3,1,6,3,0,0,1,16,25,6,184,6000,4,2,2,3,1
2876973,1259306,18,3,1,5,4,0,0,1,40,30,6,184,12000,4,2,1,6,1
2876974,1259306,16,3,6,5,5,0,0,1,0,0,6,184,0,3,3,1,6,2
2876975,1259306,12,3,0,4,6,0,0,2,0,0,0,184,0,2,4,1,7,2
2877029,1259315,47,1,1,7,1,0,0,1,26,25,1,180,2500,6,2,2,3,2
2877030,1259315,47,2,1,7,2,0,0,2,8,8,1,180,1200,6,2,2,3,2
2877031,1259315,20,3,1,6,3,0,0,1,40,32,6,180,20700,4,2,2,3,1
2877032,1259315,16,3,6,5,4,0,0,1,0,0,6,180,0,3,3,1,6,2
2877054,1259319,41,1,1,0,1,0,0,2,0,0,1,158,0,6,1,3,1,2
2877055,1259319,41,2,1,0,2,0,0,1,52,40,1,158,30800,6,1,3,1,2
2877056,1259319,18,3,6,5,3,0,0,1,0,0,6,158,0,4,3,1,6,1
2877057,1259319,7,3,0,3,4,0,1,1,0,0,0,158,0,1,4,1,7,2
2877058,1259319,22,3,6,6,5,0,1,2,0,0,6,158,0,4,3,2,3,1
2877059,1259319,62,9,1,6,6,0,1,2,2,36,2,158,420,7,2,2,3,2
2877094,1259325,40,1,1,0,1,0,0,1,46,8,1,209,16000,6,2,3,2,2
2877095,1259325,41,2,1,0,2,0,0,2,20,40,1,209,4500,6,2,3,2,2
2877096,1259325,12,3,0,4,3,0,0,2,0,0,0,209,0,2,4,1,7,2
2877097,1259325,28,13,1,0,4,0,0,1,46,40,6,209,16000,5,1,3,1,2
2877240,1259347,30,1,6,0,1,0,0,1,3,45,1,24,2500,5,3,3,4,2
2877241,1259347,21,2,1,0,2,0,0,2,8,50,1,24,2200,4,2,3,2,1
2877242,1259347,1,3,0,0,3,0,0,2,0,0,0,24,0,0,4,3,8,2
2877243,1259347,20,6,1,0,4,0,0,2,0,0,6,24,0,4,1,3,1,1
2877244,1259347,1,13,0,0,5,0,0,2,0,0,0,24,0,0,4,3,8,2
2877245,1259347,29,18,6,6,6,0,0,1,0,0,6,324,0,5,3,2,3,2
2877246,1259347,47,21,1,0,7,0,0,2,0,0,4,1,0,6,1,3,1,2
2877247,1259347,28,21,1,0,8,0,0,2,20,40,6,42,3600,5,2,3,2,2
2877248,1259347,28,21,6,4,9,0,0,2,0,0,6,1,0,5,3,1,3,2
2877282,1259353,45,1,1,0,1,0,0,1,49,40,1,184,14000,6,1,3,1,2
2877283,1259353,43,2,1,0,2,0,0,2,52,7,1,184,11000,6,2,3,2,2
2877284,1259353,20,3,1,6,3,0,0,1,16,25,6,184,6000,4,2,2,3,1
2877285,1259353,18,3,1,5,4,0,0,1,40,30,6,184,12000,4,2,1,6,1
2877286,1259353,16,3,6,5,5,0,0,1,0,0,6,184,0,3,3,1,6,2
2877287,1259353,12,3,0,4,6,0,0,2,0,0,0,184,0,2,4,1,7,2
2877294,1259355,47,1,1,0,1,0,0,1,9,48,1,189,3300,6,2,3,2,2
2877295,1259355,45,2,1,0,2,0,0,2,48,40,1,189,27800,6,1,3,1,2
2877296,1259355,19,3,1,5,3,0,0,2,9,7,6,189,1800,4,2,1,6,1
2877297,1259355,15,3,0,5,4,0,0,1,0,0,6,189,0,2,4,1,7,2
2877339,1259362,31,1,1,0,1,0,0,2,48,36,4,182,12000,5,1,3,1,2
2877340,1259362,12,3,0,4,2,0,0,2,0,0,0,182,0,2,4,1,7,2
2877341,1259362,10,3,0,3,3,0,0,2,0,0,0,182,0,1,4,1,7,2
2877342,1259362,5,3,0,2,4,0,0,1,0,0,0,182,0,0,4,1,8,2
2877343,1259362,4,3,0,1,5,0,0,1,0,0,0,182,0,0,4,1,8,2
2877344,1259362,27,6,1,0,6,0,0,1,50,30,6,182,9000,5,2,3,2,2
2877345,1259362,29,6,1,6,7,0,0,1,52,40,6,182,26000,5,1,2,1,2
2877346,1259362,27,18,1,0,8,0,0,2,0,0,4,1,0,5,1,3,1,2
2877353,1259364,51,1,1,0,1,0,0,1,52,21,1,180,9200,7,2,3,2,2
2877354,1259364,48,2,6,0,2,0,0,2,0,0,1,180,0,6,3,3,4,2
2877355,1259364,28,3,3,0,3,0,0,1,30,40,6,180,9000,5,3,3,4,2
2877356,1259364,25,3,1,0,4,0,0,1,45,40,6,180,18500,5,1,3,1,2
2877357,1259364,16,3,1,5,5,0,0,1,14,15,6,180,1000,3,2,1,6,2
2877358,1259364,24,18,1,0,6,0,0,1,45,40,6,201,17400,4,1,3,1,1
2877455,1259380,33,1,1,0,1,0,0,1,36,40,1,131,27700,5,1,3,1,2
2877456,1259380,35,2,6,0,2,0,0,2,0,0,1,131,0,6,3,3,4,2
2877457,1259380,13,5,0,4,3,0,0,2,0,0,0,131,0,2,4,1,7,2
2877458,1259380,5,3,0,2,4,0,0,2,0,0,0,131,0,0,4,1,8,2
2877459,1259380,8,3,0,4,5,0,0,1,0,0,0,131,0,1,4,1,7,2
2877460,1259380,30,11,1,0,6,0,1,2,0,0,6,131,0,5,1,3,1,2
2877461,1259380,29,11,6,0,7,0,1,2,20,25,2,131,3200,5,3,3,4,2
2877462,1259380,28,17,1,0,8,0,0,1,44,35,6,289,25000,5,1,3,1,2
2877471,1259382,45,1,1,0,1,0,0,1,49,40,1,184,14000,6,1,3,1,2
2877472,1259382,43,2,1,0,2,0,0,2,52,7,1,184,11000,6,2,3,2,2
2877473,1259382,20,3,1,6,3,0,0,1,16,25,6,184,6000,4,2,2,3,1
2877474,1259382,18,3,1,5,4,0,0,1,40,30,6,184,12000,4,2,1,6,1
2877475,1259382,16,3,6,5,5,0,0,1,0,0,6,184,0,3,3,1,6,2
2877476,1259382,12,3,0,4,6,0,0,2,0,0,0,184,0,2,4,1,7,2
2877517,1259389,42,1,1,0,1,0,0,1,52,30,1,194,12000,6,2,3,2,2
2877518,1259389,36,2,1,0,2,0,0,2,52,40,1,194,18600,6,1,3,1,2
2877519,1259389,15,3,0,5,3,0,0,1,0,0,6,194,0,2,4,1,7,2
2877520,1259389,14,3,0,4,4,0,0,1,0,0,0,194,0,2,4,1,7,2
2877521,1259389,17,3,1,5,5,0,0,2,7,10,6,194,100,3,2,1,6,2
2877522,1259390,47,1,1,0,1,0,0,2,52,35,5,232,5500,6,1,3,1,2
2877523,1259390,25,3,1,6,2,0,0,2,52,20,6,232,10000,5,2,2,3,2
2877524,1259390,23,3,1,6,3,0,0,2,52,40,6,232,25000,4,1,2,1,1
2877525,1259390,12,3,0,4,4,0,0,1,0,0,0,232,0,2,4,1,7,2
2877526,1259390,9,3,0,3,5,0,0,1,0,0,0,232,0,1,4,1,7,2
2877607,1259403,31,1,1,0,1,0,0,2,48,36,4,182,12000,5,1,3,1,2
2877608,1259403,12,3,0,4,2,0,0,2,0,0,0,182,0,2,4,1,7,2
2877609,1259403,10,3,0,3,3,0,0,2,0,0,0,182,0,1,4,1,7,2
2877610,1259403,5,3,0,2,4,0,0,1,0,0,0,182,0,0,4,1,8,2
2877611,1259403,4,3,0,1,5,0,0,1,0,0,0,182,0,0,4,1,8,2
2877612,1259403,27,6,1,0,6,0,0,1,50,30,6,182,9000,5,2,3,2,2
2877613,1259403,29,6,1,6,7,0,0,1,52,40,6,182,26000,5,1,2,1,2
2877614,1259403,27,18,1,0,8,0,0,2,0,0,4,1,0,5,1,3,1,2
2877774,1259428,30,1,6,0,1,0,0,1,3,45,1,24,2500,5,3,3,4,2
2877775,1259428,21,2,1,0,2,0,0,2,8,50,1,24,2200,4,2,3,2,1
2877776,1259428,1,3,0,0,3,0,0,2,0,0,0,24,0,0,4,3,8,2
2877777,1259428,20,6,1,0,4,0,0,2,0,0,6,24,0,4,1,3,1,1
2877778,1259428,1,13,0,0,5,0,0,2,0,0,0,24,0,0,4,3,8,2
2877779,1259428,29,18,6,6,6,0,0,1,0,0,6,324,0,5,3,2,3,2
2877780,1259428,47,21,1,0,7,0,0,2,0,0,4,1,0,6,1,3,1,2
2877781,1259428,28,21,1,0,8,0,0,2,20,40,6,42,3600,5,2,3,2,2
2877782,1259428,28,21,6,4,9,0,0,2,0,0,6,1,0,5,3,1,3,2
2877839,1259438,54,1,1,0,1,0,0,1,52,60,1,139,15000,7,1,3,1,2
2877840,1259438,48,2,1,0,2,0,0,2,52,40,1,139,15000,6,1,3,1,2
2877841,1259438,22,3,6,6,3,0,0,2,6,40,6,139,1500,4,3,2,3,1
2877842,1259438,20,3,1,6,4,0,0,2,52,15,6,139,4500,4,2,2,3,1
2877843,1259438,18,3,1,6,5,0,0,2,9,8,6,139,2200,4,2,2,3,1
2877844,1259438,14,3,0,5,6,0,0,1,0,0,0,139,0,2,4,1,7,2
2877845,1259438,88,7,6,0,7,0,0,2,0,0,2,139,0,9,3,3,5,2
2916372,1266081,80,1,6,0,1,0,0,2,0,0,6,474,0,9,3,3,5,2
2936153,1285862,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936170,1285879,74,1,6,0,1,0,0,1,0,0,5,489,0,8,3,3,5,2
2936183,1285892,68,1,6,0,1,0,0,1,0,0,4,501,0,8,3,3,5,2
2936184,1285893,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936192,1285901,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936205,1285914,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936206,1285915,67,1,6,0,1,0,0,2,0,0,6,432,0,8,3,3,5,2
2936212,1285921,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936214,1285923,68,1,6,0,1,0,0,1,0,0,4,501,0,8,3,3,5,2
2936217,1285926,67,1,6,0,1,0,0,1,0,0,3,376,0,8,3,3,5,2
2936222,1285931,93,1,6,0,1,0,0,1,0,0,6,501,0,9,3,3,5,2
2936238,1285947,80,1,6,0,1,0,0,1,0,0,4,501,0,9,3,3,5,2
2936241,1285950,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936243,1285952,79,1,6,0,1,0,0,1,48,40,6,501,40900,8,3,3,5,2
2936260,1285969,65,1,6,0,1,0,0,1,0,0,3,501,0,8,3,3,5,2
2936267,1285976,67,1,6,0,1,0,0,1,0,0,3,376,0,8,3,3,5,2
2936269,1285978,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936274,1285983,68,1,6,0,1,0,0,1,0,0,4,501,0,8,3,3,5,2
2936299,1286008,74,1,6,0,1,0,0,1,0,0,5,489,0,8,3,3,5,2
2936303,1286012,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936316,1286025,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936325,1286034,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936335,1286044,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936336,1286045,67,1,6,0,1,0,0,2,0,0,6,432,0,8,3,3,5,2
2936337,1286046,67,1,6,0,1,0,0,1,0,0,3,376,0,8,3,3,5,2
2936359,1286068,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936371,1286080,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936379,1286088,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936405,1286114,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936414,1286123,68,1,6,0,1,0,0,1,0,0,4,501,0,8,3,3,5,2
2936429,1286138,74,1,6,0,1,0,0,1,0,0,5,489,0,8,3,3,5,2
2936451,1286160,80,1,6,0,1,0,0,1,0,0,4,501,0,9,3,3,5,2
2936491,1286200,78,1,6,0,1,0,0,2,0,0,6,501,0,8,3,3,5,2
2936497,1286206,71,1,6,0,1,0,0,2,0,0,3,414,0,8,3,3,5,2
2936499,1286208,69,1,6,0,1,0,0,1,0,0,6,501,0,8,3,3,5,2
2936519,1286228,69,1,6,0,1,0,0,1,0,0,6,501,0,8,3,3,5,2
2936528,1286237,78,1,6,0,1,0,0,2,0,0,3,501,0,8,3,3,5,2
2936530,1286239,73,1,6,0,1,0,0,2,0,0,6,501,0,8,3,3,5,2
2936539,1286248,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936546,1286255,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936550,1286259,67,1,6,0,1,0,0,2,0,0,6,432,0,8,3,3,5,2
2936563,1286272,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936575,1286284,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936631,1286340,67,1,6,0,1,0,0,1,0,0,3,376,0,8,3,3,5,2
2936636,1286345,93,1,6,0,1,0,0,1,0,0,6,501,0,9,3,3,5,2
2936649,1286358,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936664,1286373,65,1,6,0,1,0,0,1,0,0,3,501,0,8,3,3,5,2
2936684,1286393,65,1,6,0,1,0,0,1,0,0,3,501,0,8,3,3,5,2
2936686,1286395,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936690,1286399,67,1,6,0,1,0,0,2,0,0,6,432,0,8,3,3,5,2
2936692,1286401,69,1,6,0,1,0,0,1,0,0,4,457,0,8,3,3,5,2
2936706,1286415,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936739,1286448,65,1,6,0,1,0,0,1,0,0,3,501,0,8,3,3,5,2
2936746,1286455,80,1,6,0,1,0,0,1,0,0,4,501,0,9,3,3,5,2
2936753,1286462,93,1,6,0,1,0,0,1,0,0,6,501,0,9,3,3,5,2
2936756,1286465,74,1,6,0,1,0,0,1,0,0,5,489,0,8,3,3,5,2
2936757,1286466,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936776,1286485,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936791,1286500,74,1,6,0,1,0,0,1,0,0,5,489,0,8,3,3,5,2
2936800,1286509,84,1,6,0,1,0,0,2,0,0,4,501,0,9,3,3,5,2
2936801,1286510,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936815,1286524,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936817,1286526,67,1,6,0,1,0,0,1,0,0,3,376,0,8,3,3,5,2
2936826,1286535,67,1,6,0,1,0,0,2,0,0,6,432,0,8,3,3,5,2
2936845,1286554,68,1,6,0,1,0,0,1,0,0,4,501,0,8,3,3,5,2
2936848,1286557,67,1,6,0,1,0,0,1,0,0,3,376,0,8,3,3,5,2
2936850,1286559,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936852,1286561,74,1,6,0,1,0,0,1,0,0,5,489,0,8,3,3,5,2
2936868,1286577,81,1,6,0,1,0,0,2,0,0,4,497,0,9,3,3,5,2
2936869,1286578,79,1,6,0,1,0,0,1,48,40,6,501,40900,8,3,3,5,2
2936870,1286579,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936872,1286581,72,1,6,0,1,0,0,2,22,40,4,445,25900,8,3,3,5,2
2936882,1286591,79,1,6,0,1,0,0,1,48,40,6,501,40900,8,3,3,5,2
2936898,1286607,71,1,6,0,1,0,0,1,0,0,6,472,0,8,3,3,5,2
2936902,1286611,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936904,1286613,74,1,6,0,1,0,0,1,0,0,5,489,0,8,3,3,5,2
2936912,1286621,78,1,6,0,1,0,0,2,52,40,6,501,28700,8,3,3,5,2
2936926,1286635,69,1,6,0,1,0,0,1,0,0,4,457,0,8,3,3,5,2
2936931,1286640,79,1,6,0,1,0,0,1,48,40,6,501,40900,8,3,3,5,2
2936955,1286664,72,1,6,0,1,0,0,2,0,0,6,405,0,8,3,3,5,2
2936958,1286667,71,1,6,0,1,0,0,2,0,0,4,501,0,8,3,3,5,2
2936983,1286692,83,1,6,0,1,0,0,2,0,0,3,501,0,9,3,3,5,2
2937006,1286715,79,1,6,0,1,0,0,2,0,0,3,501,0,8,3,3,5,2
2937007,1286716,67,1,6,0,1,0,0,2,0,0,4,452,0,8,3,3,5,2
2937017,1286726,67,1,6,0,1,0,0,1,0,0,6,477,0,8,3,3,5,2
2937039,1286748,77,1,6,0,1,0,0,1,0,0,5,501,0,8,3,3,5,2
2937056,1286765,71,1,6,0,1,0,0,2,0,0,4,501,0,8,3,3,5,2
2937061,1286770,75,1,6,0,1,0,0,1,0,0,6,501,0,8,3,3,5,2
2937064,1286773,72,1,6,0,1,0,0,2,0,0,6,398,0,8,3,3,5,2
2937066,1286775,69,1,6,0,1,0,0,1,3,12,4,501,11300,8,3,3,5,2
2937098,1286807,77,1,6,0,1,0,0,1,0,0,5,501,0,8,3,3,5,2
2937102,1286811,81,1,6,0,1,0,0,1,0,0,3,501,0,9,3,3,5,2
2937107,1286816,83,1,6,0,1,0,0,2,0,0,3,501,0,9,3,3,5,2
2937111,1286820,80,1,6,0,1,0,0,2,0,0,6,501,0,9,3,3,5,2
2937113,1286822,77,1,6,0,1,0,0,1,0,0,5,501,0,8,3,3,5,2
2957081,1306790,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957088,1306797,70,1,1,0,1,0,0,1,37,40,4,501,34200,8,1,3,1,2
2957126,1306835,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957127,1306836,76,1,1,0,1,0,0,2,52,50,4,501,30500,8,1,3,1,2
2957156,1306865,81,1,1,0,1,0,0,1,52,40,4,476,25000,9,1,3,1,2
2957163,1306872,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957169,1306878,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957186,1306895,70,1,1,0,1,0,0,1,37,40,4,501,34200,8,1,3,1,2
2957212,1306921,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957214,1306923,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957225,1306934,76,1,1,0,1,0,0,2,1,20,4,501,35200,8,2,3,2,2
2957227,1306936,76,1,1,0,1,0,0,2,1,20,4,501,35200,8,2,3,2,2
2957229,1306938,73,1,1,0,1,0,0,1,52,50,4,501,40000,8,1,3,1,2
2957231,1306940,73,1,1,0,1,0,0,1,52,50,4,501,40000,8,1,3,1,2
2957240,1306949,73,1,1,0,1,0,0,1,52,46,5,501,40000,8,1,3,1,2
2957243,1306952,73,1,1,0,1,0,0,1,52,46,5,501,40000,8,1,3,1,2
2957261,1306970,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957266,1306975,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957273,1306982,70,1,1,0,1,0,0,1,37,40,4,501,34200,8,1,3,1,2
2957274,1306983,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957278,1306987,70,1,1,0,1,0,0,1,37,40,4,501,34200,8,1,3,1,2
2957292,1307001,81,1,1,0,1,0,0,1,52,40,4,476,25000,9,1,3,1,2
2957335,1307044,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957350,1307059,81,1,1,0,1,0,0,1,52,40,4,476,25000,9,1,3,1,2
2957357,1307066,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957359,1307068,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957405,1307114,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957414,1307123,73,1,1,0,1,0,0,1,52,46,5,501,40000,8,1,3,1,2
2957426,1307135,80,1,1,0,1,0,0,2,52,50,4,501,30500,9,1,3,1,2
2957447,1307156,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957453,1307162,76,1,1,0,1,0,0,2,52,50,4,501,30500,8,1,3,1,2
2957455,1307164,81,1,1,0,1,0,0,1,52,40,4,476,25000,9,1,3,1,2
2957457,1307166,76,1,1,0,1,0,0,2,48,40,6,501,50000,8,1,3,1,2
2957476,1307185,70,1,1,0,1,0,0,1,37,40,4,501,34200,8,1,3,1,2
2957480,1307189,81,1,1,0,1,0,0,1,52,40,4,476,25000,9,1,3,1,2
2957484,1307193,75,1,1,0,1,0,0,2,52,40,3,501,26200,8,1,3,1,2
2957503,1307212,80,1,1,0,1,0,0,2,52,50,4,501,30500,9,1,3,1,2
2957519,1307228,68,1,1,0,1,0,0,2,40,40,3,490,30000,8,1,3,1,2
2957526,1307235,76,1,1,0,1,0,0,2,1,20,4,501,35200,8,2,3,2,2
2957530,1307239,76,1,1,0,1,0,0,2,1,20,4,501,35200,8,2,3,2,2
2957541,1307250,65,1,1,0,1,0,0,1,52,37,4,501,44600,8,1,3,1,2
2957601,1307310,65,1,1,0,1,0,0,1,52,37,4,501,44600,8,1,3,1,2
2957617,1307326,69,1,1,0,1,0,0,2,45,15,6,416,16200,8,2,3,2,2
2957623,1307332,66,1,1,0,1,0,0,2,20,50,4,446,29200,8,2,3,2,2
2957628,1307337,71,1,1,0,1,0,0,2,52,32,6,501,33800,8,2,3,2,2
2957633,1307342,67,1,1,0,1,0,0,1,49,15,6,376,15000,8,2,3,2,2
2957652,1307361,67,1,1,0,1,0,0,2,52,32,6,501,38000,8,2,3,2,2
2957657,1307366,65,1,1,0,1,0,0,2,52,30,6,501,44500,8,2,3,2,2
2957659,1307368,71,1,1,0,1,0,0,2,52,32,6,501,33800,8,2,3,2,2
2957681,1307390,65,1,1,0,1,0,0,2,45,4,3,501,9000,8,2,3,2,2
2957685,1307394,71,1,1,0,1,0,0,2,52,32,6,501,33800,8,2,3,2,2
2957694,1307403,69,1,1,0,1,0,0,2,45,15,6,416,16200,8,2,3,2,2
2965624,1315332,70,1,6,0,1,0,0,1,52,40,1,482,30000,8,3,3,5,2
2965625,1315332,70,2,6,0,2,0,0,2,10,12,1,482,12500,8,3,3,5,2
3016598,1340819,69,1,6,0,1,0,0,1,1,15,6,223,15000,8,3,3,5,2
3016599,1340819,60,18,6,0,2,0,0,1,0,0,6,319,0,7,3,3,4,2
3016630,1340835,76,1,6,0,1,0,0,1,0,0,1,501,0,8,3,3,5,2
3016631,1340835,69,2,6,0,2,0,0,2,0,0,1,501,0,8,3,3,5,2
3016644,1340842,81,1,6,0,1,0,0,1,0,0,1,333,0,9,3,3,5,2
3016645,1340842,73,2,6,0,2,0,0,2,0,0,1,333,0,8,3,3,5,2
3016648,1340844,81,1,6,0,1,0,0,1,0,0,1,333,0,9,3,3,5,2
3016649,1340844,73,2,6,0,2,0,0,2,0,0,1,333,0,8,3,3,5,2
3016654,1340847,76,1,6,0,1,0,0,1,0,0,1,501,0,8,3,3,5,2
3016655,1340847,69,2,6,0,2,0,0,2,0,0,1,501,0,8,3,3,5,2
3016706,1340873,73,1,6,0,1,0,0,2,0,0,6,470,0,8,3,3,5,2
3016707,1340873,71,6,6,0,2,0,0,2,0,0,6,470,0,8,3,3,5,2
3016714,1340877,69,1,6,0,1,0,0,1,1,15,6,223,15000,8,3,3,5,2
3016715,1340877,60,18,6,0,2,0,0,1,0,0,6,319,0,7,3,3,4,2
3016734,1340887,69,1,6,0,1,0,0,1,1,15,6,223,15000,8,3,3,5,2
3016735,1340887,60,18,6,0,2,0,0,1,0,0,6,319,0,7,3,3,4,2
3016736,1340888,81,1,6,0,1,0,0,2,0,0,3,354,0,9,3,3,5,2
3016737,1340888,54,3,6,0,2,0,0,1,30,35,6,354,26000,7,3,3,4,2
3016760,1340900,69,1,6,0,1,0,0,1,1,15,6,223,15000,8,3,3,5,2
3016761,1340900,60,18,6,0,2,0,0,1,0,0,6,319,0,7,3,3,4,2
3016776,1340908,69,1,6,0,1,0,0,1,1,15,6,223,15000,8,3,3,5,2
3016777,1340908,60,18,6,0,2,0,0,1,0,0,6,319,0,7,3,3,4,2
3016792,1340916,69,1,6,0,1,0,0,1,1,15,6,223,15000,8,3,3,5,2
3016793,1340916,60,18,6,0,2,0,0,1,0,0,6,319,0,7,3,3,4,2
3016832,1340936,83,1,6,0,1,0,0,1,0,0,1,367,0,9,3,3,5,2
3016833,1340936,78,2,6,0,2,0,0,2,0,0,1,367,0,8,3,3,5,2
3027832,1346436,74,1,1,0,1,0,0,2,52,30,1,467,20000,8,2,3,2,2
3027833,1346436,70,2,6,0,2,0,0,1,0,0,1,467,0,8,3,3,5,2
3027864,1346452,83,1,6,0,1,0,0,2,0,0,3,501,0,9,3,3,5,2
3027865,1346452,57,3,1,0,2,0,0,2,48,20,4,501,44500,7,2,3,2,2
3027870,1346455,83,1,6,0,1,0,0,2,0,0,3,501,0,9,3,3,5,2
3027871,1346455,57,3,1,0,2,0,0,2,48,20,4,501,44500,7,2,3,2,2
3061092,1363066,73,1,1,0,1,0,0,1,24,6,1,355,920,8,2,3,2,2
3061093,1363066,88,2,6,0,2,0,1,2,0,0,1,355,0,9,3,3,5,2
3061096,1363068,66,1,6,0,1,0,0,1,4,40,1,501,5400,8,3,3,5,2
3061097,1363068,59,2,1,5,2,0,0,2,46,40,1,501,23000,7,1,1,1,2
3061130,1363085,69,1,6,0,1,0,0,1,0,0,3,342,0,8,3,3,5,2
3061131,1363085,38,3,1,0,2,0,0,1,48,32,2,342,27000,6,2,3,2,2
3061162,1363101,85,1,6,0,1,0,0,2,0,0,3,351,0,9,3,3,5,2
3061163,1363101,59,3,1,0,2,0,0,2,52,40,6,351,27000,7,1,3,1,2
3061172,1363106,85,1,6,0,1,0,0,2,0,0,3,351,0,9,3,3,5,2
3061173,1363106,59,3,1,0,2,0,0,2,52,40,6,351,27000,7,1,3,1,2
3061174,1363107,69,1,6,0,1,0,0,1,0,0,3,342,0,8,3,3,5,2
3061175,1363107,38,3,1,0,2,0,0,1,48,32,2,342,27000,6,2,3,2,2
3061248,1363144,66,1,1,0,1,0,0,1,52,15,1,340,3600,8,2,3,2,2
3061249,1363144,54,2,6,0,2,0,0,2,52,40,1,340,23800,7,3,3,4,2
3061284,1363162,69,1,6,0,1,0,0,1,0,0,3,342,0,8,3,3,5,2
3061285,1363162,38,3,1,0,2,0,0,1,48,32,2,342,27000,6,2,3,2,2
3061312,1363176,69,1,6,0,1,0,0,1,0,0,3,342,0,8,3,3,5,2
3061313,1363176,38,3,1,0,2,0,0,1,48,32,2,342,27000,6,2,3,2,2
3061322,1363181,69,1,6,0,1,0,0,1,0,0,3,342,0,8,3,3,5,2
3061323,1363181,38,3,1,0,2,0,0,1,48,32,2,342,27000,6,2,3,2,2
3061340,1363190,85,1,6,0,1,0,0,2,0,0,3,351,0,9,3,3,5,2
